code,date,roe_weighted,ocf_to_revenue
002763,2025-12-31,2.9,0.0835
002763,2026-03-31,4.97,0.1837
002765,2012-12-31,17.73,0.0689
002765,2013-12-31,11.19,0.0972
002765,2014-06-30,6.24,0.0944
002765,2014-09-30,,0.0403
002765,2014-12-31,16.36,-0.0153
002765,2015-03-31,1.32,0.2638
002765,2015-06-30,6.28,0.1411
002765,2015-09-30,6.66,0.047
002765,2015-12-31,9.37,-0.0074
002765,2016-03-31,2.77,-0.4002
002765,2016-06-30,5.8,-0.1802
002765,2016-09-30,7.5,-0.1242
002765,2016-12-31,12.54,-0.0643
002765,2017-03-31,2.52,0.0253
002765,2017-06-30,5.84,0.034
002765,2017-09-30,6.74,0.1264
002765,2017-12-31,11.18,0.0849
002765,2018-03-31,2.11,0.1604
002765,2018-06-30,3.55,0.0118
002765,2018-09-30,2.2,0.0283
002765,2018-12-31,0.22,0.3391
002765,2019-03-31,-1.92,0.0417
002765,2019-06-30,-5.0,0.014
002765,2019-09-30,-5.56,0.0581
002765,2019-12-31,-10.54,0.0697
002765,2020-03-31,-1.28,0.2766
002765,2020-06-30,0.12,-0.0318
002765,2020-09-30,1.95,-0.0043
002765,2020-12-31,0.46,0.0291
002765,2021-03-31,2.19,0.0348
002765,2021-06-30,6.36,-0.0182
002765,2021-09-30,9.22,0.0702
002765,2021-12-31,10.86,0.0297
002765,2022-03-31,2.43,0.2066
002765,2022-06-30,4.41,0.1917
002765,2022-09-30,7.1,0.1597
002765,2022-12-31,8.73,0.1654
002765,2023-03-31,1.23,-0.0125
002765,2023-06-30,2.05,-0.006
002765,2023-09-30,2.47,0.0101
002765,2023-12-31,-18.1,0.0563
002765,2024-03-31,1.49,-0.1026
002765,2024-06-30,2.81,-0.0014
002765,2024-09-30,4.27,0.0528
002765,2024-12-31,4.98,0.0736
002765,2025-03-31,2.09,-0.0095
002765,2025-06-30,4.34,0.0255
002765,2025-09-30,6.7,0.0098
002765,2025-12-31,6.98,0.0726
002765,2026-03-31,0.72,-0.0659
002766,2012-12-31,15.29,0.094
002766,2013-12-31,12.64,0.1318
002766,2014-06-30,6.02,0.1544
002766,2014-09-30,,0.1053
002766,2014-12-31,11.65,0.0794
002766,2015-03-31,2.56,0.2151
002766,2015-06-30,5.88,0.155
002766,2015-09-30,8.12,0.0825
002766,2015-12-31,8.42,0.1449
002766,2016-03-31,1.6,-0.4081
002766,2016-06-30,3.52,-0.3728
002766,2016-09-30,6.16,-0.1341
002766,2016-12-31,,-0.0541
002766,2017-03-31,2.04,-0.2556
002766,2017-06-30,4.05,-0.1175
002766,2017-09-30,6.97,-0.0712
002766,2017-12-31,8.78,0.0654
002766,2018-03-31,1.5,-0.3798
002766,2018-06-30,3.38,-0.2298
002766,2018-09-30,3.42,-0.3325
002766,2018-12-31,-20.39,-0.7137
002766,2019-03-31,-5.57,0.0659
002766,2019-06-30,-8.6,-0.1174
002766,2019-09-30,-12.08,-0.0656
002766,2019-12-31,1.4,0.0557
002766,2020-03-31,-4.95,0.182
002766,2020-06-30,-12.42,0.0453
002766,2020-09-30,-6.41,0.0043
002766,2020-12-31,0.0,-0.0702
002766,2021-03-31,0.0,-0.0826
002766,2021-06-30,0.0,-0.22
002766,2021-09-30,0.0,-0.1584
002766,2021-12-31,0.0,-0.0437
002766,2022-03-31,-0.15,0.0171
002766,2022-06-30,0.27,0.0909
002766,2022-09-30,0.41,0.0785
002766,2022-12-31,1.35,0.0288
002766,2023-03-31,0.09,-0.0861
002766,2023-06-30,0.49,0.0562
002766,2023-09-30,2.86,0.2058
002766,2023-12-31,4.79,0.1549
002766,2024-03-31,1.36,-0.0215
002766,2024-06-30,3.11,0.1343
002766,2024-09-30,6.03,0.0589
002766,2024-12-31,8.1,0.0126
002766,2025-03-31,0.13,0.1202
002766,2025-06-30,0.67,-0.1242
002766,2025-09-30,0.02,-0.1058
002766,2025-12-31,-5.78,-0.0459
002766,2026-03-31,-1.68,-0.6117
002768,2012-12-31,24.77,0.1
002768,2013-12-31,22.33,0.0236
002768,2014-06-30,10.63,-0.0099
002768,2014-09-30,15.14,-0.0305
002768,2014-12-31,21.68,0.0355
002768,2015-03-31,5.26,-0.2895
002768,2015-06-30,10.89,-0.1248
002768,2015-09-30,10.62,-0.2275
002768,2015-12-31,13.95,-0.1109
002768,2016-03-31,3.2,-0.248
002768,2016-06-30,6.88,-0.0499
002768,2016-09-30,10.78,-0.0628
002768,2016-12-31,17.04,-0.0105
002768,2017-03-31,4.0,-0.2839
002768,2017-06-30,8.99,-0.1656
002768,2017-09-30,15.23,-0.1105
002768,2017-12-31,22.23,0.0268
002768,2018-03-31,4.32,-0.2991
002768,2018-06-30,8.02,-0.1506
002768,2018-09-30,12.14,-0.1334
002768,2018-12-31,17.63,0.0029
002768,2019-03-31,3.85,-0.2768
002768,2019-06-30,7.99,-0.1706
002768,2019-09-30,11.77,-0.1167
002768,2019-12-31,18.01,0.0148
002768,2020-03-31,4.19,-0.0753
002768,2020-06-30,20.17,0.0985
002768,2020-09-30,24.56,0.072
002768,2020-12-31,26.74,0.0209
002768,2021-03-31,3.5,0.044
002768,2021-06-30,10.8,0.0548
002768,2021-09-30,14.93,0.0639
002768,2021-12-31,19.12,0.0541
002768,2022-03-31,3.35,0.0199
002768,2022-06-30,10.37,0.0508
002768,2022-09-30,14.4,0.0398
002768,2022-12-31,17.59,0.0268
002768,2023-03-31,2.49,0.0503
002768,2023-06-30,5.99,0.0578
002768,2023-09-30,8.93,0.0326
002768,2023-12-31,10.92,0.028
002768,2024-03-31,2.71,0.0378
002768,2024-06-30,5.96,0.0408
002768,2024-09-30,9.92,0.0286
002768,2024-12-31,14.35,0.0288
002768,2025-03-31,2.22,0.0422
002768,2025-06-30,6.73,0.0347
002768,2025-09-30,11.71,0.026
002768,2025-12-31,15.72,0.0267
002768,2026-03-31,4.16,0.0246
002769,2012-12-31,17.8,-0.0114
002769,2013-12-31,16.82,0.0114
002769,2014-06-30,11.85,0.095
002769,2014-09-30,,-0.09
002769,2014-12-31,29.1,0.0114
002769,2015-03-31,9.84,0.0294
002769,2015-06-30,17.35,-0.1789
002769,2015-09-30,20.81,-0.0981
002769,2015-12-31,24.32,0.0419
002769,2016-03-31,5.83,-0.0013
002769,2016-06-30,10.59,-0.0784
002769,2016-09-30,14.39,-0.0552
002769,2016-12-31,17.37,-0.1721
002769,2017-03-31,3.34,-0.4681
002769,2017-06-30,7.48,-0.1068
002769,2017-09-30,11.76,-0.1629
002769,2017-12-31,5.56,0.0683
002769,2018-03-31,3.21,-0.7095
002769,2018-06-30,5.71,-0.3917
002769,2018-09-30,7.64,-0.2242
002769,2018-12-31,7.81,-0.0888
002769,2019-03-31,2.23,-0.2684
002769,2019-06-30,3.69,-0.1257
002769,2019-09-30,4.49,-0.0739
002769,2019-12-31,4.63,-0.0435
002769,2020-03-31,1.33,-0.6256
002769,2020-06-30,2.4,-0.1315
002769,2020-09-30,2.93,-0.0347
002769,2020-12-31,4.76,0.0034
002769,2021-03-31,1.56,-0.558
002769,2021-06-30,2.3,-0.3404
002769,2021-09-30,2.05,-0.1319
002769,2021-12-31,2.51,-0.1574
002769,2022-03-31,0.81,1.083
002769,2022-06-30,0.69,0.6299
002769,2022-09-30,0.3,0.1591
002769,2022-12-31,-5.82,0.3288
002769,2023-03-31,-0.87,-0.9487
002769,2023-06-30,-3.38,-0.1983
002769,2023-09-30,-4.7,0.1937
002769,2023-12-31,-7.56,0.3925
002769,2024-03-31,-1.74,-1.5771
002769,2024-06-30,-4.12,-0.9494
002769,2024-09-30,-3.61,-0.4613
002769,2024-12-31,-7.02,-0.355
002769,2025-03-31,2.66,1.4175
002769,2025-06-30,2.87,0.4105
002769,2025-09-30,3.0,0.4522
002769,2025-12-31,2.82,0.9321
002769,2026-03-31,0.32,-0.0879
002767,2012-12-31,28.16,0.1929
002767,2013-12-31,26.69,0.1623
002767,2014-06-30,11.17,-0.0405
002767,2014-09-30,,0.0219
002767,2014-12-31,24.19,0.1559
002767,2015-03-31,3.8,-0.3048
002767,2015-06-30,8.12,-0.1717
002767,2015-09-30,10.03,-0.1079
002767,2015-12-31,11.81,0.1224
002767,2016-03-31,1.73,-0.4211
002767,2016-06-30,3.09,-0.1687
002767,2016-09-30,5.2,-0.0751
002767,2016-12-31,7.08,0.1404
002767,2017-03-31,1.09,-0.4353
002767,2017-06-30,2.44,-0.1239
002767,2017-09-30,4.28,-0.1342
002767,2017-12-31,6.73,0.0217
002767,2018-03-31,0.99,-0.4999
002767,2018-06-30,1.81,-0.3364
002767,2018-09-30,2.87,-0.1542
002767,2018-12-31,3.67,0.0439
002767,2019-03-31,0.51,-0.3018
002767,2019-06-30,1.33,-0.1122
002767,2019-09-30,2.4,-0.0835
002767,2019-12-31,3.79,0.0136
002767,2020-03-31,-0.39,-0.9253
002767,2020-06-30,0.96,-0.2886
002767,2020-09-30,2.15,-0.0621
002767,2020-12-31,2.81,0.0489
002767,2021-03-31,-0.24,-1.0789
002767,2021-06-30,0.24,-0.575
002767,2021-09-30,1.81,-0.3084
002767,2021-12-31,3.05,-0.0751
002767,2022-03-31,-0.1,-0.5018
002767,2022-06-30,0.58,-0.1883
002767,2022-09-30,2.99,-0.1672
002767,2022-12-31,4.25,-0.0346
002767,2023-03-31,0.28,-0.3513
002767,2023-06-30,2.24,-0.1513
002767,2023-09-30,3.13,-0.0304
002767,2023-12-31,0.95,0.1607
002767,2024-03-31,0.53,-0.2971
002767,2024-06-30,1.23,-0.1631
002767,2024-09-30,1.2,-0.0947
002767,2024-12-31,3.22,0.0755
002767,2025-03-31,0.34,-0.349
002767,2025-06-30,1.57,-0.13
002767,2025-09-30,2.48,-0.0067
002767,2025-12-31,3.28,0.1225
002767,2026-03-31,0.04,-0.7344
002771,2012-12-31,36.04,0.0526
002771,2013-12-31,27.85,0.0504
002771,2014-06-30,10.34,-0.2807
002771,2014-09-30,,-0.2217
002771,2014-12-31,18.59,0.1152
002771,2015-03-31,4.37,-0.6394
002771,2015-06-30,10.93,-0.2283
002771,2015-09-30,11.25,-0.2472
002771,2015-12-31,14.96,0.1185
002771,2016-03-31,2.2,-1.0525
002771,2016-06-30,5.8,-0.449
002771,2016-09-30,7.64,-0.3526
002771,2016-12-31,,0.0482
002771,2017-03-31,2.15,-0.8238
002771,2017-06-30,4.93,-0.3982
002771,2017-09-30,6.76,-0.328
002771,2017-12-31,11.23,0.075
002771,2018-03-31,1.04,-1.0665
002771,2018-06-30,3.04,-0.6306
002771,2018-09-30,4.3,-0.5487
002771,2018-12-31,6.42,-0.1625
002771,2019-03-31,0.23,-1.0928
002771,2019-06-30,1.52,-0.4961
002771,2019-09-30,2.37,-0.2237
002771,2019-12-31,4.71,0.0386
002771,2020-03-31,0.13,-0.9668
002771,2020-06-30,0.95,-0.5334
002771,2020-09-30,1.42,-0.2811
002771,2020-12-31,3.05,0.0713
002771,2021-03-31,-0.54,-0.8891
002771,2021-06-30,-0.01,-0.4848
002771,2021-09-30,0.21,-0.2744
002771,2021-12-31,1.87,0.0873
002771,2022-03-31,-0.83,-0.2434
002771,2022-06-30,0.18,-0.2753
002771,2022-09-30,-0.65,-0.2877
002771,2022-12-31,1.41,0.0574
002771,2023-03-31,-2.15,-1.4095
002771,2023-06-30,-4.38,-0.7094
002771,2023-09-30,-8.91,-0.5626
002771,2023-12-31,-6.99,-0.0088
002771,2024-03-31,1.0,-1.23
002771,2024-06-30,-1.94,-0.7916
002771,2024-09-30,-3.36,-0.3819
002771,2024-12-31,1.06,0.0863
002771,2025-03-31,-2.39,-1.9745
002771,2025-06-30,-5.52,-0.6836
002771,2025-09-30,-8.02,-0.4103
002771,2025-12-31,-9.97,0.0168
002771,2026-03-31,-2.21,-1.0867
002772,2012-12-31,22.78,0.4966
002772,2013-12-31,14.51,0.3525
002772,2014-06-30,8.18,0.4685
002772,2014-09-30,,0.4052
002772,2014-12-31,20.08,0.4441
002772,2015-03-31,8.98,0.4561
002772,2015-06-30,6.62,0.3711
002772,2015-09-30,10.0,0.3905
002772,2015-12-31,14.93,0.4368
002772,2016-03-31,8.04,0.5197
002772,2016-06-30,7.04,0.3513
002772,2016-09-30,8.95,0.3432
002772,2016-12-31,,0.3989
002772,2017-03-31,2.19,0.274
002772,2017-06-30,2.78,0.2332
002772,2017-09-30,4.54,0.2762
002772,2017-12-31,6.02,0.2803
002772,2018-03-31,3.29,0.3355
002772,2018-06-30,1.42,0.1525
002772,2018-09-30,3.96,0.2484
002772,2018-12-31,4.19,0.2502
002772,2019-03-31,2.53,0.4277
002772,2019-06-30,1.87,0.3477
002772,2019-09-30,1.49,0.2912
002772,2019-12-31,2.58,0.3107
002772,2020-03-31,2.85,0.3843
002772,2020-06-30,2.16,0.2809
002772,2020-09-30,4.6,0.1963
002772,2020-12-31,7.07,0.2625
002772,2021-03-31,1.58,0.2446
002772,2021-06-30,0.45,0.1542
002772,2021-09-30,-1.68,0.1429
002772,2021-12-31,1.9,-0.2658
002772,2022-03-31,0.43,0.2629
002772,2022-06-30,-0.62,0.1555
002772,2022-09-30,3.58,0.2379
002772,2022-12-31,4.93,0.2506
002772,2023-03-31,5.69,0.4201
002772,2023-06-30,5.64,0.3195
002772,2023-09-30,5.06,0.2667
002772,2023-12-31,4.84,0.2602
002772,2024-03-31,1.01,0.2053
002772,2024-06-30,0.86,0.1977
002772,2024-09-30,2.59,0.213
002772,2024-12-31,3.75,0.2555
002772,2025-03-31,1.45,0.2013
002772,2025-06-30,2.07,0.1658
002772,2025-09-30,6.11,0.1989
002772,2025-12-31,9.87,0.2364
002772,2026-03-31,4.53,0.2565
002773,2012-12-31,20.21,0.2117
002773,2013-12-31,25.74,0.2257
002773,2014-06-30,6.14,-0.1111
002773,2014-09-30,,0.0236
002773,2014-12-31,18.51,0.174
002773,2015-03-31,4.22,-0.3802
002773,2015-06-30,7.83,0.0368
002773,2015-09-30,13.28,0.1022
002773,2015-12-31,19.34,0.2323
002773,2016-03-31,4.0,-0.1179
002773,2016-06-30,6.92,0.1113
002773,2016-09-30,11.86,0.256
002773,2016-12-31,,0.3332
002773,2017-03-31,5.09,0.109
002773,2017-06-30,7.8,0.2275
002773,2017-09-30,13.54,0.2411
002773,2017-12-31,20.34,0.2752
002773,2018-03-31,5.65,0.0173
002773,2018-06-30,8.46,0.101
002773,2018-09-30,13.64,0.0941
002773,2018-12-31,18.42,0.1203
002773,2019-03-31,5.04,0.1063
002773,2019-06-30,8.06,0.1575
002773,2019-09-30,12.96,0.2231
002773,2019-12-31,16.66,0.2493
002773,2020-03-31,3.75,0.0546
002773,2020-06-30,6.91,0.1637
002773,2020-09-30,11.78,0.2654
002773,2020-12-31,-5.84,0.0829
002773,2021-03-31,3.35,0.2127
002773,2021-06-30,7.07,0.0677
002773,2021-09-30,10.81,0.1521
002773,2021-12-31,7.12,0.1371
002773,2022-03-31,4.76,0.3226
002773,2022-06-30,8.47,0.2512
002773,2022-09-30,11.74,0.3094
002773,2022-12-31,13.82,0.273
002773,2023-03-31,3.97,0.2121
002773,2023-06-30,7.33,0.2894
002773,2023-09-30,11.38,0.3354
002773,2023-12-31,14.22,0.3079
002773,2024-03-31,4.67,0.3715
002773,2024-06-30,8.55,0.3509
002773,2024-09-30,11.96,0.3677
002773,2024-12-31,14.53,0.3171
002773,2025-03-31,4.52,0.3613
002773,2025-06-30,8.17,0.3732
002773,2025-09-30,11.55,0.3886
002773,2025-12-31,13.02,0.3279
002773,2026-03-31,3.25,0.329
002774,2012-12-31,29.47,0.1419
002774,2013-12-31,27.68,0.2304
002774,2014-12-31,28.4,0.0658
002774,2015-12-31,17.06,0.0958
002774,2016-03-31,2.46,-0.1274
002774,2016-06-30,11.44,0.1604
002774,2016-09-30,,0.1422
002774,2016-12-31,23.44,0.0827
002774,2017-03-31,3.77,0.1397
002774,2017-06-30,4.75,0.0909
002774,2017-09-30,5.87,0.1082
002774,2017-12-31,8.87,0.113
002774,2018-03-31,0.97,-0.1974
002774,2018-06-30,1.29,-0.1303
002774,2018-09-30,2.79,-0.0543
002774,2018-12-31,6.98,-0.0635
002774,2019-03-31,-1.54,-0.5493
002774,2019-06-30,-0.6,-0.1268
002774,2019-09-30,0.1,-0.0563
002774,2019-12-31,1.94,0.0045
002774,2020-03-31,-1.71,-0.8617
002774,2020-06-30,0.15,-0.087
002774,2020-09-30,0.42,0.0494
002774,2020-12-31,2.88,0.107
002774,2021-03-31,-0.63,-0.105
002774,2021-06-30,20.86,0.0966
002774,2021-09-30,21.71,0.2264
002774,2021-12-31,22.89,0.3373
002774,2022-03-31,0.23,-1.0486
002774,2022-06-30,1.59,-0.3865
002774,2022-09-30,3.66,-0.1897
002774,2022-12-31,5.89,-0.0961
002774,2023-03-31,0.99,0.0174
002774,2023-06-30,4.57,0.099
002774,2023-09-30,7.9,0.1074
002774,2023-12-31,11.78,0.1172
002774,2024-03-31,2.28,-0.1766
002774,2024-06-30,4.69,0.0082
002774,2024-09-30,6.82,0.0297
002774,2024-12-31,10.55,0.029
002774,2025-03-31,0.88,-0.0933
002774,2025-06-30,2.65,0.0008
002774,2025-09-30,4.25,0.0613
002774,2025-12-31,5.87,0.082
002774,2026-03-31,-0.16,-0.1715
002775,2012-12-31,26.8,-0.109
002775,2013-12-31,23.69,-0.0631
002775,2014-06-30,7.02,-0.293
002775,2014-09-30,,-0.2565
002775,2014-12-31,18.12,-0.0738
002775,2015-03-31,1.28,-0.5671
002775,2015-06-30,5.2,-0.2013
002775,2015-09-30,8.44,-0.3731
002775,2015-12-31,11.8,-0.2618
002775,2016-03-31,0.67,-0.3407
002775,2016-06-30,5.43,0.0009
002775,2016-09-30,8.69,-0.0765
002775,2016-12-31,,0.0508
002775,2017-03-31,0.87,-0.7634
002775,2017-06-30,8.1,-0.062
002775,2017-09-30,14.25,-0.0838
002775,2017-12-31,18.25,-0.0502
002775,2018-03-31,1.05,-0.5716
002775,2018-06-30,7.07,-0.0926
002775,2018-09-30,9.42,-0.2235
002775,2018-12-31,11.64,0.0206
002775,2019-03-31,0.7,-0.0436
002775,2019-06-30,5.35,0.0738
002775,2019-09-30,7.75,0.0855
002775,2019-12-31,9.68,0.1457
002775,2020-03-31,-0.48,-0.7074
002775,2020-06-30,3.76,0.0386
002775,2020-09-30,5.39,-0.0839
002775,2020-12-31,6.29,0.0165
002775,2021-03-31,0.37,-0.418
002775,2021-06-30,2.59,-0.205
002775,2021-09-30,1.32,-0.3341
002775,2021-12-31,-111.55,-0.4634
002775,2022-03-31,0.33,-1.3252
002775,2022-06-30,-13.46,-0.958
002775,2022-09-30,-11.41,-0.7409
002775,2022-12-31,-101.91,-0.672
002775,2023-03-31,1.7,-0.2291
002775,2023-06-30,1.69,-0.1024
002775,2023-09-30,-6.83,-0.4563
002775,2023-12-31,-44.18,-0.394
002775,2024-03-31,-9.71,-1.231
002775,2024-06-30,2.83,-0.3757
002775,2024-09-30,1.93,-0.3662
002775,2024-12-31,-46.69,-0.5282
002775,2025-03-31,1.54,-2.7264
002775,2025-06-30,4.73,-0.6426
002775,2025-09-30,5.75,-0.5075
002775,2025-12-31,-267.99,-0.3795
002775,2026-03-31,-6.23,-0.8158
002777,2012-12-31,26.26,0.1896
002777,2013-12-31,25.65,0.2444
002777,2014-09-30,12.88,-0.161
002777,2014-12-31,22.69,0.2433
002777,2015-03-31,2.14,-0.9522
002777,2015-06-30,9.94,-0.0871
002777,2015-09-30,12.44,-0.0896
002777,2015-12-31,25.74,0.211
002777,2016-03-31,1.31,-0.6285
002777,2016-06-30,6.32,-0.3404
002777,2016-09-30,8.37,-0.2393
002777,2016-12-31,17.62,0.1489
002777,2017-03-31,1.49,-0.6287
002777,2017-06-30,7.36,-0.2088
002777,2017-09-30,9.89,-0.1848
002777,2017-12-31,18.81,0.2014
002777,2018-03-31,1.27,-0.7873
002777,2018-06-30,5.34,-0.2747
002777,2018-09-30,8.35,-0.0632
002777,2018-12-31,12.51,0.2554
002777,2019-03-31,1.37,-0.7362
002777,2019-06-30,6.1,-0.4388
002777,2019-09-30,8.12,-0.2489
002777,2019-12-31,15.0,0.1679
002777,2020-03-31,1.17,-1.1071
002777,2020-06-30,5.09,-0.314
002777,2020-09-30,7.67,-0.0104
002777,2020-12-31,15.54,0.18
002777,2021-03-31,1.19,-0.805
002777,2021-06-30,6.76,-0.0841
002777,2021-09-30,9.39,-0.0708
002777,2021-12-31,16.46,0.155
002777,2022-03-31,1.1,-1.0793
002777,2022-06-30,5.62,-0.4268
002777,2022-09-30,8.63,-0.3218
002777,2022-12-31,12.47,0.0293
002777,2023-03-31,1.08,-0.6635
002777,2023-06-30,5.42,-0.2187
002777,2023-09-30,7.22,-0.1235
002777,2023-12-31,10.52,0.1399
002777,2024-03-31,0.8,-0.5512
002777,2024-06-30,0.68,-0.2747
002777,2024-09-30,1.14,-0.0484
002777,2024-12-31,4.44,0.2205
002777,2025-03-31,0.89,-0.3669
002777,2025-06-30,1.8,-0.1609
002777,2025-09-30,2.58,0.0147
002777,2025-12-31,4.61,0.2116
002777,2026-03-31,0.69,-0.5011
002778,2012-12-31,16.44,0.031
002778,2013-12-31,9.85,0.0126
002778,2014-03-31,,-0.3282
002778,2014-09-30,8.21,-0.1021
002778,2014-12-31,10.03,0.0332
002778,2015-03-31,,-0.5002
002778,2015-06-30,4.74,-0.0279
002778,2015-09-30,7.85,-0.0639
002778,2015-12-31,9.2,0.0597
002778,2016-03-31,1.78,-0.4599
002778,2016-06-30,2.93,-0.1671
002778,2016-09-30,4.33,-0.0975
002778,2016-12-31,5.81,0.0568
002778,2017-03-31,1.34,-0.385
002778,2017-06-30,2.59,-0.1145
002778,2017-09-30,3.59,-0.141
002778,2017-12-31,5.02,0.0346
002778,2018-03-31,1.0,-0.4039
002778,2018-06-30,2.3,-0.0959
002778,2018-09-30,3.2,-0.072
002778,2018-12-31,2.89,-0.0041
002778,2019-03-31,0.75,-0.278
002778,2019-06-30,1.37,0.0345
002778,2019-09-30,2.08,0.0249
002778,2019-12-31,2.54,0.1094
002778,2020-03-31,-0.8,-0.1855
002778,2020-06-30,0.32,-0.0393
002778,2020-09-30,6.71,-0.0046
002778,2020-12-31,14.59,0.0632
002778,2021-03-31,3.29,0.408
002778,2021-06-30,8.86,0.1188
002778,2021-09-30,12.14,0.0983
002778,2021-12-31,16.33,0.0877
002778,2022-03-31,0.2,0.0903
002778,2022-06-30,-1.32,0.0698
002778,2022-09-30,-2.99,0.1208
002778,2022-12-31,-6.58,0.0737
002778,2023-03-31,0.23,-0.2319
002778,2023-06-30,-0.31,-0.2552
002778,2023-09-30,-3.8,-0.149
002778,2023-12-31,-30.9,-0.0617
002778,2024-03-31,-0.57,-0.1254
002778,2024-06-30,-4.11,-0.0504
002778,2024-09-30,-8.8,0.0135
002778,2024-12-31,-50.38,0.0065
002778,2025-03-31,19.14,1.6132
002778,2025-06-30,17.01,0.729
002778,2025-09-30,22.16,0.9346
002778,2025-12-31,25.45,1.0746
002778,2026-03-31,-1.75,-1.7319
002779,2012-12-31,24.36,0.1179
002779,2013-12-31,18.93,0.1166
002779,2014-03-31,3.25,0.0718
002779,2014-09-30,16.4,0.109
002779,2014-12-31,19.38,0.1087
002779,2015-03-31,3.23,0.1185
002779,2015-06-30,7.72,0.0761
002779,2015-09-30,11.97,0.116
002779,2015-12-31,14.05,0.0983
002779,2016-03-31,1.62,0.1859
002779,2016-06-30,3.62,-0.0298
002779,2016-09-30,5.67,0.0635
002779,2016-12-31,,0.054
002779,2017-03-31,1.34,-0.2011
002779,2017-06-30,2.82,0.0519
002779,2017-09-30,4.74,0.0474
002779,2017-12-31,3.8,0.0876
002779,2018-03-31,0.72,0.0373
002779,2018-06-30,0.93,0.0155
002779,2018-09-30,1.71,-0.0049
002779,2018-12-31,1.85,0.0483
002779,2019-03-31,0.14,-0.0004
002779,2019-06-30,1.25,0.0179
002779,2019-09-30,1.77,0.0604
002779,2019-12-31,1.21,0.042
002779,2020-03-31,-0.77,0.1132
002779,2020-06-30,-0.96,0.101
002779,2020-09-30,-0.85,0.0652
002779,2020-12-31,-3.83,0.101
002779,2021-03-31,-0.16,-0.219
002779,2021-06-30,0.61,-0.371
002779,2021-09-30,2.24,-0.1729
002779,2021-12-31,2.0,-0.1108
002779,2022-03-31,1.09,0.2889
002779,2022-06-30,2.74,0.1902
002779,2022-09-30,4.68,0.1799
002779,2022-12-31,4.26,0.1998
002779,2023-03-31,3.44,-0.1263
002779,2023-06-30,6.33,0.0139
002779,2023-09-30,7.3,0.0214
002779,2023-12-31,7.11,0.0159
002779,2024-03-31,4.35,0.2114
002779,2024-06-30,6.22,0.1375
002779,2024-09-30,5.59,0.0696
002779,2024-12-31,8.96,0.0062
002779,2025-03-31,5.53,0.0958
002779,2025-06-30,6.65,0.1466
002779,2025-09-30,3.0,0.0722
002779,2025-12-31,20.9,-0.0477
002779,2026-03-31,3.09,-0.0778
002780,2012-12-31,20.44,0.157
002780,2013-12-31,19.61,0.0117
002780,2014-12-31,14.44,0.0592
002780,2015-03-31,0.73,-0.3721
002780,2015-06-30,4.58,0.0645
002780,2015-09-30,,-0.1091
002780,2015-12-31,14.46,0.0348
002780,2016-03-31,0.16,-0.6381
002780,2016-06-30,1.82,-0.2174
002780,2016-09-30,2.45,-0.268
002780,2016-12-31,,-0.0026
002780,2017-03-31,-0.76,-0.5516
002780,2017-06-30,0.12,-0.2053
002780,2017-09-30,-1.85,-0.2448
002780,2017-12-31,-3.35,-0.0993
002780,2018-03-31,0.24,-0.1978
002780,2018-06-30,0.4,0.015
002780,2018-09-30,0.32,-0.0201
002780,2018-12-31,0.79,0.0473
002780,2019-03-31,0.16,-0.2428
002780,2019-06-30,0.26,-0.1044
002780,2019-09-30,0.17,-0.2535
002780,2019-12-31,-4.79,-0.1078
002780,2020-03-31,-2.32,-0.8429
002780,2020-06-30,-1.11,-0.0607
002780,2020-09-30,-1.52,-0.1737
002780,2020-12-31,-11.66,-0.0539
002780,2021-03-31,0.42,-0.0606
002780,2021-06-30,0.28,0.0302
002780,2021-09-30,-3.12,-0.0669
002780,2021-12-31,-4.79,0.0557
002780,2022-03-31,0.35,-0.1203
002780,2022-06-30,-2.33,-0.0776
002780,2022-09-30,-5.1,-0.1167
002780,2022-12-31,-4.96,-0.0812
002780,2023-03-31,1.27,0.022
002780,2023-06-30,1.73,0.0193
002780,2023-09-30,1.83,-0.0439
002780,2023-12-31,5.45,0.0639
002780,2024-03-31,0.06,-0.1296
002780,2024-06-30,1.18,-0.076
002780,2024-09-30,1.24,-0.1204
002780,2024-12-31,-3.17,0.0322
002780,2025-03-31,1.88,-0.0227
002780,2025-06-30,2.49,0.0259
002780,2025-09-30,3.13,-0.0183
002780,2025-12-31,7.62,0.0783
002780,2026-03-31,3.81,0.1482
002782,2012-06-30,10.87,0.0664
002782,2012-12-31,20.77,0.0979
002782,2013-12-31,14.23,0.0459
002782,2014-12-31,14.06,0.0968
002782,2015-03-31,2.26,-0.0768
002782,2015-06-30,5.58,0.0024
002782,2015-09-30,,0.0627
002782,2015-12-31,12.37,0.0701
002782,2016-03-31,2.35,0.1488
002782,2016-06-30,4.74,0.0513
002782,2016-09-30,7.88,0.0574
002782,2016-12-31,7.41,0.0523
002782,2017-03-31,1.85,0.0277
002782,2017-06-30,3.54,0.0058
002782,2017-09-30,4.96,0.0676
002782,2017-12-31,6.99,0.0878
002782,2018-03-31,2.14,-0.0556
002782,2018-06-30,6.45,-0.044
002782,2018-09-30,9.3,-0.0178
002782,2018-12-31,10.39,0.0247
002782,2019-03-31,1.41,0.1862
002782,2019-06-30,3.93,0.1149
002782,2019-09-30,9.22,0.1045
002782,2019-12-31,2.74,0.113
002782,2020-03-31,7.39,-0.0706
002782,2020-06-30,16.67,0.0345
