code,date,roe_weighted,ocf_to_revenue
000002,2012-03-31,2.6,0.1237
000002,2012-06-30,6.83,0.0918
000002,2012-09-30,9.28,-0.0757
000002,2012-12-31,21.45,0.0361
000002,2013-03-31,2.49,-0.1702
000002,2013-06-30,6.91,-0.2366
000002,2013-09-30,9.31,-0.1902
000002,2013-12-31,21.54,0.0142
000002,2014-03-31,1.97,-0.5874
000002,2014-06-30,6.13,0.0838
000002,2014-09-30,8.28,0.2725
000002,2014-12-31,19.17,0.285
000002,2015-03-31,0.73,-1.7252
000002,2015-06-30,5.41,-0.1354
000002,2015-09-30,7.69,-0.0588
000002,2015-12-31,19.14,0.0821
000002,2016-03-31,0.83,-0.7341
000002,2016-06-30,5.2,0.3449
000002,2016-09-30,8.13,0.3672
000002,2016-12-31,19.68,0.1645
000002,2017-03-31,0.61,-0.5123
000002,2017-06-30,6.22,0.313
000002,2017-09-30,9.53,0.1427
000002,2017-12-31,22.8,0.3389
000002,2018-03-31,0.66,-0.9003
000002,2018-06-30,6.51,-0.0402
000002,2018-09-30,10.04,-0.1462
000002,2018-12-31,23.24,0.1129
000002,2019-03-31,0.72,-0.5522
000002,2019-06-30,7.26,0.0635
000002,2019-09-30,11.16,0.0077
000002,2019-12-31,22.47,0.1242
000002,2020-03-31,0.66,-0.0618
000002,2020-06-30,6.44,0.1545
000002,2020-09-30,10.13,0.1382
000002,2020-12-31,20.13,0.1269
000002,2021-03-31,0.57,0.2711
000002,2021-06-30,4.79,0.0406
000002,2021-09-30,7.31,0.0045
000002,2021-12-31,9.78,0.0091
000002,2022-03-31,0.6,-0.2116
000002,2022-06-30,5.06,0.0401
000002,2022-09-30,7.12,-0.0124
000002,2022-12-31,9.48,0.0055
000002,2023-03-31,0.6,0.1022
000002,2023-06-30,3.94,0.0093
000002,2023-09-30,5.45,0.0008
000002,2023-12-31,4.91,0.0084
000002,2024-03-31,-0.14,-0.153
000002,2024-06-30,-4.001,-0.0363
000002,2024-09-30,-7.4,-0.022
000002,2024-12-31,-21.82,0.0111
000002,2025-03-31,-3.13,-0.1525
000002,2025-06-30,-6.07,-0.0289
000002,2025-09-30,-14.81,-0.0365
000002,2025-12-31,-55.42,-0.0042
000002,2026-03-31,-5.23,-0.0748
000001,2012-03-31,4.57,
000001,2012-06-30,8.82,
000001,2012-09-30,13.05,
000001,2012-12-31,16.78,
000001,2013-03-31,4.14,
000001,2013-06-30,8.52,
000001,2013-09-30,12.96,
000001,2013-12-31,16.57,
000001,2014-03-31,4.41,
000001,2014-06-30,8.62,
000001,2014-09-30,13.16,
000001,2014-12-31,16.35,
000001,2015-03-31,4.21,
000001,2015-06-30,8.41,
000001,2015-09-30,12.39,
000001,2015-12-31,14.94,
000001,2016-03-31,3.7,
000001,2016-06-30,7.35,
000001,2016-09-30,,
000001,2016-12-31,,
000001,2017-03-31,2.89,
000001,2017-06-30,6.21,
000001,2017-09-30,9.6,
000001,2017-12-31,11.62,
000001,2018-03-31,2.79,
000001,2018-06-30,6.13,
000001,2018-09-30,9.48,
000001,2018-12-31,11.49,
000001,2019-03-31,2.91,
000001,2019-06-30,6.32,
000001,2019-09-30,9.71,
000001,2019-12-31,11.3,
000001,2020-03-31,2.77,
000001,2020-06-30,4.59,
000001,2020-09-30,7.63,
000001,2020-12-31,9.58,
000001,2021-03-31,2.72,
000001,2021-06-30,5.17,
000001,2021-09-30,8.86,
000001,2021-12-31,10.85,
000001,2022-03-31,3.27,
000001,2022-06-30,5.97,
000001,2022-09-30,10.15,
000001,2022-12-31,12.36,
000001,2023-03-31,3.39,
000001,2023-06-30,6.22,
000001,2023-09-30,9.88,
000001,2023-12-31,11.38,
000001,2024-03-31,3.15,
000001,2024-06-30,5.79,
000001,2024-09-30,9.1,
000001,2024-12-31,10.08,
000001,2025-03-31,2.8,
000001,2025-06-30,5.25,
000001,2025-09-30,8.28,
000001,2025-12-31,9.15,
000001,2026-03-31,2.83,
000007,2012-03-31,0.18,-1.7163
000007,2012-06-30,2.26,-0.6653
000007,2012-09-30,3.81,0.4914
000007,2012-12-31,3.08,-0.7977
000007,2013-03-31,-3.21,0.147
000007,2013-06-30,0.33,1.0062
000007,2013-09-30,12.84,-0.003
000007,2013-12-31,7.42,0.8998
000007,2014-03-31,-2.29,-2.8083
000007,2014-06-30,-1.14,0.3948
000007,2014-09-30,-1.95,-0.3456
000007,2014-12-31,-8.61,0.0636
000007,2015-03-31,-1.38,-0.5943
000007,2015-06-30,-2.12,1.0872
000007,2015-09-30,-3.35,0.5485
000007,2015-12-31,3.87,2.3985
000007,2016-03-31,2.05,-0.8426
000007,2016-06-30,-7.49,-0.4786
000007,2016-09-30,1.77,-1.129
000007,2016-12-31,,-0.6216
000007,2017-03-31,0.07,-2.2147
000007,2017-06-30,5.52,-0.1446
000007,2017-09-30,2.75,-0.1916
000007,2017-12-31,4.3448,0.0572
000007,2018-03-31,-2.02,-0.414
000007,2018-06-30,-2.9,-0.2569
000007,2018-09-30,-2.26,-0.1907
000007,2018-12-31,-67.94,-0.162
000007,2019-03-31,4.55,1.5226
000007,2019-06-30,-2.18,0.736
000007,2019-09-30,-5.0,-0.6929
000007,2019-12-31,11.04,-0.7567
000007,2020-03-31,-11.55,-1.4441
000007,2020-06-30,-15.33,-0.409
000007,2020-09-30,-24.39,-0.2506
000007,2020-12-31,-83.1095,-0.0744
000007,2021-03-31,-2.02,0.4432
000007,2021-06-30,-3.61,-0.09
000007,2021-09-30,-3.65,-0.0835
000007,2021-12-31,48.22,-0.2405
000007,2022-03-31,-4.48,-0.1083
000007,2022-06-30,-10.37,0.7324
000007,2022-09-30,-9.22,0.4957
000007,2022-12-31,-5.43,0.7102
000007,2023-03-31,-0.26,0.8035
000007,2023-06-30,12.57,0.8546
000007,2023-09-30,11.31,0.7986
000007,2023-12-31,33.17,0.8809
000007,2024-03-31,0.51,0.612
000007,2024-06-30,2.43,0.5739
000007,2024-09-30,2.49,0.1335
000007,2024-12-31,36.7,0.6506
000007,2025-03-31,0.98,0.9764
000007,2025-06-30,1.87,0.9028
000007,2025-09-30,1.89,0.9462
000007,2025-12-31,1.07,0.9108
000007,2026-03-31,-1.2,0.6721
000004,2012-03-31,0.01,-0.083
000004,2012-06-30,-1.05,-0.1395
000004,2012-09-30,-0.56,-0.0702
000004,2012-12-31,1.4384,0.1804
000004,2013-03-31,0.54,-0.272
000004,2013-06-30,0.07,-0.2989
000004,2013-09-30,1.14,-0.5082
000004,2013-12-31,-1.34,-0.2891
000004,2014-03-31,-4.06,-0.8834
000004,2014-06-30,-6.35,-0.2811
000004,2014-09-30,-7.56,-0.0737
000004,2014-12-31,4.85,-0.0687
000004,2015-03-31,-2.34,-0.5654
000004,2015-06-30,1.5,-0.1093
000004,2015-09-30,2.92,-0.0652
000004,2015-12-31,1.54,0.0769
000004,2016-03-31,-2.98,0.0851
000004,2016-06-30,3.6,1.0284
000004,2016-09-30,19.25,0.6174
000004,2016-12-31,,0.5142
000004,2017-03-31,-0.98,-0.9188
000004,2017-06-30,-3.18,-0.1994
000004,2017-09-30,-4.6,0.0622
000004,2017-12-31,6.85,0.1042
000004,2018-03-31,1.58,0.1174
000004,2018-06-30,1.52,0.029
000004,2018-09-30,-2.02,-0.0095
000004,2018-12-31,-17.0,-0.1453
000004,2019-03-31,4.78,0.0371
000004,2019-06-30,-1.77,0.0012
000004,2019-09-30,-9.53,-0.0912
000004,2019-12-31,2.8,-0.1466
000004,2020-03-31,0.27,-1.6317
000004,2020-06-30,0.18,-0.6683
000004,2020-09-30,4.04,-0.3644
000004,2020-12-31,4.54,0.0142
000004,2021-03-31,0.29,-1.102
000004,2021-06-30,0.42,-0.3794
000004,2021-09-30,2.29,-0.3251
000004,2021-12-31,-42.35,0.0107
000004,2022-03-31,-1.39,-2.5226
000004,2022-06-30,-3.8,-1.4826
000004,2022-09-30,-6.17,-0.4592
000004,2022-12-31,-91.55,-0.1985
000004,2023-03-31,-2.13,-1.4081
000004,2023-06-30,-8.25,-1.2723
000004,2023-09-30,-10.51,-0.4891
000004,2023-12-31,-57.28,-0.3276
000004,2024-03-31,-5.65,-0.3163
000004,2024-06-30,-10.21,-0.4884
000004,2024-09-30,-20.17,-0.3138
000004,2024-12-31,-101.33,-0.169
000004,2025-03-31,-20.99,-1.4154
000004,2025-06-30,-14.16,-1.032
000004,2025-09-30,-53.65,-0.2424
000004,2025-12-31,9.64,0.1706
000004,2026-03-31,-7.05,-1.6837
000006,2012-03-31,2.77,0.1993
000006,2012-06-30,8.9,0.4725
000006,2012-09-30,11.44,0.7574
000006,2012-12-31,19.71,0.7092
000006,2013-03-31,1.76,0.5858
000006,2013-06-30,7.45,0.0982
000006,2013-09-30,9.9,-0.5527
000006,2013-12-31,18.44,-0.1931
000006,2014-03-31,0.75,-0.3466
000006,2014-06-30,1.2,-0.2934
000006,2014-09-30,5.81,-1.4484
000006,2014-12-31,12.17,-0.4715
000006,2015-03-31,4.76,-0.5322
000006,2015-06-30,6.05,-0.3118
000006,2015-09-30,6.56,-0.3867
000006,2015-12-31,9.77,-0.0831
000006,2016-03-31,1.11,1.371
000006,2016-06-30,2.3,1.2622
000006,2016-09-30,2.6,1.3239
000006,2016-12-31,,0.5086
000006,2017-03-31,2.05,0.0279
000006,2017-06-30,4.87,0.4276
000006,2017-09-30,6.66,0.4651
000006,2017-12-31,15.24,0.2389
000006,2018-03-31,5.01,-0.3088
000006,2018-06-30,7.2,-0.0201
000006,2018-09-30,8.77,0.4283
000006,2018-12-31,14.86,0.6396
000006,2019-03-31,1.77,-0.4052
000006,2019-06-30,3.3,0.709
000006,2019-09-30,7.13,0.2417
000006,2019-12-31,12.39,-0.0521
000006,2020-03-31,1.88,-0.3802
000006,2020-06-30,3.18,-0.1955
000006,2020-09-30,7.39,-0.0275
000006,2020-12-31,12.26,-0.0571
000006,2021-03-31,3.59,0.3371
000006,2021-06-30,5.13,-2.4009
000006,2021-09-30,7.15,-1.6004
000006,2021-12-31,7.22,-1.2545
000006,2022-03-31,0.58,-0.348
000006,2022-06-30,2.87,0.179
000006,2022-09-30,2.61,0.8514
000006,2022-12-31,5.4,0.6258
000006,2023-03-31,-0.15,-2.4325
000006,2023-06-30,0.11,-0.7766
000006,2023-09-30,-0.02,-0.0375
000006,2023-12-31,-10.79,0.0259
000006,2024-03-31,-0.38,-1.2606
000006,2024-06-30,-5.09,-0.0105
000006,2024-09-30,-7.8,0.0224
000006,2024-12-31,-25.35,0.1838
000006,2025-03-31,-0.48,0.001
000006,2025-06-30,-1.32,0.3863
000006,2025-09-30,-0.13,0.2274
000006,2025-12-31,-0.79,0.0722
000006,2026-03-31,0.14,0.3299
000008,2012-03-31,-0.04,1.0549
000008,2012-06-30,0.07,0.3486
000008,2012-09-30,0.12,-0.2558
000008,2012-12-31,7.35,0.2614
000008,2013-03-31,0.73,0.0911
000008,2013-06-30,1.93,0.164
000008,2013-09-30,3.05,0.1874
000008,2013-12-31,4.12,0.2193
000008,2014-03-31,0.84,0.1257
000008,2014-06-30,1.52,0.1649
000008,2014-09-30,1.72,0.203
000008,2014-12-31,1.37,0.2236
000008,2015-03-31,2.72,-0.0872
000008,2015-06-30,2.93,-0.2004
000008,2015-09-30,3.68,-0.119
000008,2015-12-31,7.598,-0.056
000008,2016-03-31,0.24,0.121
000008,2016-06-30,1.25,-0.0846
000008,2016-09-30,2.99,-0.0987
000008,2016-12-31,9.373,-0.0299
000008,2017-03-31,0.12,-0.9137
000008,2017-06-30,0.65,-0.42
000008,2017-09-30,1.64,-0.2996
000008,2017-12-31,13.328,-0.0227
000008,2018-03-31,0.15,-1.9865
000008,2018-06-30,0.86,-1.2134
000008,2018-09-30,1.72,-0.6924
000008,2018-12-31,4.53,-0.2303
000008,2019-03-31,0.16,-0.4802
000008,2019-06-30,0.76,-0.2455
000008,2019-09-30,1.74,-0.1226
000008,2019-12-31,5.85,0.0017
000008,2020-03-31,-1.46,-2.6013
000008,2020-06-30,-4.08,-0.9096
000008,2020-09-30,-3.68,0.059
000008,2020-12-31,-12.78,0.2712
000008,2021-03-31,-1.35,-0.9692
000008,2021-06-30,-2.38,-0.4329
000008,2021-09-30,-1.74,-0.0824
000008,2021-12-31,-30.97,0.2071
000008,2022-03-31,-1.11,0.29
000008,2022-06-30,-1.52,0.4111
000008,2022-09-30,-3.34,0.3608
000008,2022-12-31,-17.66,0.3234
000008,2023-03-31,-1.35,-0.2419
000008,2023-06-30,-1.93,-0.1827
000008,2023-09-30,-3.38,-0.1407
000008,2023-12-31,-20.89,0.0124
000008,2024-03-31,-1.54,-0.7579
000008,2024-06-30,-5.04,-0.3457
000008,2024-09-30,-6.07,-0.1128
000008,2024-12-31,-16.57,0.1753
000008,2025-03-31,-1.48,-0.2398
000008,2025-06-30,-3.18,-0.1126
000008,2025-09-30,-2.93,-0.0355
000008,2025-12-31,-32.01,0.0834
000008,2026-03-31,-1.4,-0.2753
000010,2012-03-31,-3.92,-0.2443
000010,2012-06-30,-4.57,-0.1172
000010,2012-09-30,-11.46,-0.0579
000010,2012-12-31,2.05,-0.0117
000010,2013-03-31,-9.52,-0.1926
000010,2013-06-30,1.98,-0.0242
000010,2013-09-30,2.29,0.0021
000010,2013-12-31,0.82,0.0117
000010,2014-03-31,-0.92,-0.7107
000010,2014-06-30,-1.04,-0.4084
000010,2014-09-30,-2.25,-0.6024
000010,2014-12-31,-13.52,-0.5241
000010,2015-03-31,-0.39,-0.6458
000010,2015-06-30,0.29,-0.5411
000010,2015-09-30,0.5,-0.586
000010,2015-12-31,4.05,-0.4053
000010,2016-03-31,-1.51,-0.2484
000010,2016-06-30,1.2,-0.3223
000010,2016-09-30,1.0,-0.2639
000010,2016-12-31,1.81,-0.0769
000010,2017-03-31,-1.16,7.4521
000010,2017-06-30,-2.08,2.1928
000010,2017-09-30,0.57,0.9116
000010,2017-12-31,-63.0,0.7444
000010,2018-03-31,-4.12,-1.0288
000010,2018-06-30,-7.64,-0.5087
000010,2018-09-30,-18.12,-0.3772
000010,2018-12-31,-92.76,-0.6903
000010,2019-03-31,0.41,-0.305
000010,2019-06-30,2.41,-0.2301
000010,2019-09-30,9.9,-0.0879
000010,2019-12-31,10.49,0.0159
000010,2020-03-31,-2.67,-2.4972
000010,2020-06-30,1.96,-0.1607
000010,2020-09-30,5.66,-0.4767
000010,2020-12-31,8.51,-0.2561
000010,2021-03-31,0.15,-0.1787
000010,2021-06-30,1.61,-0.3251
000010,2021-09-30,4.31,-0.1887
000010,2021-12-31,4.17,-0.0315
000010,2022-03-31,0.26,0.3849
000010,2022-06-30,1.8,-1.3134
000010,2022-09-30,-0.43,-1.1642
000010,2022-12-31,-87.61,-0.9937
000010,2023-03-31,-4.05,0.0449
000010,2023-06-30,-17.81,-0.0293
000010,2023-09-30,-25.82,-0.0541
000010,2023-12-31,-106.02,-0.5616
000010,2024-03-31,-11.06,-0.2702
000010,2024-06-30,-52.3,-0.1592
000010,2024-09-30,-27.05,-0.0467
000010,2024-12-31,6.63,0.0819
000010,2025-03-31,-1.94,-0.8053
000010,2025-06-30,-16.01,-0.3101
000010,2025-09-30,-9.94,-0.097
000010,2025-12-31,-12.15,-0.0127
000010,2026-03-31,9.64,-0.3902
000009,2012-03-31,1.23,-0.1528
000009,2012-06-30,1.91,0.0556
000009,2012-09-30,2.12,0.1
000009,2012-12-31,5.88,0.0871
000009,2013-03-31,1.27,-0.0806
000009,2013-06-30,1.04,-0.0536
000009,2013-09-30,,-0.1323
000009,2013-12-31,9.37,0.0194
000009,2014-03-31,2.31,0.1688
000009,2014-06-30,7.03,-0.0491
000009,2014-09-30,7.9,0.0036
000009,2014-12-31,9.19,0.1101
000009,2015-03-31,1.91,-0.1212
000009,2015-06-30,3.38,-0.0402
000009,2015-09-30,17.55,-0.1217
000009,2015-12-31,19.7,0.0026
000009,2016-03-31,0.67,0.061
000009,2016-06-30,1.61,0.0075
000009,2016-09-30,4.67,0.0061
000009,2016-12-31,,-0.0019
000009,2017-03-31,0.75,0.0495
000009,2017-06-30,1.77,0.0062
000009,2017-09-30,3.96,0.0099
000009,2017-12-31,2.88,0.0557
000009,2018-03-31,0.35,0.0499
000009,2018-06-30,2.28,0.1065
000009,2018-09-30,1.95,0.3093
000009,2018-12-31,4.18,0.2324
000009,2019-03-31,1.25,0.1545
000009,2019-06-30,2.62,0.1215
000009,2019-09-30,3.77,0.1589
000009,2019-12-31,5.54,0.112
000009,2020-03-31,0.72,0.0712
000009,2020-06-30,2.41,0.0629
000009,2020-09-30,8.48,0.1052
000009,2020-12-31,10.71,0.0618
000009,2021-03-31,2.72,0.0649
000009,2021-06-30,9.39,0.0206
000009,2021-09-30,12.16,-0.0069
000009,2021-12-31,13.9,-0.0159
000009,2022-03-31,2.04,-0.0834
000009,2022-06-30,5.14,-0.0161
000009,2022-09-30,6.9,-0.0101
000009,2022-12-31,13.49,0.0091
000009,2023-03-31,2.58,0.2099
000009,2023-06-30,5.23,0.189
000009,2023-09-30,7.15,0.1601
000009,2023-12-31,7.91,0.1942
000009,2024-03-31,0.71,0.1891
000009,2024-06-30,1.94,0.0268
000009,2024-09-30,3.83,0.0382
000009,2024-12-31,1.73,0.0822
000009,2025-03-31,1.69,-0.1043
000009,2025-06-30,2.43,0.0017
000009,2025-09-30,2.82,0.0149
000009,2025-12-31,2.04,0.0504
000009,2026-03-31,0.17,-0.0343
000012,2012-03-31,1.74,0.1689
000012,2012-06-30,3.56,0.2535
000012,2012-09-30,5.83,0.2613
000012,2012-12-31,4.04,0.2467
000012,2013-03-31,1.57,0.1988
000012,2013-06-30,5.1,0.2
000012,2013-09-30,9.02,0.1942
000012,2013-12-31,20.52,0.2197
000012,2014-03-31,1.5,0.0608
000012,2014-06-30,7.38,0.1781
000012,2014-09-30,9.05,0.186
000012,2014-12-31,10.61,0.1996
000012,2015-03-31,0.98,0.0245
000012,2015-06-30,2.47,0.1061
000012,2015-09-30,4.87,0.1267
000012,2015-12-31,7.7,0.1471
000012,2016-03-31,2.57,0.1641
000012,2016-06-30,5.99,0.2476
000012,2016-09-30,8.99,0.2441
000012,2016-12-31,,0.2497
000012,2017-03-31,2.15,0.1908
000012,2017-06-30,4.94,0.2063
000012,2017-09-30,8.74,0.2295
000012,2017-12-31,10.15,0.2264
000012,2018-03-31,1.86,0.0229
000012,2018-06-30,4.09,0.1397
000012,2018-09-30,5.39,0.1731
000012,2018-12-31,5.16,0.2008
000012,2019-03-31,1.44,0.0613
000012,2019-06-30,4.09,0.1571
000012,2019-09-30,5.84,0.1969
000012,2019-12-31,5.77,0.2272
000012,2020-03-31,1.16,-0.0064
000012,2020-06-30,4.08,0.1762
000012,2020-09-30,7.39,0.224
000012,2020-12-31,7.91,0.2559
000012,2021-03-31,5.46,0.1135
000012,2021-06-30,12.6,0.2567
000012,2021-09-30,13.96,0.2572
000012,2021-12-31,14.13,0.2863
000012,2022-03-31,3.3,0.0366
000012,2022-06-30,8.61,0.1385
000012,2022-09-30,13.81,0.1498
000012,2022-12-31,16.78,0.1288
000012,2023-03-31,3.04,-0.0699
000012,2023-06-30,6.69,0.0618
000012,2023-09-30,10.98,0.1205
000012,2023-12-31,12.3,0.1517
000012,2024-03-31,2.29,0.0457
000012,2024-06-30,5.08,0.1229
000012,2024-09-30,5.59,0.1143
000012,2024-12-31,1.93,0.1137
000012,2025-03-31,0.12,0.0226
000012,2025-06-30,0.55,0.0593
000012,2025-09-30,1.12,0.0799
000012,2025-12-31,0.92,0.0836
000012,2026-03-31,-0.75,0.0131
000011,2012-03-31,0.48,2.0272
000011,2012-06-30,8.31,0.5396
000011,2012-09-30,14.29,0.5646
000011,2012-12-31,28.43,0.4329
000011,2013-03-31,14.58,0.1076
000011,2013-06-30,21.06,0.0939
000011,2013-09-30,21.2,0.0519
000011,2013-12-31,18.19,0.0682
000011,2014-03-31,1.53,-0.1722
000011,2014-06-30,6.19,-0.3787
000011,2014-09-30,17.17,-0.1175
000011,2014-12-31,21.82,-0.0115
000011,2015-03-31,0.02,-0.9583
000011,2015-06-30,1.52,-0.6551
000011,2015-09-30,2.3,-0.0622
000011,2015-12-31,7.59,0.2875
000011,2016-03-31,0.03,4.4755
000011,2016-06-30,-0.25,4.0565
000011,2016-09-30,-0.35,3.9664
000011,2016-12-31,15.79,1.0936
000011,2017-03-31,11.77,-0.2436
000011,2017-06-30,14.25,-0.38
000011,2017-09-30,21.84,-0.1337
000011,2017-12-31,26.64,-0.1192
000011,2018-03-31,1.81,-0.1776
000011,2018-06-30,2.8,-0.2734
000011,2018-09-30,4.92,0.0417
000011,2018-12-31,18.94,0.4031
000011,2019-03-31,2.32,-0.1672
000011,2019-06-30,3.09,-0.6089
000011,2019-09-30,3.13,0.5332
000011,2019-12-31,20.46,0.2372
000011,2020-03-31,4.72,-0.7072
000011,2020-06-30,6.66,-1.1422
000011,2020-09-30,5.72,-0.2582
000011,2020-12-31,23.47,0.0939
000011,2021-03-31,5.59,0.0934
000011,2021-06-30,16.98,0.4477
000011,2021-09-30,19.47,-0.1707
000011,2021-12-31,24.69,-0.4037
000011,2022-03-31,5.61,-0.6071
000011,2022-06-30,5.4,-0.1992
000011,2022-09-30,10.35,-0.0128
000011,2022-12-31,12.37,0.0284
000011,2023-03-31,0.3,-1.0187
000011,2023-06-30,4.92,-0.3044
000011,2023-09-30,5.22,-0.3871
000011,2023-12-31,10.26,-0.0891
000011,2024-03-31,0.01,-1.5934
000011,2024-06-30,0.2,-0.8608
000011,2024-09-30,0.08,-1.3302
000011,2024-12-31,-28.0,-0.5208
000011,2025-03-31,0.15,-0.5499
000011,2025-06-30,0.43,-0.0985
000011,2025-09-30,0.95,-1.3843
000011,2025-12-31,1.0,-0.8753
000011,2026-03-31,-0.81,-0.4916
000017,2012-03-31,,-0.0279
000017,2012-06-30,,-0.0221
000017,2012-09-30,,0.0214
000017,2012-12-31,3.09,-0.024
000017,2013-03-31,,-0.4565
000017,2013-06-30,0.0,-0.196
000017,2013-09-30,,-0.0612
000017,2013-12-31,0.0,-0.1041
000017,2014-03-31,4.93,0.0947
000017,2014-06-30,23.61,0.0321
000017,2014-09-30,38.92,0.0197
000017,2014-12-31,51.72,0.0185
000017,2015-03-31,2.26,-0.126
000017,2015-06-30,3.44,-0.0734
000017,2015-09-30,4.42,-0.0006
000017,2015-12-31,-1.17,-0.0177
000017,2016-03-31,1.24,-0.1015
000017,2016-06-30,3.74,-0.0722
000017,2016-09-30,16.25,-0.0476
000017,2016-12-31,,0.0045
000017,2017-03-31,1.47,-0.0617
000017,2017-06-30,-12.51,-0.18
000017,2017-09-30,-9.96,-0.0664
000017,2017-12-31,10.11,-0.025
000017,2018-03-31,1.45,0.0337
000017,2018-06-30,3.43,-0.0496
000017,2018-09-30,6.6,0.0012
000017,2018-12-31,-10.54,-0.0791
000017,2019-03-31,-2.6,-0.2781
000017,2019-06-30,-5.74,-0.2326
000017,2019-09-30,1.67,-0.1164
000017,2019-12-31,-53.69,-0.1814
000017,2020-03-31,-8.67,0.0619
000017,2020-06-30,32.84,0.0317
000017,2020-09-30,53.98,0.0388
000017,2020-12-31,42.01,0.0334
000017,2021-03-31,-1.96,0.0604
000017,2021-06-30,11.78,-0.0452
000017,2021-09-30,16.35,-0.07
000017,2021-12-31,-20.04,0.0949
000017,2022-03-31,-10.68,-0.1777
000017,2022-06-30,-18.14,-0.087
000017,2022-09-30,12.72,-0.1019
000017,2022-12-31,-14.3,-0.5878
000017,2023-03-31,0.98,-0.0498
000017,2023-06-30,1.66,-0.1207
000017,2023-09-30,1.76,-0.1147
000017,2023-12-31,6.22,0.0527
000017,2024-03-31,1.04,-0.2594
000017,2024-06-30,1.83,-0.2404
000017,2024-09-30,2.38,-0.2111
000017,2024-12-31,5.31,-0.0296
000017,2025-03-31,1.7,-0.2799
000017,2025-06-30,5.26,-0.1203
000017,2025-09-30,8.62,-0.0952
000017,2025-12-31,11.3,-0.0265
000017,2026-03-31,1.58,-0.3256
000014,2012-03-31,-0.45,-1.0697
000014,2012-06-30,-1.94,-0.6825
000014,2012-09-30,-3.19,-0.7418
000014,2012-12-31,4.89,0.2193
000014,2013-03-31,-0.28,-0.2476
000014,2013-06-30,-1.21,-0.0376
000014,2013-09-30,,0.2171
000014,2013-12-31,4.83,0.1316
000014,2014-03-31,4.65,-0.3961
000014,2014-06-30,4.03,-0.7946
000014,2014-09-30,2.17,-0.9713
000014,2014-12-31,9.55,-0.629
000014,2015-03-31,0.05,-2.346
000014,2015-06-30,2.18,-0.1421
000014,2015-09-30,-0.14,-0.0376
000014,2015-12-31,7.68,0.0965
000014,2016-03-31,-0.68,0.4574
000014,2016-06-30,-1.48,0.8076
000014,2016-09-30,-2.39,0.9687
000014,2016-12-31,,0.7158
000014,2017-03-31,-0.42,1.9789
000014,2017-06-30,0.54,1.0158
000014,2017-09-30,0.56,0.8541
000014,2017-12-31,1.03,0.817
000014,2018-03-31,0.42,1.1287
000014,2018-06-30,0.42,1.0799
000014,2018-09-30,0.31,0.4661
000014,2018-12-31,17.97,-0.33
000014,2019-03-31,-0.77,8.2256
000014,2019-06-30,-0.43,0.7158
000014,2019-09-30,-1.32,0.7805
000014,2019-12-31,2.37,0.0741
000014,2020-03-31,0.81,-0.2904
000014,2020-06-30,2.61,-0.2026
000014,2020-09-30,1.54,0.5155
000014,2020-12-31,0.49,0.7475
000014,2021-03-31,-0.99,-3.0864
000014,2021-06-30,-2.43,-1.2421
000014,2021-09-30,-3.55,-2.4697
000014,2021-12-31,3.89,-0.1129
000014,2022-03-31,1.68,0.0155
000014,2022-06-30,4.64,-0.1666
000014,2022-09-30,18.21,0.1392
000014,2022-12-31,23.74,0.4616
000014,2023-03-31,12.95,1.0415
000014,2023-06-30,32.01,0.3678
000014,2023-09-30,35.33,0.2302
000014,2023-12-31,36.93,0.3455
000014,2024-03-31,2.76,-0.144
000014,2024-06-30,3.26,-0.2346
000014,2024-09-30,2.81,-0.3156
000014,2024-12-31,1.0,-0.396
000014,2025-03-31,-0.59,-2.8444
000014,2025-06-30,-1.17,3.9673
000014,2025-09-30,-2.0,2.7573
000014,2025-12-31,-9.71,0.2443
000014,2026-03-31,-0.51,0.0117
000019,2012-03-31,-0.41,0.0904
000019,2012-06-30,9.51,0.0286
000019,2012-09-30,9.18,-0.0609
000019,2012-12-31,8.04,-0.1558
000019,2013-03-31,0.11,-0.0866
000019,2013-06-30,-0.62,-0.0516
000019,2013-09-30,5.47,-0.0659
000019,2013-12-31,4.52,-0.0272
000019,2014-03-31,-0.64,0.0988
000019,2014-06-30,-2.47,0.142
000019,2014-09-30,-3.6,-0.3266
000019,2014-12-31,1.38,0.0691
000019,2015-03-31,-0.99,0.4064
000019,2015-06-30,0.55,0.1341
000019,2015-09-30,-0.85,-0.0779
000019,2015-12-31,-3.7,-0.1359
000019,2016-03-31,-0.66,-0.134
000019,2016-06-30,-1.63,0.2118
000019,2016-09-30,-2.99,-0.006
000019,2016-12-31,,0.2258
000019,2017-03-31,-0.97,-0.1974
000019,2017-06-30,-1.74,-0.365
000019,2017-09-30,-2.61,-0.2754
000019,2017-12-31,-5.46,-0.3006
000019,2018-03-31,-1.15,-0.0463
000019,2018-06-30,-1.95,0.0716
000019,2018-09-30,-3.22,0.035
000019,2018-12-31,7.7,0.0278
000019,2019-03-31,2.87,-0.0857
000019,2019-06-30,4.82,-0.0814
000019,2019-09-30,7.59,0.0081
000019,2019-12-31,8.46,0.0172
000019,2020-03-31,1.86,0.1756
000019,2020-06-30,4.66,0.002
000019,2020-09-30,6.9,0.0493
000019,2020-12-31,8.99,0.0241
000019,2021-03-31,2.92,-0.088
000019,2021-06-30,5.17,-0.1314
000019,2021-09-30,6.36,0.0145
000019,2021-12-31,9.13,0.0434
000019,2022-03-31,2.92,0.0991
