,nav
20240229,95044524.39997098
20240301,95655057.39669313
20240304,96247740.72668058
20240305,95701275.20150076
20240306,96316012.97176613
20240307,96011581.47101846
20240308,97018657.14103296
20240311,98301822.90017088
20240312,98246119.2374587
20240313,97892151.24193096
20240314,97694439.19236153
20240315,98731443.36345775
20240318,99782666.87719706
20240319,99067501.0042369
20240320,99326575.61197215
20240321,98815337.64520758
20240322,97637945.45544791
20240325,96920849.24450769
20240326,97413962.13024323
20240327,95560914.14239286
20240328,96501189.7609981
20240329,97826708.58590584
20240401,99526597.80307904
20240402,99712331.08864528
20240403,100210773.87914775
20240408,98997135.64055467
20240409,99629576.59344642
20240410,98452878.90080096
20240411,99175973.32523093
20240412,99087842.33616444
20240415,99902498.94371793
20240416,97149858.86470862
20240417,100416560.42352098
20240418,100432039.39545289
20240419,100711234.76008727
20240422,99976536.82637434
20240423,98441770.85817978
20240424,99310604.34929751
20240425,98907370.31391878
20240426,99156827.53737253
20240429,100264279.87927283
20240430,100064916.84264764
20240506,102040355.22233471
20240507,102399036.06012042
20240508,101445621.96339725
20240509,102503842.06371364
20240510,101977269.04636855
20240513,101633143.1294583
20240514,102589736.83112103
20240515,101457640.4665384
20240516,101047840.68644035
20240517,101845430.95569426
20240520,103112845.94318806
20240521,102124297.8065933
20240522,102002587.50983597
20240523,99955864.38186808
20240524,99820573.39659117
20240527,100956699.0295021
20240528,100216511.08795002
20240529,100998881.75700118
20240530,99990732.9600972
20240531,100730050.40534057
20240603,99384307.54361787
20240604,99463209.46059906
20240605,97496994.15447456
20240606,95132748.37347513
20240607,96187785.68864037
20240611,96307467.26922993
20240612,97140803.91124812
20240613,97045532.90263548
20240614,97155583.6409169
20240617,96436255.21538647
20240618,97611162.33251047
20240619,96872514.2091784
20240620,95401262.82937597
20240621,95280985.48192967
20240624,92616162.24453162
20240625,93079482.45464364
20240626,94772159.37305996
20240627,93255220.51679718
20240628,94524764.2901489
20240701,95427937.3828734
20240702,94621391.13573037
20240703,93494588.89047538
20240704,91867807.32868108
20240705,92462756.07767464
20240708,90713786.74474041
20240709,92715950.1400238
20240710,91845708.44786589
20240711,93855762.28102635
20240712,93291401.4894385
20240715,92524419.4126512
20240716,92326531.99968076
20240717,90764213.57819021
20240718,91128714.07374898
20240719,91495705.4700728
20240722,91110591.12464973
20240723,88841698.84857339
20240724,88143112.01144564
20240725,88355914.0306078
20240726,89799515.55443099
20240729,89416468.38855068
20240730,89436562.40231687
20240731,92153464.23768193
20240801,92006885.01360762
20240802,90647758.450974
20240805,88544238.79034925
20240806,89859783.33702892
20240807,90168066.69020827
20240808,89804894.45023161
20240809,89142799.51661524
20240812,88979686.78443098
20240813,89518456.90787436
20240814,88834357.00526127
20240815,89298099.20452182
20240816,88989325.25591822
20240819,89244929.55494672
20240820,88049106.17857072
20240821,87678179.30534977
20240822,86804205.26506011
20240823,86572075.06044112
20240826,86613482.89256808
20240827,85783686.93576634
20240828,85912706.34428547
20240829,87038114.10472955
20240830,88025898.06436165
20240902,86427523.93711115
20240903,87195053.94928344
20240904,86890695.2492852
20240905,87361403.40361963
20240906,86034897.17999892
20240909,85182295.07208031
20240910,85402806.95502052
20240911,85019141.1609671
20240912,84782610.86944026
20240913,83711920.8019454
20240918,83847910.02177376
20240919,85268900.64810948
20240920,84797188.54763578
20240923,85031539.74091001
20240924,88365357.06537443
20240925,89423642.51269779
20240926,92652095.56796044
20240927,96591329.27003323
20240930,105964728.17738856
20241008,112113448.97048663
20241009,109309580.0518181
20241010,108650698.33608708
20241011,107434536.24109831
20241014,108483653.03418174
20241015,107764513.61398806
20241016,107390201.82761517
20241017,107564102.76274528
20241018,109417819.07051064
20241021,110480242.75020608
20241022,111051570.70892805
20241023,110655503.95314693
20241024,110962046.58472598
20241025,111794958.6770521
20241028,112175490.14274958
20241029,111246172.1376783
20241030,111332387.19231404
20241031,111889006.43427508
20241101,110047174.10065876
20241104,111851578.4945584
20241105,114245224.9515878
20241106,115045808.54378892
20241107,116911079.32837388
20241108,117144573.4053828
20241111,118948090.60633954
20241112,118098972.31684896
20241113,118483760.62106341
20241114,116304071.52434406
20241115,114898745.44665596
20241118,113397080.33475934
20241119,115944264.29466194
20241120,117360649.24181837
20241121,118326006.15528046
20241122,114685084.37403154
20241125,115534805.87571433
20241126,114179745.01114495
20241127,115398260.81225532
20241128,115244250.98627494
20241129,117162634.72888917
20241202,118307287.0477023
20241203,118159635.78443548
20241204,117621202.55353075
20241205,118143015.73530078
20241206,118756674.71053296
20241209,118939344.89181657
20241210,119290435.57943457
20241211,119889356.6923271
20241212,120166426.64073841
20241213,118780096.91090441
20241216,118608207.43934365
20241217,117020186.08413431
20241218,117143747.6362005
20241219,117322002.97843646
20241220,117648829.09540942
20241223,115742447.31402169
20241224,117185044.05655082
20241225,116450089.08165252
20241226,117492603.3203277
20241227,117656560.24814674
20241230,117388665.24012806
20241231,115612816.45794484
20250102,113762718.16363241
20250103,111863765.20138986
20250106,112265952.13238828
20250107,113827457.28601554
20250108,113490826.40528886
20250109,113965544.85583457
20250110,112231742.96491545
20250113,112445050.83508705
20250114,115588925.59666094
20250115,114794497.58345228
20250116,115800107.63177222
20250117,116827189.99063292
20250120,117466439.35546029
20250121,117832201.29039799
20250122,117614825.70299931
20250123,117599761.16462648
20250124,118301462.74698323
20250127,116744264.25681078
20250205,115956754.88563511
20250206,118333483.9327157
20250207,118987843.62140225
20250210,119767663.49840727
20250211,120797245.10568154
20250212,121507206.13184066
20250213,120252650.96829961
20250214,120751829.94141509
20250217,121197836.2598593
20250218,119319266.59283651
20250219,122012370.72711842
20250220,122697687.10915224
20250221,123281547.69809867
20250224,123488792.05726963
20250225,123162750.49754825
20250226,124619362.03937429
20250227,124228744.57035886
20250228,120871210.45487873
20250303,122055006.73361999
20250304,123061150.34439537
20250305,123564055.98929995
20250306,124760339.84345293
20250307,125110640.99555394
20250310,125585128.2436075
20250311,125966437.96218738
20250312,126953754.11719404
20250313,125839478.64332704
20250314,128124530.27215753
20250317,129138342.96929266
20250318,130529030.00580429
20250319,130109555.64806984
20250320,129945316.26559705
20250321,128023735.61741799
20250324,128077252.1777107
20250325,127633186.91481909
20250326,128704772.91251826
20250327,128225614.40686697
20250328,126649119.58004989
20250331,125483929.63737592
20250401,126351711.18590742
20250402,126693946.26339646
20250403,125318482.45157003
20250407,113265956.77213109
20250408,113587231.64883253
20250409,114987261.08179827
20250410,117512953.79646677
20250411,117574562.93045905
20250414,119398457.75842616
20250415,119592103.64560747
20250416,118388841.21030273
20250417,119098347.74374734
20250418,119000024.900837
20250421,120902267.06054354
20250422,121420755.52555038
20250423,121284642.59350853
20250424,121355413.98776399
20250425,121530332.94645834
20250428,119896672.91958559
20250429,120780115.82582131
20250430,120395916.03804171
20250506,122097517.34833907
20250507,123012519.70899677
20250508,123506187.25815833
20250509,122608780.53906965
20250512,123664081.30909337
20250513,123830701.65071909
20250514,123775655.7333814
20250515,122857129.62567453
20250516,123094027.68799691
20250519,123720364.31520386
20250520,124503355.70600066
20250521,124311709.84481582
20250522,123238449.89804704
20250523,122354316.38119878
20250526,122868203.84028822
20250527,122438662.52521943
20250528,122840989.3540094
20250529,123900582.87111032
20250530,122706732.23114696
20250603,122998748.01959068
20250604,124104414.77846548
20250605,124301569.52713397
20250606,125302388.60725193
20250609,126399963.4642987
20250610,126087734.36490117
20250611,126775899.9174658
20250612,127003329.02174169
20250613,125647884.63154921
20250616,125848724.33983526
20250617,125621150.75479093
20250618,125563778.60425594
20250619,124070867.84932853
20250620,123442727.331844
20250623,124549719.05524889
20250624,125878108.6372358
20250625,126648929.71905388
20250626,126325461.84454499
20250627,127122371.38519065
20250630,127810861.02280354
20250701,128580679.18482563
20250702,128873556.43146513
20250703,129680939.60927506
20250704,128831373.67674339
20250707,129491167.01234785
20250708,130480716.62557182
20250709,129917126.216433
20250710,130706679.21188326
20250711,130933611.29801646
20250714,132057310.24798954
20250715,131519763.80179119
20250716,131788992.53818747
20250717,132283224.52400248
20250718,132704976.3713728
20250721,135256822.4439503
20250722,137346256.34422028
20250723,136422066.11153015
20250724,137496355.63519746
20250725,136683815.16673657
20250728,136508809.4270776
20250729,136783655.21116054
20250730,137408122.64666384
20250731,134954234.59569266
20250801,135614254.00903657
20250804,137246128.05964327
20250805,138404850.19326493
20250806,139562502.79605657
20250807,139184515.58514363
20250808,140184558.4513501
20250811,140861625.4584805
20250812,141318354.80308118
20250813,142375392.5516656
20250814,140641736.32106864
20250815,142855361.26112005
20250818,142956750.05346552
20250819,143408953.30265197
20250820,144411043.9160456
20250821,144761115.70729232
20250822,145357760.95751053
20250825,147077327.15548673
20250826,148004480.41512918
20250827,144848691.8838175
20250828,145695178.9571445
20250829,145587292.783426
20250901,146313842.714491
20250902,144644134.8033141
20250903,143002455.79994076
20250904,140880656.79455882
20250905,145760418.07585573
20250908,148229435.48490465
20250909,148490443.26150188
20250910,148316455.82457706
20250911,150907747.02862975
20250912,150833207.14793652
20250915,150593908.1598827
20250916,151329393.06549057
20250917,152796895.1908679
20250918,151171296.02183565
20250919,151253628.33061084
20250922,151669584.40535054
20250923,150992763.533075
20250924,153440890.9626036
20250925,152733424.4090094
20250926,151891084.71461272
20250929,154309354.99621406
20250930,155173440.68142366
20251009,157311398.82016292
20251010,157002639.79010406
20251013,155412605.72525173
20251014,153818305.49018815
20251015,155998241.4417766
20251016,155201944.38645026
20251017,151758481.99520496
20251020,153800069.8075785
20251021,156371022.7448204
20251022,155594190.4682224
20251023,156258904.80999896
20251024,157364906.57673267
20251027,158056335.45932212
20251028,157428602.70608294
20251029,159920402.5910101
20251030,157773391.65024593
20251031,158123992.63147804
20251103,158060356.89416263
20251104,156559522.35623166
20251105,158523843.06425086
20251106,160690160.2237105
20251107,160582263.3172751
20251110,161048148.15295783
20251111,161368821.7833821
20251112,160664693.27677265
20251113,162032171.217452
20251114,160690410.73386717
20251117,160515225.74859658
20251118,157931471.746764
20251119,157322221.72191128
20251120,156489752.9274483
20251121,150567930.67018586
20251124,151376553.20787615
20251125,153416173.23781013
20251126,153113368.87093472
20251127,154013164.41619867
20251128,155791290.53092122
20251201,155895690.70338792
20251202,155748035.33717725
20251203,155562107.49731705
20251204,155067246.22918868
20251205,156769709.924094
20251208,157280534.818013
20251209,156238810.7954754
20251210,156753080.36562118
20251211,154815696.57135007
20251212,156671358.64751604
20251215,156835157.73340094
20251216,153864648.43548396
20251217,155854903.92722863
20251218,155720799.87031385
20251219,157428889.54162803
20251222,158838790.3702797
20251223,159128915.58735695
20251224,161265941.9437759
20251225,162027307.50247148
20251226,162456522.16044998
20251229,161558973.3550781
20251230,161479992.92383996
20251231,161312729.5010358
