code,day,E,upgraded,stayed_l1,fell
000776,20220901,E0,True,False,False
000786,20220901,E0,True,False,False
000792,20220901,E0,False,True,False
000799,20220901,E0,False,True,False
000807,20220901,E0,True,False,False
000822,20220901,E0,True,False,False
000825,20220901,E1,False,False,True
000830,20220901,E0,False,True,False
000831,20220901,E0,True,False,False
000848,20220901,E0,False,True,False
000858,20220901,E1,False,True,False
000862,20220901,E0,False,False,True
000875,20220901,E0,True,False,False
000878,20220901,E1,True,False,False
000883,20220901,E1,False,True,False
000893,20220901,E1,False,True,False
000902,20220901,E0,False,True,False
000912,20220901,E0,False,True,False
000915,20220901,E0,True,False,False
000922,20220901,E1,False,False,True
000923,20220901,E0,False,False,True
000930,20220901,E0,True,False,False
000932,20220901,E1,True,False,False
000935,20220901,E0,False,False,True
000960,20220901,E0,True,False,False
000962,20220901,E1,True,False,False
000968,20220901,E0,True,False,False
000993,20220901,E0,True,False,False
001213,20220901,E0,False,True,False
001227,20220901,E2,False,True,False
001230,20220901,E2,False,True,False
001234,20220901,E2,False,True,False
001258,20220901,E2,False,True,False
001266,20220901,E2,False,False,True
001268,20220901,E2,False,True,False
001289,20220901,E2,True,False,False
001296,20220901,E2,False,True,False
001308,20220901,E2,False,True,False
001319,20220901,E2,False,True,False
001323,20220901,E2,False,True,False
002027,20220901,E0,False,False,True
002032,20220901,E0,True,False,False
002038,20220901,E1,False,True,False
002043,20220901,E1,True,False,False
002048,20220901,E0,True,False,False
002056,20220901,E0,False,True,False
002066,20220901,E0,True,False,False
002091,20220901,E0,False,True,False
002105,20220901,E1,True,False,False
002116,20220901,E0,True,False,False
002138,20220901,E0,True,False,False
002142,20220901,E0,True,False,False
002167,20220901,E1,True,False,False
002174,20220901,E0,False,False,True
002192,20220901,E0,False,True,False
002201,20220901,E0,False,True,False
002216,20220901,E0,True,False,False
002232,20220901,E1,False,False,True
002241,20220901,E0,False,True,False
002245,20220901,E0,False,False,True
002270,20220901,E1,True,False,False
002274,20220901,E0,False,True,False
002283,20220901,E0,False,True,False
002284,20220901,E0,True,False,False
002317,20220901,E0,True,False,False
002326,20220901,E1,False,True,False
002346,20220901,E1,False,False,True
002349,20220901,E0,True,False,False
002353,20220901,E0,False,True,False
002410,20220901,E0,True,False,False
002415,20220901,E0,False,False,True
002420,20220901,E1,False,False,True
002432,20220901,E0,True,False,False
002443,20220901,E0,False,False,True
002453,20220901,E0,True,False,False
002455,20220901,E1,True,False,False
002459,20220901,E0,False,True,False
002463,20220901,E0,True,False,False
002492,20220901,E0,True,False,False
002493,20220901,E0,False,True,False
002497,20220901,E0,False,True,False
002507,20220901,E0,False,True,False
002533,20220901,E1,False,True,False
002541,20220901,E0,False,True,False
002545,20220901,E0,True,False,False
002555,20220901,E0,False,True,False
002557,20220901,E0,False,True,False
002558,20220901,E1,False,True,False
002584,20220901,E0,True,False,False
002644,20220901,E1,False,True,False
002646,20220901,E0,False,True,False
002651,20220901,E0,True,False,False
002655,20220901,E1,True,False,False
002677,20220901,E0,False,False,True
002706,20220901,E0,True,False,False
002725,20220901,E0,False,True,False
002728,20220901,E0,True,False,False
002757,20220901,E0,True,False,False
002758,20220901,E0,True,False,False
002801,20220901,E1,False,True,False
002821,20220901,E0,True,False,False
002832,20220901,E0,True,False,False
002850,20220901,E0,True,False,False
002867,20220901,E0,False,False,True
002895,20220901,E0,True,False,False
002945,20220901,E0,False,False,True
002958,20220901,E0,False,True,False
003035,20220901,E1,True,False,False
300012,20220901,E1,False,True,False
300033,20220901,E1,True,False,False
300040,20220901,E1,False,True,False
300046,20220901,E0,True,False,False
300059,20220901,E0,True,False,False
300062,20220901,E1,True,False,False
300073,20220901,E0,False,True,False
300095,20220901,E0,False,False,True
300118,20220901,E1,False,True,False
300124,20220901,E0,True,False,False
300130,20220901,E0,False,True,False
300142,20220901,E1,True,False,False
300145,20220901,E1,True,False,False
300146,20220901,E0,True,False,False
300160,20220901,E1,True,False,False
300164,20220901,E0,False,True,False
300171,20220901,E0,False,True,False
300185,20220901,E0,False,True,False
300191,20220901,E1,False,True,False
300193,20220901,E0,False,False,True
300196,20220901,E0,True,False,False
300218,20220901,E0,False,False,True
300223,20220901,E0,False,True,False
300226,20220901,E0,True,False,False
300233,20220901,E0,False,True,False
300285,20220901,E0,False,True,False
300305,20220901,E0,False,False,True
300306,20220901,E0,True,False,False
300315,20220901,E0,True,False,False
300327,20220901,E0,True,False,False
300373,20220901,E0,True,False,False
300398,20220901,E1,True,False,False
300400,20220901,E1,True,False,False
300408,20220901,E0,False,False,True
300414,20220901,E1,False,False,True
300437,20220901,E1,True,False,False
300450,20220901,E0,False,True,False
300482,20220901,E0,True,False,False
300488,20220901,E0,True,False,False
300502,20220901,E0,True,False,False
300505,20220901,E1,True,False,False
300519,20220901,E1,False,True,False
300534,20220901,E0,True,False,False
300559,20220901,E0,True,False,False
300573,20220901,E0,True,False,False
300603,20220901,E0,True,False,False
300614,20220901,E0,False,False,True
300618,20220901,E0,False,True,False
300624,20220901,E1,True,False,False
300628,20220901,E0,False,True,False
300636,20220901,E0,True,False,False
300638,20220901,E0,False,True,False
300651,20220901,E0,True,False,False
300661,20220901,E0,True,False,False
300685,20220901,E0,True,False,False
300702,20220901,E0,True,False,False
300709,20220901,E0,False,True,False
300725,20220901,E1,False,False,True
300726,20220901,E0,False,True,False
300750,20220901,E0,True,False,False
300755,20220901,E0,False,False,True
300767,20220901,E1,True,False,False
300770,20220901,E0,True,False,False
300773,20220901,E0,False,False,True
300774,20220901,E0,False,True,False
300775,20220901,E0,True,False,False
300780,20220901,E1,True,False,False
300781,20220901,E1,True,False,False
300821,20220901,E1,False,True,False
300860,20220901,E0,True,False,False
300861,20220901,E0,False,True,False
300879,20220901,E0,False,True,False
300894,20220901,E0,False,False,True
300895,20220901,E1,True,False,False
300898,20220901,E1,True,False,False
300911,20220901,E0,True,False,False
300927,20220901,E0,True,False,False
300937,20220901,E1,True,False,False
300940,20220901,E0,True,False,False
300957,20220901,E0,False,True,False
300966,20220901,E0,False,False,True
300979,20220901,E0,True,False,False
300985,20220901,E0,False,False,True
301028,20220901,E0,False,True,False
301029,20220901,E0,False,False,True
301032,20220901,E0,True,False,False
301052,20220901,E0,False,True,False
301055,20220901,E0,True,False,False
301057,20220901,E0,False,False,True
301088,20220901,E1,False,False,True
301089,20220901,E0,False,True,False
301096,20220901,E2,True,False,False
301097,20220901,E2,False,True,False
301101,20220901,E2,True,False,False
301102,20220901,E2,False,True,False
301103,20220901,E2,False,True,False
301111,20220901,E2,False,True,False
301118,20220901,E2,False,True,False
301120,20220901,E2,False,True,False
301122,20220901,E2,False,False,True
301123,20220901,E2,False,False,True
301130,20220901,E2,False,True,False
301135,20220901,E2,False,False,True
301149,20220901,E2,False,True,False
301160,20220901,E2,False,True,False
301162,20220901,E2,False,True,False
301167,20220901,E2,False,True,False
301175,20220901,E2,False,True,False
301177,20220901,E2,True,False,False
301180,20220901,E2,False,True,False
301181,20220901,E2,True,False,False
301183,20220901,E2,False,True,False
301186,20220901,E2,True,False,False
301188,20220901,E2,False,False,True
301190,20220901,E2,False,False,True
301191,20220901,E2,False,True,False
301200,20220901,E2,False,False,True
301201,20220901,E2,False,True,False
301212,20220901,E2,False,True,False
301215,20220901,E2,True,False,False
301216,20220901,E2,False,True,False
301217,20220901,E2,True,False,False
301222,20220901,E2,True,False,False
301226,20220901,E2,False,True,False
301233,20220901,E2,False,True,False
301234,20220901,E2,False,True,False
301238,20220901,E2,False,True,False
301239,20220901,E2,False,True,False
301256,20220901,E2,False,True,False
301258,20220901,E2,False,True,False
301269,20220901,E2,False,True,False
301289,20220901,E2,False,True,False
301298,20220901,E2,False,True,False
301312,20220901,E2,False,True,False
301333,20220901,E2,False,True,False
600000,20220901,E1,True,False,False
600006,20220901,E0,False,False,True
600021,20220901,E0,False,False,True
600036,20220901,E0,True,False,False
600075,20220901,E0,False,True,False
600098,20220901,E0,True,False,False
600101,20220901,E0,True,False,False
600108,20220901,E0,False,True,False
600123,20220901,E0,True,False,False
600126,20220901,E1,True,False,False
600163,20220901,E0,False,True,False
600166,20220901,E0,True,False,False
600178,20220901,E1,True,False,False
600183,20220901,E1,True,False,False
600186,20220901,E0,False,False,True
600197,20220901,E0,False,False,True
600211,20220901,E1,True,False,False
600219,20220901,E1,True,False,False
600237,20220901,E1,True,False,False
600251,20220901,E0,False,True,False
600267,20220901,E0,False,True,False
600283,20220901,E0,True,False,False
600301,20220901,E0,True,False,False
600308,20220901,E0,False,True,False
600313,20220901,E0,True,False,False
600352,20220901,E0,True,False,False
600371,20220901,E1,True,False,False
600373,20220901,E0,True,False,False
600378,20220901,E1,True,False,False
600380,20220901,E0,True,False,False
600392,20220901,E0,False,True,False
600403,20220901,E0,True,False,False
600444,20220901,E1,True,False,False
600448,20220901,E0,False,True,False
600456,20220901,E0,False,True,False
600470,20220901,E0,False,True,False
600480,20220901,E1,True,False,False
600482,20220901,E0,True,False,False
600483,20220901,E0,True,False,False
600486,20220901,E0,True,False,False
600508,20220901,E0,True,False,False
600523,20220901,E0,True,False,False
600546,20220901,E1,False,True,False
600556,20220901,E0,True,False,False
600563,20220901,E1,False,True,False
600566,20220901,E0,True,False,False
600618,20220901,E0,True,False,False
600648,20220901,E0,True,False,False
600660,20220901,E0,True,False,False
600691,20220901,E0,False,True,False
600714,20220901,E0,False,True,False
600722,20220901,E0,True,False,False
600741,20220901,E0,True,False,False
600746,20220901,E0,False,False,True
600779,20220901,E0,True,False,False
600782,20220901,E0,True,False,False
600787,20220901,E0,False,True,False
600808,20220901,E0,False,False,True
600835,20220901,E0,True,False,False
600839,20220901,E1,True,False,False
600845,20220901,E0,True,False,False
600862,20220901,E0,False,True,False
600863,20220901,E1,False,True,False
600867,20220901,E1,True,False,False
600885,20220901,E0,False,True,False
600905,20220901,E0,True,False,False
600906,20220901,E0,True,False,False
600918,20220901,E1,False,True,False
600935,20220901,E2,False,True,False
600938,20220901,E2,False,True,False
600941,20220901,E2,False,True,False
600955,20220901,E0,False,False,True
600956,20220901,E0,False,False,True
600961,20220901,E0,True,False,False
600976,20220901,E1,True,False,False
600980,20220901,E0,True,False,False
600982,20220901,E0,False,True,False
600999,20220901,E1,True,False,False
601000,20220901,E1,True,False,False
601012,20220901,E0,False,True,False
601038,20220901,E0,True,False,False
601089,20220901,E2,False,True,False
601100,20220901,E0,False,False,True
601156,20220901,E0,False,True,False
601179,20220901,E0,True,False,False
601199,20220901,E0,False,False,True
601222,20220901,E0,True,False,False
601229,20220901,E1,True,False,False
601298,20220901,E1,True,False,False
601368,20220901,E0,True,False,False
601515,20220901,E0,False,False,True
601528,20220901,E0,False,True,False
601579,20220901,E0,False,False,True
601633,20220901,E0,True,False,False
601658,20220901,E0,True,False,False
601665,20220901,E0,True,False,False
601666,20220901,E0,False,True,False
601677,20220901,E1,True,False,False
601688,20220901,E0,True,False,False
601696,20220901,E0,False,True,False
601728,20220901,E1,True,False,False
601778,20220901,E1,True,False,False
601825,20220901,E0,True,False,False
601838,20220901,E1,False,True,False
601866,20220901,E1,False,True,False
601919,20220901,E0,True,False,False
601969,20220901,E0,False,False,True
601985,20220901,E0,True,False,False
603025,20220901,E0,True,False,False
603026,20220901,E0,False,True,False
603055,20220901,E0,False,True,False
603066,20220901,E1,True,False,False
603070,20220901,E2,True,False,False
603071,20220901,E2,True,False,False
603083,20220901,E1,True,False,False
603093,20220901,E0,True,False,False
603098,20220901,E0,False,True,False
603102,20220901,E2,True,False,False
603115,20220901,E0,False,True,False
603127,20220901,E1,False,True,False
603132,20220901,E2,True,False,False
603156,20220901,E0,True,False,False
603169,20220901,E0,False,True,False
603170,20220901,E2,False,True,False
603178,20220901,E1,True,False,False
603198,20220901,E0,True,False,False
603211,20220901,E2,False,True,False
603213,20220901,E2,True,False,False
603216,20220901,E2,False,False,True
603219,20220901,E2,False,True,False
603222,20220901,E0,False,True,False
603228,20220901,E0,True,False,False
603229,20220901,E0,False,True,False
603230,20220901,E2,True,False,False
603235,20220901,E2,False,True,False
603259,20220901,E0,True,False,False
603266,20220901,E1,False,True,False
603267,20220901,E0,False,True,False
603279,20220901,E1,True,False,False
603300,20220901,E0,False,True,False
603315,20220901,E0,False,True,False
603357,20220901,E1,True,False,False
603369,20220901,E1,False,True,False
603387,20220901,E0,True,False,False
603444,20220901,E0,True,False,False
603456,20220901,E0,True,False,False
603486,20220901,E0,True,False,False
603538,20220901,E0,True,False,False
603589,20220901,E0,True,False,False
603648,20220901,E0,True,False,False
603722,20220901,E0,False,True,False
603759,20220901,E0,True,False,False
603866,20220901,E0,True,False,False
603882,20220901,E0,True,False,False
603897,20220901,E0,False,False,True
603899,20220901,E0,False,False,True
603908,20220901,E1,False,True,False
603915,20220901,E0,True,False,False
603919,20220901,E0,False,True,False
603938,20220901,E0,False,True,False
603948,20220901,E0,True,False,False
603979,20220901,E0,True,False,False
603986,20220901,E0,True,False,False
603989,20220901,E1,False,False,True
605006,20220901,E0,False,True,False
605011,20220901,E0,False,False,True
605018,20220901,E0,False,False,True
605028,20220901,E1,False,False,True
605089,20220901,E1,False,False,True
605111,20220901,E0,False,True,False
605196,20220901,E0,True,False,False
605299,20220901,E0,True,False,False
605366,20220901,E0,False,True,False
605399,20220901,E0,False,True,False
605577,20220901,E0,True,False,False
605598,20220901,E0,False,False,True
688012,20220901,E1,False,True,False
688016,20220901,E0,True,False,False
688027,20220901,E0,True,False,False
688032,20220901,E2,False,True,False
688036,20220901,E0,True,False,False
688046,20220901,E2,False,True,False
688072,20220901,E2,False,True,False
688075,20220901,E2,False,True,False
688091,20220901,E0,False,True,False
688099,20220901,E0,True,False,False
688100,20220901,E0,True,False,False
688110,20220901,E2,False,False,True
688111,20220901,E0,True,False,False
688112,20220901,E2,True,False,False
688123,20220901,E0,True,False,False
688125,20220901,E2,False,True,False
688128,20220901,E0,True,False,False
688135,20220901,E1,False,False,True
688139,20220901,E0,False,False,True
688148,20220901,E0,False,False,True
688150,20220901,E2,False,True,False
688162,20220901,E2,False,False,True
688167,20220901,E2,False,True,False
688169,20220901,E0,False,False,True
688182,20220901,E2,False,True,False
688187,20220901,E1,True,False,False
688188,20220901,E1,True,False,False
688190,20220901,E2,True,False,False
688200,20220901,E0,True,False,False
688206,20220901,E2,False,True,False
688220,20220901,E2,False,True,False
688223,20220901,E2,False,True,False
688233,20220901,E0,False,True,False
688234,20220901,E2,False,False,True
688253,20220901,E2,False,True,False
688261,20220901,E2,False,True,False
688295,20220901,E2,False,True,False
688297,20220901,E2,False,True,False
688303,20220901,E0,True,False,False
688305,20220901,E0,True,False,False
688313,20220901,E0,True,False,False
688322,20220901,E2,False,True,False
688337,20220901,E2,False,True,False
688348,20220901,E2,False,True,False
688349,20220901,E2,False,True,False
688353,20220901,E2,False,True,False
688363,20220901,E1,False,True,False
688366,20220901,E0,True,False,False
688396,20220901,E0,True,False,False
688399,20220901,E0,False,True,False
688425,20220901,E0,True,False,False
688536,20220901,E0,True,False,False
688538,20220901,E0,True,False,False
688575,20220901,E1,True,False,False
688578,20220901,E0,False,True,False
688601,20220901,E0,False,True,False
688609,20220901,E0,False,True,False
688613,20220901,E0,False,True,False
688626,20220901,E0,False,True,False
688665,20220901,E0,False,False,True
688687,20220901,E0,True,False,False
688689,20220901,E0,False,True,False
688697,20220901,E1,True,False,False
688707,20220901,E0,False,True,False
688733,20220901,E0,False,True,False
688798,20220901,E0,True,False,False
688981,20220901,E0,True,False,False
689009,20220901,E0,False,True,False
000155,20230103,E0,False,True,False
000408,20230103,E0,True,False,False
000409,20230103,E1,True,False,False
000501,20230103,E1,True,False,False
000520,20230103,E0,False,False,True
000521,20230103,E1,True,False,False
000538,20230103,E1,True,False,False
000568,20230103,E0,True,False,False
000596,20230103,E0,True,False,False
000601,20230103,E0,False,True,False
000631,20230103,E0,True,False,False
000661,20230103,E0,False,True,False
000676,20230103,E0,False,False,True
000719,20230103,E1,True,False,False
000728,20230103,E0,False,False,True
000731,20230103,E0,True,False,False
000733,20230103,E1,False,True,False
000762,20230103,E0,False,True,False
000783,20230103,E0,False,True,False
000792,20230103,E1,False,True,False
000795,20230103,E0,True,False,False
000799,20230103,E1,False,True,False
000801,20230103,E0,True,False,False
000810,20230103,E0,True,False,False
000830,20230103,E1,False,False,True
000848,20230103,E0,False,False,True
000852,20230103,E0,True,False,False
000858,20230103,E0,False,True,False
000869,20230103,E0,True,False,False
000883,20230103,E0,True,False,False
000893,20230103,E0,False,True,False
000895,20230103,E0,True,False,False
000902,20230103,E0,True,False,False
000912,20230103,E1,True,False,False
000913,20230103,E0,False,True,False
000931,20230103,E0,False,True,False
000957,20230103,E0,False,True,False
000995,20230103,E0,True,False,False
000997,20230103,E0,True,False,False
001205,20230103,E0,False,True,False
001213,20230103,E1,True,False,False
001216,20230103,E1,False,False,True
001222,20230103,E2,False,True,False
001227,20230103,E0,False,True,False
001234,20230103,E0,False,True,False
001236,20230103,E2,False,True,False
001238,20230103,E2,False,True,False
001258,20230103,E2,False,True,False
001259,20230103,E2,False,True,False
001268,20230103,E2,False,True,False
001269,20230103,E2,False,True,False
001283,20230103,E2,False,True,False
001299,20230103,E2,False,True,False
001300,20230103,E2,False,True,False
001308,20230103,E2,True,False,False
001319,20230103,E2,False,True,False
001323,20230103,E2,True,False,False
001332,20230103,E2,False,False,True
001338,20230103,E2,False,True,False
002003,20230103,E0,False,True,False
002006,20230103,E1,False,True,False
002011,20230103,E0,False,True,False
002026,20230103,E0,False,True,False
002030,20230103,E0,True,False,False
002035,20230103,E1,True,False,False
002036,20230103,E0,False,True,False
002038,20230103,E0,True,False,False
002046,20230103,E0,False,True,False
002049,20230103,E0,False,True,False
002050,20230103,E0,True,False,False
002056,20230103,E0,True,False,False
002057,20230103,E0,False,True,False
002062,20230103,E1,False,False,True
002091,20230103,E0,True,False,False
002125,20230103,E0,False,True,False
002148,20230103,E1,False,True,False
002166,20230103,E1,False,True,False
002179,20230103,E1,True,False,False
002192,20230103,E0,False,True,False
002195,20230103,E0,False,True,False
002201,20230103,E1,False,True,False
002241,20230103,E0,False,True,False
002267,20230103,E0,True,False,False
002274,20230103,E0,True,False,False
002275,20230103,E1,True,False,False
002283,20230103,E1,True,False,False
002286,20230103,E0,False,False,True
002326,20230103,E1,False,True,False
002328,20230103,E1,True,False,False
002334,20230103,E1,True,False,False
002337,20230103,E0,True,False,False
002353,20230103,E0,False,True,False
002365,20230103,E0,False,False,True
002366,20230103,E1,True,False,False
002390,20230103,E0,True,False,False
002448,20230103,E0,True,False,False
002459,20230103,E0,True,False,False
002479,20230103,E1,False,False,True
002483,20230103,E0,True,False,False
002484,20230103,E0,False,True,False
002486,20230103,E1,False,True,False
002493,20230103,E0,True,False,False
002497,20230103,E0,False,True,False
002507,20230103,E0,True,False,False
002517,20230103,E0,True,False,False
002533,20230103,E1,True,False,False
002541,20230103,E0,False,True,False
002549,20230103,E0,False,True,False
002555,20230103,E0,True,False,False
002557,20230103,E1,False,False,True
002558,20230103,E0,True,False,False
002570,20230103,E0,False,True,False
002585,20230103,E0,False,False,True
002624,20230103,E0,True,False,False
002635,20230103,E1,True,False,False
002644,20230103,E1,True,False,False
002646,20230103,E0,False,True,False
002649,20230103,E0,True,False,False
002661,20230103,E0,True,False,False
002685,20230103,E0,False,True,False
002698,20230103,E0,True,False,False
002705,20230103,E1,False,False,True
002714,20230103,E0,True,False,False
002725,20230103,E0,True,False,False
002738,20230103,E0,True,False,False
002748,20230103,E0,True,False,False
002756,20230103,E0,False,True,False
002773,20230103,E0,True,False,False
002795,20230103,E0,True,False,False
002799,20230103,E1,False,True,False
002801,20230103,E1,True,False,False
002807,20230103,E0,False,True,False
002815,20230103,E1,False,False,True
002825,20230103,E0,False,False,True
002835,20230103,E0,False,True,False
002878,20230103,E0,False,True,False
002881,20230103,E0,False,True,False
002896,20230103,E0,False,True,False
002903,20230103,E0,True,False,False
002906,20230103,E0,False,True,False
002916,20230103,E0,True,False,False
002920,20230103,E0,False,True,False
002930,20230103,E0,True,False,False
002950,20230103,E1,False,True,False
002958,20230103,E1,True,False,False
002993,20230103,E0,False,True,False
002996,20230103,E1,False,True,False
003000,20230103,E0,True,False,False
003019,20230103,E1,True,False,False
003023,20230103,E0,False,True,False
003031,20230103,E1,True,False,False
300009,20230103,E1,True,False,False
300012,20230103,E1,False,False,True
300040,20230103,E1,False,True,False
300073,20230103,E0,False,False,True
300101,20230103,E0,False,False,True
300109,20230103,E0,True,False,False
300118,20230103,E1,False,True,False
300121,20230103,E1,False,True,False
300130,20230103,E1,True,False,False
300164,20230103,E1,True,False,False
300171,20230103,E0,False,True,False
300179,20230103,E0,False,True,False
300185,20230103,E1,True,False,False
300191,20230103,E0,True,False,False
300217,20230103,E0,False,True,False
300223,20230103,E0,True,False,False
300233,20230103,E0,False,False,True
300239,20230103,E0,False,True,False
300249,20230103,E1,False,False,True
300260,20230103,E0,True,False,False
300285,20230103,E0,True,False,False
300289,20230103,E0,False,False,True
300303,20230103,E1,True,False,False
300316,20230103,E0,True,False,False
300332,20230103,E1,True,False,False
300335,20230103,E0,True,False,False
300337,20230103,E0,False,True,False
300346,20230103,E1,True,False,False
300384,20230103,E0,True,False,False
300394,20230103,E0,True,False,False
300395,20230103,E0,True,False,False
300401,20230103,E0,False,True,False
300429,20230103,E0,False,False,True
300439,20230103,E1,False,False,True
300441,20230103,E0,False,True,False
300450,20230103,E0,False,True,False
300453,20230103,E0,True,False,False
300481,20230103,E0,False,True,False
300483,20230103,E0,False,True,False
300487,20230103,E1,True,False,False
300497,20230103,E0,True,False,False
300507,20230103,E0,False,True,False
300519,20230103,E1,False,False,True
300529,20230103,E0,False,False,True
300547,20230103,E0,False,True,False
300563,20230103,E0,False,True,False
300565,20230103,E0,False,True,False
300570,20230103,E0,True,False,False
300595,20230103,E0,False,True,False
300613,20230103,E0,True,False,False
300618,20230103,E0,False,False,True
300628,20230103,E0,True,False,False
300638,20230103,E1,True,False,False
300639,20230103,E0,False,True,False
300653,20230103,E0,False,False,True
300660,20230103,E1,True,False,False
300679,20230103,E0,False,True,False
300681,20230103,E0,False,True,False
300683,20230103,E0,False,True,False
300691,20230103,E0,False,True,False
300709,20230103,E1,True,False,False
300726,20230103,E1,False,True,False
300727,20230103,E0,False,False,True
300735,20230103,E0,True,False,False
300739,20230103,E1,False,False,True
300751,20230103,E0,False,True,False
300752,20230103,E0,False,True,False
300760,20230103,E1,True,False,False
300761,20230103,E0,True,False,False
300763,20230103,E0,False,False,True
300771,20230103,E0,False,True,False
300774,20230103,E0,False,True,False
300801,20230103,E0,False,True,False
300820,20230103,E0,True,False,False
300821,20230103,E0,False,False,True
300828,20230103,E0,False,True,False
300841,20230103,E0,False,True,False
300861,20230103,E0,False,True,False
300873,20230103,E0,False,False,True
300879,20230103,E1,False,True,False
300902,20230103,E0,False,False,True
300928,20230103,E0,False,True,False
300939,20230103,E0,False,False,True
300957,20230103,E0,False,True,False
300962,20230103,E0,False,True,False
300992,20230103,E0,True,False,False
301004,20230103,E0,False,True,False
301018,20230103,E0,False,False,True
301021,20230103,E0,False,True,False
301028,20230103,E1,True,False,False
301035,20230103,E0,True,False,False
301052,20230103,E0,True,False,False
301071,20230103,E0,False,False,True
301072,20230103,E0,True,False,False
301073,20230103,E0,False,True,False
301089,20230103,E1,True,False,False
301097,20230103,E2,False,False,True
301103,20230103,E2,True,False,False
301111,20230103,E0,True,False,False
301118,20230103,E0,False,False,True
301120,20230103,E2,True,False,False
301130,20230103,E0,False,True,False
301149,20230103,E0,True,False,False
301161,20230103,E2,False,True,False
301162,20230103,E2,False,True,False
301165,20230103,E2,False,True,False
301167,20230103,E0,True,False,False
301171,20230103,E2,False,True,False
301175,20230103,E2,False,True,False
301180,20230103,E0,False,True,False
301183,20230103,E2,True,False,False
301191,20230103,E2,True,False,False
301192,20230103,E2,False,False,True
301201,20230103,E0,False,True,False
301205,20230103,E2,False,True,False
301212,20230103,E2,True,False,False
301216,20230103,E2,True,False,False
301227,20230103,E2,False,False,True
301233,20230103,E2,False,True,False
301234,20230103,E2,False,False,True
301238,20230103,E2,False,False,True
301239,20230103,E2,True,False,False
301256,20230103,E2,True,False,False
301258,20230103,E2,False,True,False
301263,20230103,E2,False,False,True
301267,20230103,E2,False,True,False
301269,20230103,E2,False,True,False
301270,20230103,E2,False,True,False
301273,20230103,E2,False,True,False
301277,20230103,E2,False,True,False
301282,20230103,E2,False,False,True
301289,20230103,E2,True,False,False
301290,20230103,E2,False,True,False
301298,20230103,E2,True,False,False
301299,20230103,E2,False,True,False
301312,20230103,E2,False,True,False
301327,20230103,E2,False,True,False
301328,20230103,E2,False,False,True
301331,20230103,E2,False,True,False
301333,20230103,E2,False,True,False
301339,20230103,E2,False,True,False
301361,20230103,E2,False,True,False
301363,20230103,E2,False,True,False
301369,20230103,E2,False,True,False
301377,20230103,E2,False,True,False
301380,20230103,E2,False,True,False
301388,20230103,E2,False,False,True
301389,20230103,E2,False,False,True
301391,20230103,E2,False,True,False
600022,20230103,E1,False,False,True
600025,20230103,E0,True,False,False
600037,20230103,E1,False,True,False
600075,20230103,E1,True,False,False
600085,20230103,E0,True,False,False
600103,20230103,E0,False,False,True
600108,20230103,E1,True,False,False
600116,20230103,E0,False,False,True
600120,20230103,E0,True,False,False
600158,20230103,E0,True,False,False
600163,20230103,E0,True,False,False
600172,20230103,E0,False,True,False
600179,20230103,E0,False,True,False
600230,20230103,E0,False,True,False
600236,20230103,E1,True,False,False
600251,20230103,E0,True,False,False
600267,20230103,E1,True,False,False
600308,20230103,E0,True,False,False
600325,20230103,E0,False,False,True
600367,20230103,E0,False,False,True
600392,20230103,E0,False,True,False
600395,20230103,E0,True,False,False
600399,20230103,E0,False,False,True
600428,20230103,E0,True,False,False
600448,20230103,E0,False,True,False
600456,20230103,E1,False,True,False
600470,20230103,E1,True,False,False
600516,20230103,E0,True,False,False
600517,20230103,E1,True,False,False
600519,20230103,E0,True,False,False
600522,20230103,E0,False,False,True
600529,20230103,E0,False,False,True
600546,20230103,E0,True,False,False
600558,20230103,E1,True,False,False
600563,20230103,E1,False,True,False
600598,20230103,E1,True,False,False
600600,20230103,E0,False,False,True
600645,20230103,E0,True,False,False
600691,20230103,E0,True,False,False
600710,20230103,E0,True,False,False
600714,20230103,E0,False,True,False
600750,20230103,E1,True,False,False
600757,20230103,E0,True,False,False
600787,20230103,E1,True,False,False
600803,20230103,E0,False,False,True
600805,20230103,E2,False,False,True
600809,20230103,E0,False,True,False
600816,20230103,E0,False,True,False
600854,20230103,E0,True,False,False
600862,20230103,E0,True,False,False
600863,20230103,E0,True,False,False
600874,20230103,E1,False,True,False
600885,20230103,E1,True,False,False
600900,20230103,E0,True,False,False
600908,20230103,E0,True,False,False
600918,20230103,E0,True,False,False
600919,20230103,E1,True,False,False
600926,20230103,E0,False,True,False
600935,20230103,E0,False,False,True
600938,20230103,E2,True,False,False
600941,20230103,E1,False,False,True
600982,20230103,E0,True,False,False
600988,20230103,E0,False,True,False
601001,20230103,E0,False,True,False
601006,20230103,E0,True,False,False
601012,20230103,E0,False,True,False
601016,20230103,E1,True,False,False
601066,20230103,E1,False,True,False
601089,20230103,E2,True,False,False
601128,20230103,E0,True,False,False
601156,20230103,E0,False,True,False
601211,20230103,E0,True,False,False
601225,20230103,E1,True,False,False
601339,20230103,E0,True,False,False
601528,20230103,E0,True,False,False
601666,20230103,E0,False,False,True
601689,20230103,E0,False,True,False
601696,20230103,E0,False,True,False
601702,20230103,E0,False,False,True
601717,20230103,E0,True,False,False
601828,20230103,E1,False,True,False
601838,20230103,E0,False,True,False
601860,20230103,E0,True,False,False
601866,20230103,E0,True,False,False
601898,20230103,E1,True,False,False
601908,20230103,E0,False,True,False
