grp,year,upgraded,fwd6
OTHER,2022,False,-0.2358410819949282
OTHER,2022,False,-0.3399954028334744
OTHER,2022,True,-0.2959745831021745
OTHER,2022,True,-0.1736526946107784
OTHER,2022,True,0.0691281963492325
OTHER,2022,True,-0.0907827270428393
OTHER,2022,True,0.4449541284403668
OTHER,2022,False,-0.2525732383214569
OTHER,2022,True,-0.0987509886480056
OTHER,2022,False,-0.2707774798927613
TECH_OTHER,2022,False,-0.2018208145685275
TECH_OTHER,2022,False,-0.2535842146453657
OTHER,2022,True,-0.0323653484478488
OTHER,2022,True,0.1402630873530399
TECH_OTHER,2022,True,-0.3008670716173034
OTHER,2022,True,-0.1655773420479303
OTHER,2022,False,-0.1793229810251234
TECH_OTHER,2022,True,0.091130037916157
OTHER,2022,True,-0.1806436153614096
TECH_OTHER,2022,True,-0.164728375623916
TECH_OTHER,2022,False,-0.3337915542079646
OTHER,2022,False,-0.2271573604060913
TECH_OTHER,2022,False,-0.3388204237179522
OTHER,2022,True,-0.1358811040339702
OTHER,2022,True,0.296435272045028
TECH_OTHER,2022,True,-0.0214322383864657
OTHER,2022,True,-0.0214821246084112
OTHER,2022,True,-0.1826309067688377
OTHER,2022,True,-0.0829121844470825
OTHER,2022,False,-0.3425103044344673
OTHER,2022,True,0.2127312607441984
OTHER,2022,True,-0.2640117994100295
OTHER,2022,False,-0.0186958692542644
OTHER,2022,True,-0.2040947454941398
OTHER,2022,False,-0.2380828385975274
OTHER,2022,True,0.1317542561065876
TECH_OTHER,2022,True,-0.2288692965751863
OTHER,2022,False,-0.1074560669065715
OTHER,2022,True,-0.2026445803749189
TECH_OTHER,2022,False,-0.4635757546310408
TECH_OTHER,2022,False,-0.1001455595410202
OTHER,2022,True,0.0615937594392608
OTHER,2022,True,-0.2013690815744439
OTHER,2022,True,-0.1149827303664187
OTHER,2022,True,-0.1245394252026529
OTHER,2022,True,0.6296974162911653
TECH_OTHER,2022,False,-0.2510976975922925
OTHER,2022,True,-0.0395617512400449
TECH_OTHER,2022,True,-0.1552850735428976
OTHER,2022,True,-0.1943270773432933
OTHER,2022,True,-0.0609828300769687
OTHER,2022,False,-0.3023553226904497
TECH_OTHER,2022,True,-0.1836437411617894
TECH_OTHER,2022,True,-0.1574518130815596
OTHER,2022,True,0.0610551274451691
OTHER,2022,False,0.0656312625250501
OTHER,2022,True,-0.0002305556104029
OTHER,2022,False,-0.2520634029251906
OTHER,2022,False,-0.3518932174446834
OTHER,2022,True,-0.0540498960833522
TECH_OTHER,2022,True,-0.1983924120463005
OTHER,2022,True,-0.1215640662963197
TECH_OTHER,2022,True,-0.0553565905960034
OTHER,2022,True,0.0893889447176143
OTHER,2022,False,-0.2555379867103229
OTHER,2022,True,0.1505558866033458
TECH_OTHER,2022,True,-0.0934856738754721
TECH_OTHER,2022,True,-0.0384084994063896
OTHER,2022,False,-0.2017336485421592
OTHER,2022,False,-0.472376392225348
OTHER,2022,False,-0.2029263119269846
OTHER,2022,False,-0.2069305420416082
TECH_OTHER,2022,True,-0.0803694539149965
TECH_OTHER,2022,False,-0.2809602460831765
TECH_OTHER,2022,False,-0.3078205769551442
OTHER,2022,True,-0.2431021625652497
OTHER,2022,True,-0.0346569083671048
OTHER,2022,True,-0.1431766414528648
OTHER,2022,False,-0.2193491049642494
OTHER,2022,False,0.0805624783128675
OTHER,2022,False,-0.3648964595858384
OTHER,2022,False,-0.1023165727856425
OTHER,2022,True,-0.0765804420961898
OTHER,2022,False,-0.3551192668029211
OTHER,2022,False,-0.041502459165911
OTHER,2022,True,-0.0335195530726257
AI_INFRA,2022,True,-0.3122976724377216
AI_INFRA,2022,False,-0.2643724696356275
OTHER,2022,False,0.0653959199460412
OTHER,2022,False,-0.0294154590602947
OTHER,2022,False,-0.308733165035825
OTHER,2022,True,0.021153619279806
OTHER,2022,False,-0.2904073088724147
OTHER,2022,True,0.2203095809981319
OTHER,2022,True,-0.242729680429318
OTHER,2022,True,-0.2754816400686593
OTHER,2022,False,-0.2427172705854817
OTHER,2022,False,-0.2128415388622269
OTHER,2022,True,0.1282938667379836
OTHER,2022,False,-0.3527170948726253
OTHER,2022,True,-0.2291850487952984
OTHER,2022,False,-0.3266573760085673
TECH_OTHER,2022,True,-0.1224278218528631
OTHER,2022,True,-0.3433219178082192
OTHER,2022,False,-0.1909292430615327
OTHER,2022,True,-0.0969454712989726
OTHER,2022,False,-0.4158700054271175
OTHER,2022,False,-0.2790597966488455
OTHER,2022,False,-0.2592456975466861
OTHER,2022,False,-0.3119460826963053
AI_INFRA,2022,False,-0.2344515853463951
OTHER,2022,False,-0.3079632558967995
OTHER,2022,True,-0.2756010724150779
OTHER,2022,False,-0.3642732049036776
TECH_OTHER,2022,True,-0.3517191977077363
OTHER,2022,False,-0.1347963920867686
OTHER,2022,False,-0.3660477453580902
OTHER,2022,True,-0.1869527840639804
OTHER,2022,False,-0.2054767573675409
OTHER,2022,False,-0.2954811179137609
OTHER,2022,True,-0.2066875229811372
OTHER,2022,True,-0.1665811157616371
OTHER,2022,False,-0.2475079009270175
OTHER,2022,True,-0.1392441860465116
OTHER,2022,False,-0.2091243110838947
OTHER,2022,False,-0.2260583641594739
OTHER,2022,True,-0.2616921567236295
OTHER,2022,True,-0.3393413387819456
OTHER,2022,False,-0.4924060751398881
OTHER,2022,False,-0.0418848167539267
OTHER,2022,False,-0.2736045394466053
OTHER,2022,False,-0.3062433580567245
OTHER,2022,True,-0.2769819506521185
OTHER,2022,False,-0.2042714147887112
OTHER,2022,False,-0.0948712304644507
TECH_OTHER,2022,False,-0.0949195829701333
OTHER,2022,False,0.3269250095854876
OTHER,2022,False,-0.1652639632746748
OTHER,2022,False,-0.2401947075403454
TECH_OTHER,2022,False,-0.3440968718466195
OTHER,2022,False,-0.299742384305361
OTHER,2022,False,-0.3110548353917971
OTHER,2022,False,-0.2462772824006579
OTHER,2022,False,-0.0971160860852807
OTHER,2022,False,-0.2059758482276344
OTHER,2022,False,-0.2212385683821536
OTHER,2022,False,-0.2444146137963011
OTHER,2022,False,0.215871199785508
OTHER,2022,False,-0.0124497463070695
OTHER,2022,False,0.0473894939117232
OTHER,2022,False,-0.3585269338751097
OTHER,2022,False,-0.2083592011678244
OTHER,2022,False,-0.1921690271685948
OTHER,2022,False,-0.1823272619412591
OTHER,2022,False,0.020016121070671
OTHER,2022,False,0.2244484695391833
OTHER,2022,False,-0.193029490616622
OTHER,2022,False,-0.3065254393880232
OTHER,2022,False,-0.2032747165726113
OTHER,2022,False,-0.1809022460771664
OTHER,2022,False,-0.2361146758792688
OTHER,2022,False,-0.1757720967750197
OTHER,2022,False,-0.0440124953559157
OTHER,2022,False,-0.273427179948118
OTHER,2022,False,0.7018176170329689
OTHER,2022,False,-0.1796226415094339
OTHER,2022,False,0.0470514822895591
OTHER,2022,False,-0.231095046619472
OTHER,2022,False,-0.3326312149983675
OTHER,2022,False,-0.3308450385107945
OTHER,2022,False,-0.2741402559971503
OTHER,2022,False,-0.2583006402729907
OTHER,2022,False,-0.4309707477154533
OTHER,2022,False,-0.2843602066350323
OTHER,2022,False,-0.2626977509594915
OTHER,2022,False,-0.2612458637206321
OTHER,2022,False,-0.2580602960618512
OTHER,2022,False,0.0040261701056869
OTHER,2022,False,-0.300836437638731
TECH_OTHER,2022,False,-0.3049863387978142
OTHER,2022,False,-0.316445941808932
OTHER,2022,False,-0.2653297662044577
OTHER,2022,True,0.1326076636529116
OTHER,2022,True,-0.1067366451602138
OTHER,2022,True,-0.0045901639344262
OTHER,2022,False,-0.1441571871768354
TECH_OTHER,2022,True,-0.120243381718361
OTHER,2022,True,-0.225329499382641
OTHER,2022,True,-0.2206416283092287
OTHER,2022,True,-0.0971014492753624
OTHER,2022,False,0.0223463687150837
OTHER,2022,True,-0.1326530612244898
OTHER,2022,True,-0.0303030303030301
OTHER,2022,False,-0.2640689607539302
OTHER,2022,True,-0.2516129032258064
OTHER,2022,False,-0.1845420497105889
OTHER,2022,False,-0.205128205128205
TECH_OTHER,2022,True,-0.0314187978013937
TECH_OTHER,2022,True,-0.2407286705245083
OTHER,2022,False,-0.1
OTHER,2022,False,-0.175438596491228
OTHER,2022,False,-0.0863787375415282
OTHER,2022,True,-0.0418924016007631
OTHER,2022,True,-0.1524426133019423
OTHER,2022,True,0.2332643202208419
OTHER,2022,True,0.0069804685796754
OTHER,2022,True,0.1235421025984104
OTHER,2022,False,-0.2272276245286764
OTHER,2022,True,0.1408276571300484
OTHER,2022,True,-0.1377777777777777
OTHER,2022,True,-0.0687333496562041
OTHER,2022,False,-0.2232759520021917
OTHER,2022,True,-0.1967084639498433
OTHER,2022,True,-0.0196078431372549
TECH_OTHER,2022,True,-0.2590417310664605
OTHER,2022,True,-0.1980734966127632
OTHER,2022,True,-0.1768700147269377
OTHER,2022,True,0.1036940930685261
OTHER,2022,True,-0.0339340800597171
OTHER,2022,True,-0.0872093023255814
OTHER,2022,True,-0.1393129770992366
OTHER,2022,True,0.0759493670886075
OTHER,2022,False,-0.2117647058823528
OTHER,2022,True,-0.0508982035928143
OTHER,2022,False,-0.2551409845710984
OTHER,2022,False,-0.1983739837398375
OTHER,2022,True,1.4603007511813546
OTHER,2022,True,-0.0585898709036744
OTHER,2022,True,0.1150746215125952
OTHER,2022,True,-0.099623812460262
OTHER,2022,False,-0.1875
OTHER,2022,True,-0.0132488038009525
OTHER,2022,True,0.1901279707495429
OTHER,2022,True,0.032695374800638
OTHER,2022,True,-0.1480519480519481
OTHER,2022,True,-0.1869398207426376
OTHER,2022,True,0.2463054187192117
OTHER,2022,False,-0.1056755928365952
OTHER,2022,True,-0.2105263157894736
OTHER,2022,True,-0.0375883108081837
OTHER,2022,False,-0.0542259788114567
OTHER,2022,True,-0.0959039075085331
OTHER,2022,True,0.2095416276894293
OTHER,2022,True,-0.0782818829757945
OTHER,2022,False,-0.2349740291862477
OTHER,2022,True,0.3036144578313251
OTHER,2022,True,0.0327009186518534
OTHER,2022,False,-0.0559440559440559
OTHER,2022,True,-0.0796269727403156
OTHER,2022,True,-0.0607476635514019
OTHER,2022,True,-0.1203703703703704
OTHER,2022,True,0.016
OTHER,2022,True,0.0110100646709552
OTHER,2022,True,-0.0860927152317881
OTHER,2022,True,-0.0875000000000001
OTHER,2022,True,-0.1694609703926828
OTHER,2022,True,-0.0477941176470587
OTHER,2022,True,-0.079113924050633
OTHER,2022,True,-0.2854785478547854
TECH_OTHER,2022,True,-0.1396468699839486
OTHER,2022,True,-0.0566948130277442
OTHER,2022,True,-0.0538461538461537
OTHER,2022,True,-0.0571096267379439
OTHER,2022,True,0.1983996571609341
OTHER,2022,False,-0.188828564482783
OTHER,2022,True,-0.1480484522207268
OTHER,2022,False,-0.0105078809106828
OTHER,2022,False,-0.1337773418896727
OTHER,2022,True,0.1627543035993741
OTHER,2022,False,-0.1214414062022516
OTHER,2022,False,-0.2927325286764904
OTHER,2022,False,-0.3577899159866502
OTHER,2022,False,-0.2870264064293916
OTHER,2022,True,-0.035820895522388
OTHER,2022,False,-0.0273972602739726
OTHER,2022,False,-0.2621082621082621
OTHER,2022,True,0.051505016722408
OTHER,2022,False,0.1121380974602077
OTHER,2022,True,-0.0245746691871455
OTHER,2022,False,-0.2074296181649522
OTHER,2022,False,-0.2523543204936138
OTHER,2022,True,-0.0213351686166552
OTHER,2022,False,-0.2001621272133819
OTHER,2022,False,-0.1880197064905092
OTHER,2022,True,-0.0410106976334901
OTHER,2022,True,-0.2260672098762893
OTHER,2022,True,-0.1661870503597122
OTHER,2022,False,-0.0864714086471407
OTHER,2022,True,-0.0999286565993797
OTHER,2022,True,-0.0502599653379549
OTHER,2022,True,-0.0622503236325836
OTHER,2022,True,0.0635593220338985
OTHER,2022,False,-0.2450142450142449
OTHER,2022,False,-0.1795134443021766
OTHER,2022,True,-0.2145647212912715
OTHER,2022,True,-0.1104292941668455
OTHER,2022,False,0.0012706480304953
OTHER,2022,True,0.0716641331968817
OTHER,2022,True,-0.0410209662716499
OTHER,2022,True,-0.158695652173913
OTHER,2022,False,-0.1393983859134263
OTHER,2022,True,-0.0691964285714286
OTHER,2022,True,-0.1544502617801046
OTHER,2022,True,-0.1770899869959327
OTHER,2022,True,0.022764764104256
OTHER,2022,False,-0.2192754876755371
OTHER,2022,True,-0.1296625222024865
OTHER,2022,True,0.6652894657933366
OTHER,2022,True,-0.0207715133531156
OTHER,2022,False,-0.2257649449907679
OTHER,2022,True,0.3361215702333031
OTHER,2022,True,0.306278538238635
TECH_OTHER,2022,False,-0.1120797011207969
OTHER,2022,False,-0.0251435177494796
OTHER,2022,False,-0.3452513966480447
OTHER,2022,True,0.4007394995329278
OTHER,2022,True,-0.099099099099099
OTHER,2022,True,0.0516210408296737
OTHER,2022,True,0.6080870917573873
OTHER,2022,True,-0.1643663739021329
OTHER,2022,False,-0.0297029702970297
OTHER,2022,False,-0.177623835117724
OTHER,2022,True,-0.1265206812652068
OTHER,2022,False,-0.1367521367521367
OTHER,2022,True,0.0287648054145515
OTHER,2022,True,-0.0526923133973846
OTHER,2022,False,-0.2771784232365145
OTHER,2022,True,-0.1128309572301425
OTHER,2022,True,-0.0978465230666042
TECH_OTHER,2022,True,-0.2039513317307126
OTHER,2022,True,-0.1036580595472442
OTHER,2022,False,-0.2378456441195057
OTHER,2022,True,-0.1766978023435557
OTHER,2022,False,-0.2221164798605653
TECH_OTHER,2022,False,-0.4762177650429799
OTHER,2022,False,-0.3047774187794948
OTHER,2022,True,0.2040441176470588
OTHER,2022,False,-0.2217874341732738
OTHER,2022,False,-0.3423039416854286
OTHER,2022,False,-0.3192142418661755
OTHER,2022,True,0.005452622090549
OTHER,2022,True,-0.1463468497979411
OTHER,2022,True,-0.0949384116377405
OTHER,2022,True,-0.1196670135275754
OTHER,2022,True,-0.0550537450885427
OTHER,2022,False,-0.2986287203445851
OTHER,2022,False,-0.1889515674300601
OTHER,2022,False,0.0731332744267299
OTHER,2022,False,-0.2255803274297126
OTHER,2022,True,-0.0504439274025039
OTHER,2022,True,-0.0543636387477926
OTHER,2022,False,-0.227628318108464
OTHER,2022,True,0.0031165446174616
OTHER,2022,True,-0.0086904866337323
OTHER,2022,True,0.0505702661555844
OTHER,2022,True,-0.1233732941596126
OTHER,2022,False,-0.2124461427434224
OTHER,2022,False,-0.1458236856002143
OTHER,2022,True,-0.0531614970583164
OTHER,2022,True,-0.015279138099902
OTHER,2022,True,-0.1497500768151458
OTHER,2022,True,-0.1607005942110893
OTHER,2022,False,-0.2631545998849433
OTHER,2022,True,0.6338110948527778
OTHER,2022,True,0.309209570624549
OTHER,2022,False,-0.1845841784989857
OTHER,2022,False,0.1627170343812436
OTHER,2022,False,-0.1802403204272363
OTHER,2022,True,-0.1313616944490369
OTHER,2022,False,-0.1943268416596105
OTHER,2022,False,-0.2497769848349686
OTHER,2022,True,-0.1400541142707687
OTHER,2022,False,-0.4126822728593466
OTHER,2022,True,-0.1202304441149982
OTHER,2022,False,-0.1498786407766991
OTHER,2022,True,-0.1127079323227406
OTHER,2022,False,-0.2571348970550718
OTHER,2022,False,-0.2586013011332719
OTHER,2022,True,-0.1376124885084267
OTHER,2022,False,-0.217926587413878
OTHER,2022,True,0.9686575342212014
OTHER,2022,True,-0.0178708681545256
OTHER,2022,True,0.2581840945705227
OTHER,2022,True,-0.0622222222222222
OTHER,2022,False,-0.0985158911180786
OTHER,2022,True,-0.3299201923885748
OTHER,2022,True,-0.0311966453864034
OTHER,2022,False,-0.1404601065932503
OTHER,2022,False,-0.1740885775947974
OTHER,2022,False,-0.1339566646124063
OTHER,2022,False,-0.089781449487766
OTHER,2022,True,-0.1252951798860953
OTHER,2022,False,-0.1580050293378039
OTHER,2022,True,-0.3224993076337171
OTHER,2022,True,-0.1733629029881132
OTHER,2022,True,0.5569083760348827
OTHER,2022,False,-0.1949106650426988
OTHER,2022,False,-0.2046370967741935
OTHER,2022,False,-0.1061960472245762
OTHER,2022,False,0.051643184083586
OTHER,2022,True,-0.1942369263607257
OTHER,2022,False,-0.1649170076119461
OTHER,2022,False,-0.2637707973113283
OTHER,2022,False,-0.2562775262405603
OTHER,2022,False,-0.1706758304696449
OTHER,2022,False,-0.2784482758620689
OTHER,2022,False,-0.1661415115507818
OTHER,2022,True,-0.1046998492932588
OTHER,2022,False,-0.058289555783336
OTHER,2022,False,-0.1555419375412265
OTHER,2022,False,-0.074243290513193
OTHER,2022,False,-0.2553025155227209
OTHER,2022,False,-0.3341869398207426
OTHER,2022,False,-0.229677333898736
OTHER,2022,False,-0.1389402911071359
OTHER,2022,False,0.111944965603502
OTHER,2022,False,-0.1878881528602287
OTHER,2022,True,-0.1033797216699801
TECH_OTHER,2022,True,-0.0320539505453335
OTHER,2022,True,-0.1753051329209162
TECH_OTHER,2022,False,-0.3840955180516183
OTHER,2022,False,-0.442171779460726
TECH_OTHER,2022,False,-0.4083522911927202
OTHER,2022,True,0.0607901258564556
TECH_OTHER,2022,True,-0.217579250720461
OTHER,2022,True,0.7356415257910709
OTHER,2022,True,-0.011090236083917
OTHER,2022,False,0.2566965914896721
TECH_OTHER,2022,False,-0.2381547399710376
TECH_OTHER,2022,False,-0.1826568265682656
TECH_OTHER,2022,True,-0.2030811428204357
OTHER,2022,False,-0.4322848587229553
TECH_OTHER,2022,False,-0.2890683605551184
TECH_OTHER,2022,False,-0.1278947368421052
TECH_OTHER,2022,True,-0.2448416810663953
OTHER,2022,False,-0.3569175045658106
OTHER,2022,False,-0.322572038420491
OTHER,2022,True,-0.067087246937175
OTHER,2022,True,-0.1646142876636923
OTHER,2022,False,-0.4061583195712474
OTHER,2022,False,-0.2812353780049317
OTHER,2022,False,-0.4368523949169111
TECH_OTHER,2022,False,-0.3798936154228876
OTHER,2022,False,-0.2968705035971223
OTHER,2022,False,-0.1493959731543623
TECH_OTHER,2022,True,-0.2064867074216814
OTHER,2022,False,-0.3654328829516029
TECH_OTHER,2022,True,-0.2979792375941505
OTHER,2022,True,0.0598497491205576
OTHER,2022,False,-0.4467567573208139
OTHER,2022,False,0.2468795975231652
TECH_OTHER,2022,False,-0.4316430020283975
OTHER,2022,False,-0.2864978902953586
TECH_OTHER,2022,False,-0.315061911574051
TECH_OTHER,2022,False,-0.15766525348032
OTHER,2022,True,-0.1158230855719286
OTHER,2022,False,-0.4429870954093505
OTHER,2022,False,-0.0023378141437755
OTHER,2022,False,-0.255332902391726
OTHER,2022,False,-0.1790182868142444
OTHER,2022,False,0.1587706429618156
OTHER,2022,False,-0.0580732814028046
OTHER,2022,False,-0.2670878805284319
OTHER,2022,False,-0.3628405895109138
OTHER,2022,False,-0.227241835433041
OTHER,2022,False,0.0455123523307354
OTHER,2022,True,-0.0703949251132024
OTHER,2022,False,-0.1755284552845529
AI_INFRA,2022,False,-0.4678902192193584
OTHER,2022,True,-0.0234113712374581
TECH_OTHER,2022,False,0.3060255881139084
TECH_OTHER,2022,True,-0.0796169041046228
OTHER,2022,False,-0.3079553549445347
OTHER,2022,False,-0.1737328475450256
TECH_OTHER,2022,True,-0.358306281014058
OTHER,2022,False,-0.061226769949498
OTHER,2022,True,0.3788943852168935
TECH_OTHER,2022,True,-0.143769968051118
OTHER,2022,False,-0.2804406073236082
OTHER,2022,True,-0.1942427893536942
OTHER,2022,True,-0.1314065600153073
TECH_OTHER,2022,True,0.0065888995355891
OTHER,2022,True,0.0059066638996851
OTHER,2022,False,-0.4501718213058419
OTHER,2022,False,-0.1784052497458934
OTHER,2022,True,-0.0235171025765092
OTHER,2022,False,-0.4659249379286159
TECH_OTHER,2022,False,-0.3701171850761627
OTHER,2022,True,0.0375044012431626
TECH_OTHER,2022,True,0.0084335394364507
OTHER,2022,False,-0.0832778809255939
OTHER,2022,True,0.0198664604599925
OTHER,2022,False,-0.0972818459232965
TECH_OTHER,2022,False,-0.3720073186689332
OTHER,2022,True,0.2742563080780367
OTHER,2022,False,0.5400524441097627
TECH_OTHER,2022,False,-0.0979958338699195
OTHER,2022,False,0.2476933995741661
TECH_OTHER,2022,False,-0.3289473684210526
OTHER,2022,False,-0.3150149096679449
OTHER,2022,False,-0.0691442667163164
OTHER,2022,False,-0.1386705901508486
OTHER,2022,False,0.1027325994139956
OTHER,2022,False,-0.0797185097089204
OTHER,2022,False,-0.3726571667831316
TECH_OTHER,2022,False,-0.3479447381044169
TECH_OTHER,2022,False,-0.0291142988382903
TECH_OTHER,2022,True,-0.15675573955589
OTHER,2022,False,-0.3400522041763341
OTHER,2022,False,0.5009575012852536
OTHER,2022,True,0.0820492621469299
OTHER,2022,False,0.0369231519992472
OTHER,2022,True,0.6808418532044589
OTHER,2022,True,0.1730159692085857
OTHER,2022,False,-0.2688118226713851
OTHER,2022,False,-0.1039467900127624
OTHER,2022,True,0.1659849022214568
OTHER,2022,True,0.3775811209439528
OTHER,2022,True,0.2617111626029835
OTHER,2022,True,0.0509554140127388
OTHER,2022,False,0.7590302360209848
OTHER,2022,False,-0.1919191919191919
OTHER,2022,True,0.2623762376237624
OTHER,2022,False,0.1212121212121211
OTHER,2022,False,-0.0138905794142148
OTHER,2022,True,0.5128205128205128
TECH_OTHER,2022,False,-0.1293788624384364
OTHER,2022,False,0.0515559679007238
OTHER,2022,False,0.0922012476973366
OTHER,2022,False,0.5262154440400415
OTHER,2022,True,-0.199398498092271
OTHER,2022,False,0.0992366412213741
OTHER,2022,True,0.0268378565506968
OTHER,2022,True,0.314394297544851
