code,day,state,rps_t0,rps_t1,state_t1,fwd6,fwd6_excess,R1_price,R2_state,R3_excess,year,rps_prev,ind_rps,ind_rps_prev,rps_chg,rps_turn,ind_rps_turn
300109,20220505,L5-A,19.51219512195122,99.3421052631579,L3,1.0046566695826766,0.9098032899204912,True,True,True,2022,78.57142857142857,50.40650406504065,50.40650406504065,5.0912828947368425,False,False
300112,20220505,L5-A,55.90551181102362,57.04225352112676,L2,0.250136522538918,-0.0182987609313551,True,True,False,2022,87.90322580645162,50.39370078740158,50.39370078740158,1.0203332672088872,False,False
300127,20220505,L5-A,10.869565217391305,41.269841269841265,L0,0.0470248239111379,-0.0458715152954023,False,False,False,2022,76.08695652173914,51.08695652173913,51.08695652173913,3.796825396825396,False,False
300151,20220505,L5-A,3.149606299212598,42.934782608695656,L0,0.2457853754300425,-0.0226499080402306,False,False,False,2022,88.70967741935483,50.39370078740158,50.39370078740158,13.631793478260873,False,False
300171,20220505,L5-A,61.016949152542374,6.190476190476191,L1,-0.2389660474798475,-0.325832414337865,False,False,False,2022,86.16352201257862,50.282485875706215,50.282485875706215,0.10145502645502645,False,False
300194,20220505,L5-A,37.85310734463277,43.21608040201005,L0,0.0427350427350425,-0.044131324122975,False,False,False,2022,71.0691823899371,50.282485875706215,50.282485875706215,1.1416785419635491,False,False
300224,20220505,L5-A,36.95652173913043,61.904761904761905,L2,0.1215753424657535,0.0286790032592132,True,True,False,2022,91.30434782608695,51.08695652173913,51.08695652173913,1.6750700280112047,False,False
300247,20220505,L5-A,53.57142857142857,65.11627906976744,L2,0.0868167202572347,0.0912593882968919,True,True,True,2022,90.0,51.785714285714285,51.785714285714285,1.2155038759689922,False,False
300260,20220505,L5-A,38.582677165354326,98.36956521739133,L3,1.880064396596532,1.6116291131262588,True,True,True,2022,94.35483870967742,50.39370078740158,50.39370078740158,2.549578527063,False,False
300305,20220505,L5-A,13.008130081300814,18.421052631578945,L1,0.1336412902348243,0.0387879105726387,False,False,False,2022,70.63492063492063,50.40650406504065,50.40650406504065,1.4161184210526312,False,False
300320,20220505,L5-B,16.260162601626014,46.71052631578947,L2,0.2710428262191358,0.1761894465569503,False,True,True,2022,99.20634920634922,50.40650406504065,50.40650406504065,2.872697368421053,False,False
300351,20220505,L5-A,48.818897637795274,73.91304347826086,L3,0.4019933554817276,0.1335580720114544,True,True,True,2022,97.58064516129032,50.39370078740158,50.39370078740158,1.514025245441795,False,False
300358,20220505,L5-A,23.728813559322035,44.285714285714285,L2,0.0884927723481323,0.0016264054901147,False,True,False,2022,90.56603773584906,50.282485875706215,50.282485875706215,1.8663265306122447,False,False
300452,20220505,L5-B,38.983050847457626,87.61904761904762,L3,0.3804783338104185,0.293611966952401,True,True,True,2022,96.22641509433964,50.282485875706215,50.282485875706215,2.2476190476190476,False,False
300470,20220505,L5-A,66.14173228346458,40.76086956521739,L2,0.2920415762714818,0.0236062928012086,False,True,False,2022,75.0,50.39370078740158,50.39370078740158,0.6162655279503104,False,False
300487,20220505,L5-A,13.821138211382117,92.76315789473684,L3,0.7911179254909035,0.696264545828718,True,True,True,2022,88.88888888888889,50.40650406504065,50.40650406504065,6.711687306501546,False,False
300519,20220505,L5-A,53.10734463276836,35.23809523809524,L1,0.0409811915744215,-0.045885175283596,False,False,False,2022,83.01886792452831,50.282485875706215,50.282485875706215,0.6635258358662615,False,False
300610,20220505,L5-B,15.447154471544716,53.289473684210535,L2,0.0889182016018104,-0.0059351780603751,True,True,False,2022,82.53968253968253,50.40650406504065,50.40650406504065,3.4497922437673134,False,False
300683,20220505,L5-B,1.694915254237288,90.47619047619048,L3,0.1399938328707985,0.0531274660127809,True,True,True,2022,84.27672955974843,50.282485875706215,50.282485875706215,53.38095238095239,False,False
300688,20220505,L5-A,29.411764705882355,9.523809523809524,L0,0.0340277777777777,-0.1295393466370863,False,False,False,2022,83.33333333333334,52.94117647058823,52.94117647058823,0.32380952380952377,False,False
300748,20220505,L5-B,21.73913043478261,76.19047619047619,L3,0.2158863660123935,0.1229900268058532,True,True,True,2022,84.78260869565217,51.08695652173913,51.08695652173913,3.5047619047619047,False,False
300755,20220505,L5-A,21.875,27.27272727272727,L1,-0.359324280820777,-0.3454413182857199,False,False,False,2022,100.0,51.5625,51.5625,1.2467532467532467,False,False
300835,20220505,L5-A,6.521739130434782,68.25396825396825,L2,0.2214255588359341,0.1285292196293938,True,True,True,2022,100.0,51.08695652173913,51.08695652173913,10.465608465608467,False,False
300855,20220505,L5-A,13.043478260869565,77.77777777777779,L3,0.7046657449452891,0.6117694057387488,True,True,True,2022,93.47826086956522,51.08695652173913,51.08695652173913,5.962962962962964,False,False
300859,20220505,L5-B,52.94117647058824,58.82352941176471,L0,0.387363241318253,0.2237961169033889,True,False,True,2022,100.0,52.94117647058823,52.94117647058823,1.1111111111111112,False,False
600010,20220505,L5-A,17.857142857142858,76.92307692307693,L3,-0.013646108536908,0.0860833806961278,True,True,True,2022,75.0,51.785714285714285,51.785714285714285,4.307692307692308,False,False
600085,20220505,L5-A,44.06779661016949,64.76190476190476,L2,0.1810425839973781,0.0941762171393605,True,True,True,2022,91.19496855345912,50.282485875706215,50.282485875706215,1.4695970695970697,False,False
600114,20220505,L5-B,17.322834645669293,75.54347826086956,L3,0.52813373302522,0.2596984495549469,True,True,True,2022,85.48387096774194,50.39370078740158,50.39370078740158,4.360918972332016,False,False
600129,20220505,L5-A,27.68361581920904,92.38095238095238,L3,0.9366407650926484,0.8497743982346309,True,True,True,2022,94.9685534591195,50.282485875706215,50.282485875706215,3.3370262390670553,False,False
600285,20220505,L5-A,46.32768361581921,80.0,L3,0.2773243378723498,0.1904579710143322,True,True,True,2022,89.937106918239,50.282485875706215,50.282485875706215,1.726829268292683,False,False
600329,20220505,L5-B,21.468926553672315,67.14285714285714,L2,0.4449872660940188,0.3581208992360012,True,True,True,2022,72.32704402515722,50.282485875706215,50.282485875706215,3.1274436090225564,False,False
600348,20220505,L5-A,10.526315789473683,100.0,L3,0.6989129123377158,0.6756819073503747,True,True,True,2022,89.47368421052632,52.63157894736842,52.63157894736842,9.500000000000002,False,False
600351,20220505,L5-A,57.06214689265536,59.04761904761905,L2,0.0061009433873251,-0.0807654234706924,True,True,False,2022,81.76100628930818,50.282485875706215,50.282485875706215,1.034794908062235,False,False
600378,20220505,L5-A,66.66666666666666,36.18421052631579,L1,0.2700249413761726,0.1751715617139871,False,False,True,2022,97.61904761904762,50.40650406504065,50.40650406504065,0.5427631578947368,False,False
600399,20220505,L5-A,3.571428571428571,96.15384615384616,L3,0.3496608892238131,0.4493903784568489,True,True,True,2022,96.42857142857144,51.785714285714285,51.785714285714285,26.923076923076927,False,False
600403,20220505,L5-A,57.89473684210527,23.809523809523807,L1,-0.0520573558189966,-0.0752883608063377,False,False,False,2022,84.21052631578947,52.63157894736842,52.63157894736842,0.41125541125541115,False,False
600516,20220505,L5-A,14.285714285714285,84.61538461538461,L3,-0.096774193548387,0.0029552956846488,True,True,False,2022,92.85714285714286,51.785714285714285,51.785714285714285,5.923076923076923,False,False
600529,20220505,L5-B,3.389830508474576,74.28571428571429,L3,0.370600031731324,0.2837336648733065,True,True,True,2022,93.71069182389935,50.282485875706215,50.282485875706215,21.914285714285718,False,False
600559,20220505,L5-A,64.0625,63.888888888888886,L2,0.0235926507612365,0.0411075415083155,True,True,False,2022,88.13559322033898,50.78125,50.78125,0.997289972899729,False,False
600566,20220505,L5-A,64.40677966101694,19.52380952380953,L1,0.4009398530905281,0.3140734862325106,False,False,True,2022,98.1132075471698,50.282485875706215,50.282485875706215,0.30313283208020064,False,False
600587,20220505,L5-A,25.42372881355932,76.19047619047619,L3,0.4852647675626029,0.3983984007045854,True,True,True,2022,74.84276729559748,50.282485875706215,50.282485875706215,2.9968253968253973,False,False
600594,20220505,L5-A,39.548022598870055,55.27638190954774,L0,0.0881226053639847,0.0012562385059671,True,False,False,2022,88.0503144654088,50.282485875706215,50.282485875706215,1.39770279971285,False,False
600876,20220505,L5-A,4.3478260869565215,54.166666666666664,L0,0.1040748898678414,0.1708254567595289,True,False,True,2022,100.0,52.17391304347826,52.17391304347826,12.458333333333334,False,False
600976,20220505,L5-A,2.2598870056497176,32.38095238095238,L1,0.4343515892197884,0.3474852223617709,False,False,True,2022,100.0,50.282485875706215,50.282485875706215,14.328571428571427,False,False
601011,20220505,L5-A,5.263157894736842,61.904761904761905,L2,-0.093994778067885,-0.1172257830552261,True,True,False,2022,94.73684210526316,52.63157894736842,52.63157894736842,11.761904761904763,False,False
601677,20220505,L5-A,63.04347826086957,39.68253968253968,L1,-0.4323846622087239,-0.5252810014152641,False,False,False,2022,78.26086956521739,51.08695652173913,51.08695652173913,0.6294471811713189,False,False
603088,20220505,L5-B,67.71653543307087,87.5,L3,0.4700782414561237,0.2016429579858505,True,True,True,2022,87.09677419354838,50.39370078740158,50.39370078740158,1.2921511627906976,False,False
603115,20220505,L5-A,47.82608695652174,26.984126984126984,L1,-0.1914879992684753,-0.2843843384750155,False,False,False,2022,80.43478260869566,51.08695652173913,51.08695652173913,0.5642135642135642,False,False
603198,20220505,L5-A,43.75,1.3888888888888888,L1,-0.1611026242419885,-0.1435877334949094,False,False,False,2022,94.91525423728814,50.78125,50.78125,0.031746031746031744,False,False
603309,20220505,L5-B,48.58757062146893,96.1904761904762,L3,0.6509055072502976,0.5640391403922801,True,True,True,2022,88.67924528301887,50.282485875706215,50.282485875706215,1.9797342192691032,False,False
603336,20220505,L5-B,41.17647058823529,60.0,L2,-0.0015974440894568,-0.004071667864079,True,True,False,2022,76.66666666666667,51.470588235294116,51.470588235294116,1.4571428571428573,False,False
603369,20220505,L5-A,50.0,36.11111111111111,L1,-0.1225538010313357,-0.1050389102842566,False,False,False,2022,76.27118644067797,50.78125,50.78125,0.7222222222222221,False,False
603439,20220505,L5-B,51.9774011299435,45.23809523809524,L2,0.0252032520325202,-0.0616631148254973,False,True,False,2022,74.21383647798741,50.282485875706215,50.282485875706215,0.8703416149068324,False,False
603520,20220505,L5-A,51.41242937853108,1.4285714285714286,L1,-0.4360451498362853,-0.5229115166943028,False,False,False,2022,86.79245283018868,50.282485875706215,50.282485875706215,0.02778649921507064,False,False
603566,20220505,L5-A,44.11764705882353,91.42857142857144,L0,0.3694856856171526,0.3670114618425303,True,False,True,2022,86.66666666666667,51.470588235294116,51.470588235294116,2.0723809523809527,False,False
603589,20220505,L5-A,17.1875,20.833333333333336,L1,-0.1588799704451484,-0.1413650796980693,False,False,False,2022,96.61016949152544,50.78125,50.78125,1.2121212121212122,False,False
603666,20220505,L5-A,20.47244094488189,5.434782608695652,L0,-0.2765335234284558,-0.5449688068987288,False,False,False,2022,95.16129032258064,50.39370078740158,50.39370078740158,0.2654682274247492,False,False
603698,20220505,L5-B,51.181102362204726,32.608695652173914,L0,0.1067207650159718,-0.1617145184543013,False,False,False,2022,73.38709677419355,50.39370078740158,50.39370078740158,0.637123745819398,False,False
603719,20220505,L5-A,6.25,91.66666666666666,L3,0.2662123782425305,0.2837272689896096,True,True,True,2022,72.88135593220339,50.78125,50.78125,14.666666666666664,False,False
603722,20220505,L5-A,18.69918699186992,19.73684210526316,L1,0.076333668192565,-0.0185197114696205,False,False,False,2022,77.77777777777779,50.40650406504065,50.40650406504065,1.055491990846682,False,False
605166,20220505,L5-A,39.02439024390244,41.44736842105263,L2,0.1616983334163155,0.06684495375413,False,True,True,2022,96.03174603174604,50.40650406504065,50.40650406504065,1.0620888157894737,False,False
605183,20220505,L5-B,72.35772357723577,69.07894736842105,L0,0.1534459598852253,0.0585925802230398,True,False,True,2022,76.19047619047619,50.40650406504065,50.40650406504065,0.9546865759905382,False,False
605337,20220505,L5-B,45.3125,18.055555555555554,L0,-0.2094669549824709,-0.1919520642353918,False,False,False,2022,71.1864406779661,50.78125,50.78125,0.39846743295019155,False,False
605369,20220505,L5-B,28.24858757062147,91.42857142857144,L3,0.0094550779659832,-0.0774112888920343,True,True,False,2022,93.08176100628933,50.282485875706215,50.282485875706215,3.236571428571429,False,False
688017,20220505,L5-B,6.299212598425196,96.7391304347826,L3,0.9941212835711526,0.7256860001008795,True,True,True,2022,83.06451612903226,50.39370078740158,50.39370078740158,15.357336956521738,False,False
688065,20220505,L5-B,3.2520325203252036,42.10526315789473,L0,0.0038974504041449,-0.0909559292580406,False,False,False,2022,76.98412698412699,50.40650406504065,50.40650406504065,12.947368421052628,False,False
688166,20220505,L5-B,4.519774011299435,27.142857142857142,L0,0.0300409853644509,-0.0568253814935666,False,False,False,2022,84.90566037735849,50.282485875706215,50.282485875706215,6.005357142857143,False,False
688298,20220505,L5-A,41.80790960451977,3.8095238095238098,L0,-0.3410507742345956,-0.4279171410926131,False,False,False,2022,96.85534591194968,50.282485875706215,50.282485875706215,0.09111969111969113,False,False
688356,20220505,L5-B,14.124293785310735,84.76190476190476,L3,0.0290557896304057,-0.0578105772276118,True,True,False,2022,91.8238993710692,50.282485875706215,50.282485875706215,6.001142857142857,False,False
688357,20220505,L5-A,4.878048780487805,97.79411764705884,L3,-0.0222866406751804,-0.1171400203373659,True,True,False,2022,93.65079365079364,50.40650406504065,50.40650406504065,20.04779411764706,False,False
688399,20220505,L5-B,76.27118644067797,29.52380952380953,L1,-0.1952360005755404,-0.2821023674335579,False,False,False,2022,79.87421383647799,50.282485875706215,50.282485875706215,0.38708994708994715,False,False
688658,20220505,L5-A,11.299435028248588,30.47619047619048,L0,0.1610287511510169,0.0741623842929993,False,False,True,2022,92.45283018867924,50.282485875706215,50.282485875706215,2.6971428571428575,False,False
688665,20220505,L5-A,29.92125984251969,16.304347826086957,L1,-0.1978626647081922,-0.4662979481784653,False,False,False,2022,83.87096774193549,50.39370078740158,50.39370078740158,0.5449084668192219,False,False
688696,20220505,L5-A,28.57142857142857,11.627906976744184,L1,-0.30715314475096,-0.3027104767113027,False,False,False,2022,76.66666666666667,51.785714285714285,51.785714285714285,0.40697674418604646,False,False
000404,20220901,L5-A,67.44186046511628,86.04651162790698,L3,0.0787119856887299,0.0241915249062245,True,True,False,2022,89.28571428571429,51.16279069767442,51.16279069767442,1.2758620689655173,False,False
000408,20220901,L5-A,53.96825396825397,20.0,L1,-0.0610790634543604,-0.1414841565526228,False,False,False,2022,34.78260869565217,50.79365079365079,51.08695652173913,0.37058823529411766,True,False
000603,20220901,L5-B,34.92063492063492,92.72727272727272,L3,0.2532110091743118,0.1728059160760493,True,True,True,2022,71.73913043478261,50.79365079365079,50.79365079365079,2.6553719008264465,False,False
000630,20220901,L5-B,7.936507936507936,87.27272727272727,L3,0.1937716262975779,0.1133665331993154,True,True,True,2022,78.26086956521739,50.79365079365079,50.79365079365079,10.996363636363636,False,False
000657,20220901,L5-A,14.285714285714285,98.1818181818182,L3,0.2068242521901773,0.1264191590919148,True,True,True,2022,8.695652173913043,50.79365079365079,50.79365079365079,6.872727272727275,True,False
000731,20220901,L5-A,46.05263157894737,18.38235294117647,L1,-0.0790305584826133,-0.1000008485602252,False,False,False,2022,82.92682926829268,50.328947368421055,50.328947368421055,0.3991596638655462,False,False
000792,20220901,L5-B,10.526315789473683,33.82352941176471,L1,-0.0791127541589649,-0.1000830442365768,False,False,False,2022,77.23577235772358,50.328947368421055,50.328947368421055,3.2132352941176476,False,False
000895,20220901,L5-B,45.83333333333333,25.0,L1,0.0351828490373313,-0.125633377857369,False,False,False,2022,90.625,50.69444444444444,50.69444444444444,0.5454545454545455,False,False
000902,20220901,L5-A,21.710526315789476,11.76470588235294,L1,-0.1774406332453826,-0.1984109233229945,False,False,False,2022,82.11382113821138,50.328947368421055,50.328947368421055,0.5418894830659535,False,False
000968,20220901,L5-A,5.555555555555555,41.66666666666667,L2,-0.0999999999999998,-0.1476641262650743,False,True,False,2022,100.0,52.77777777777778,52.77777777777778,7.500000000000001,False,False
002041,20220901,L5-A,42.857142857142854,41.37931034482759,L2,-0.0803858520900321,-0.0560211748458583,False,True,False,2022,85.29411764705883,51.42857142857143,51.42857142857143,0.9655172413793104,False,False
002192,20220901,L5-A,6.349206349206349,10.909090909090908,L1,-0.1635146443514644,-0.2439197374497268,False,False,False,2022,93.47826086956522,50.79365079365079,50.79365079365079,1.7181818181818183,False,False
002216,20220901,L5-A,16.666666666666664,50.0,L2,-0.0108757870635375,-0.1716920139582378,True,True,False,2022,98.4375,50.69444444444444,50.69444444444444,3.0000000000000004,False,False
002304,20220901,L5-A,48.61111111111111,12.162162162162163,L1,0.0855370347161297,-0.0752791921785706,False,False,False,2022,87.5,50.69444444444444,50.69444444444444,0.2501930501930502,False,False
002349,20220901,L5-A,4.285714285714286,56.28140703517588,L2,0.0265780730897009,-0.1011775328061521,True,True,False,2022,70.05649717514125,50.23809523809524,50.23809523809524,13.132328308207706,False,False
002365,20220901,L5-B,54.761904761904766,26.633165829145728,L1,0.0494791666666667,-0.0782764392291863,False,False,False,2022,96.61016949152544,50.23809523809524,50.23809523809524,0.486344767314835,False,False
002497,20220901,L5-A,15.789473684210526,22.058823529411764,L1,-0.1285612535612537,-0.1495315436388656,False,False,False,2022,90.2439024390244,50.328947368421055,50.328947368421055,1.397058823529412,False,False
002507,20220901,L5-B,22.22222222222222,4.166666666666666,L1,-0.1451239669421488,-0.3059401938368491,False,False,False,2022,95.3125,50.69444444444444,50.69444444444444,0.18749999999999997,False,False
002545,20220901,L5-B,6.578947368421052,55.14705882352941,L2,-0.0254777070063694,-0.0464479970839813,True,True,False,2022,98.3739837398374,50.328947368421055,50.328947368421055,8.382352941176471,False,False
002557,20220901,L5-A,4.166666666666666,31.944444444444443,L1,-0.0105172783859197,-0.17133350528062,False,False,False,2022,84.375,50.69444444444444,50.69444444444444,7.666666666666667,False,False
002603,20220901,L5-B,45.714285714285715,92.964824120603,L3,0.3839567372690402,0.2562011313731871,True,True,True,2022,94.35028248587572,50.23809523809524,50.23809523809524,2.0336055276381906,False,False
002613,20220901,L5-A,8.333333333333332,28.57142857142857,L1,0.0511811023622046,-0.0132523062153422,False,False,False,2022,100.0,52.083333333333336,52.083333333333336,3.428571428571429,False,False
002644,20220901,L5-A,39.523809523809526,35.678391959798994,L1,0.2087912087912089,0.0810356028953558,False,False,True,2022,71.1864406779661,50.23809523809524,50.23809523809524,0.9027063025973239,False,False
002758,20220901,L5-A,11.842105263157894,99.26470588235294,L3,0.2006446414182112,0.1796743513405992,True,True,True,2022,91.869918699187,50.328947368421055,50.328947368421055,8.382352941176471,False,False
002824,20220901,L5-B,12.698412698412698,10.16949152542373,L0,-0.0367936925098555,-0.1171987856081179,False,False,False,2022,4.3478260869565215,50.79365079365079,50.79365079365079,0.8008474576271188,True,False
002832,20220901,L5-A,8.333333333333332,70.83333333333334,L3,0.4299287410926367,0.33339313812428,True,True,True,2022,73.33333333333333,51.388888888888886,51.388888888888886,8.500000000000002,False,False
002864,20220901,L5-B,13.80952380952381,84.92462311557789,L3,0.141169521559362,0.0134139156635089,True,True,False,2022,97.74011299435028,50.23809523809524,50.23809523809524,6.149714087679778,False,False
002895,20220901,L5-A,0.6578947368421052,74.26470588235294,L3,0.1849366144668156,0.1639663243892037,True,True,True,2022,89.43089430894308,50.328947368421055,50.328947368421055,112.88235294117648,False,False
002915,20220901,L5-A,57.89473684210527,92.64705882352942,L3,0.1849648458626285,0.1639945557850166,True,True,True,2022,40.65040650406504,50.328947368421055,50.328947368421055,1.6002673796791445,True,False
300005,20220901,L5-B,44.44444444444444,66.66666666666666,L2,0.0100882723833544,-0.0864473305850022,True,True,False,2022,46.666666666666664,51.388888888888886,51.388888888888886,1.4999999999999998,False,False
300124,20220901,L5-A,12.5,83.80281690140845,L3,0.2984448715708543,0.2112327084858873,True,True,True,2022,80.31496062992126,50.27173913043478,50.27173913043478,6.704225352112676,False,False
