code,day,state,rps_t0,rps_t1,state_t1,fwd6,fwd6_excess,R1_price,R2_state,R3_excess,year
300358,20220505,L5-A,23.728813559322035,44.285714285714285,L2,0.0884927723481323,0.0016264054901147795,False,True,False,2022
300452,20220505,L5-B,38.983050847457626,87.61904761904762,L3,0.3804783338104185,0.293611966952401,True,True,True,2022
300470,20220505,L5-A,66.14173228346458,40.76086956521739,L2,0.2920415762714818,0.023606292801208684,False,True,False,2022
300487,20220505,L5-A,13.821138211382117,92.76315789473684,L3,0.7911179254909035,0.696264545828718,True,True,True,2022
300519,20220505,L5-A,53.10734463276836,35.23809523809524,L1,0.0409811915744215,-0.04588517528359602,False,False,False,2022
300610,20220505,L5-B,15.447154471544716,53.289473684210535,L2,0.0889182016018104,-0.005935178060375107,True,True,False,2022
300683,20220505,L5-B,1.694915254237288,90.47619047619048,L3,0.1399938328707985,0.05312746601278098,True,True,True,2022
300688,20220505,L5-A,29.411764705882355,9.523809523809524,L0,0.0340277777777777,-0.12953934663708633,False,False,False,2022
300748,20220505,L5-B,21.73913043478261,76.19047619047619,L3,0.2158863660123935,0.12299002680585325,True,True,True,2022
300755,20220505,L5-A,21.875,27.27272727272727,L1,-0.359324280820777,-0.34544131828571994,False,False,False,2022
300835,20220505,L5-A,6.521739130434782,68.25396825396825,L2,0.2214255588359341,0.12852921962939384,True,True,True,2022
300855,20220505,L5-A,13.043478260869565,77.77777777777779,L3,0.7046657449452891,0.6117694057387488,True,True,True,2022
300859,20220505,L5-B,52.94117647058824,58.82352941176471,L0,0.387363241318253,0.22379611690338896,True,False,True,2022
600010,20220505,L5-A,17.857142857142858,76.92307692307693,L3,-0.013646108536908,0.08608338069612785,True,True,True,2022
600085,20220505,L5-A,44.06779661016949,64.76190476190476,L2,0.1810425839973781,0.09417621713936059,True,True,True,2022
600114,20220505,L5-B,17.322834645669293,75.54347826086956,L3,0.52813373302522,0.2596984495549469,True,True,True,2022
600129,20220505,L5-A,27.68361581920904,92.38095238095238,L3,0.9366407650926484,0.8497743982346309,True,True,True,2022
600285,20220505,L5-A,46.32768361581921,80.0,L3,0.2773243378723498,0.19045797101433226,True,True,True,2022
600329,20220505,L5-B,21.468926553672315,67.14285714285714,L2,0.4449872660940188,0.35812089923600127,True,True,True,2022
600348,20220505,L5-A,10.526315789473683,100.0,L3,0.6989129123377158,0.6756819073503747,True,True,True,2022
600351,20220505,L5-A,57.06214689265536,59.04761904761905,L2,0.0061009433873251,-0.08076542347069242,True,True,False,2022
600378,20220505,L5-A,66.66666666666666,36.18421052631579,L1,0.2700249413761726,0.17517156171398712,False,False,True,2022
600399,20220505,L5-A,3.571428571428571,96.15384615384616,L3,0.3496608892238131,0.4493903784568489,True,True,True,2022
600403,20220505,L5-A,57.89473684210527,23.809523809523807,L1,-0.0520573558189966,-0.07528836080633775,False,False,False,2022
600516,20220505,L5-A,14.285714285714285,84.61538461538461,L3,-0.096774193548387,0.002955295684648848,True,True,False,2022
600529,20220505,L5-B,3.389830508474576,74.28571428571429,L3,0.370600031731324,0.2837336648733065,True,True,True,2022
600559,20220505,L5-A,64.0625,63.888888888888886,L2,0.0235926507612365,0.04110754150831559,True,True,False,2022
600566,20220505,L5-A,64.40677966101694,19.52380952380953,L1,0.4009398530905281,0.3140734862325106,False,False,True,2022
600587,20220505,L5-A,25.42372881355932,76.19047619047619,L3,0.4852647675626029,0.3983984007045854,True,True,True,2022
600594,20220505,L5-A,39.548022598870055,55.27638190954774,L0,0.0881226053639847,0.0012562385059671777,True,False,False,2022
600876,20220505,L5-A,4.3478260869565215,54.166666666666664,L0,0.1040748898678414,0.1708254567595289,True,False,True,2022
600976,20220505,L5-A,2.2598870056497176,32.38095238095238,L1,0.4343515892197884,0.3474852223617709,False,False,True,2022
601011,20220505,L5-A,5.263157894736842,61.904761904761905,L2,-0.093994778067885,-0.11722578305522616,True,True,False,2022
601677,20220505,L5-A,63.04347826086957,39.68253968253968,L1,-0.4323846622087239,-0.5252810014152641,False,False,False,2022
603088,20220505,L5-B,67.71653543307087,87.5,L3,0.4700782414561237,0.20164295798585058,True,True,True,2022
603115,20220505,L5-A,47.82608695652174,26.984126984126984,L1,-0.1914879992684753,-0.28438433847501554,False,False,False,2022
603198,20220505,L5-A,43.75,1.3888888888888888,L1,-0.1611026242419885,-0.14358773349490941,False,False,False,2022
603309,20220505,L5-B,48.58757062146893,96.1904761904762,L3,0.6509055072502976,0.5640391403922801,True,True,True,2022
603336,20220505,L5-B,41.17647058823529,60.0,L2,-0.0015974440894568,-0.004071667864079073,True,True,False,2022
603369,20220505,L5-A,50.0,36.11111111111111,L1,-0.1225538010313357,-0.10503891028425662,False,False,False,2022
603439,20220505,L5-B,51.9774011299435,45.23809523809524,L2,0.0252032520325202,-0.061663114825497314,False,True,False,2022
603520,20220505,L5-A,51.41242937853108,1.4285714285714286,L1,-0.4360451498362853,-0.5229115166943028,False,False,False,2022
603566,20220505,L5-A,44.11764705882353,91.42857142857144,L0,0.3694856856171526,0.36701146184253036,True,False,True,2022
603589,20220505,L5-A,17.1875,20.833333333333336,L1,-0.1588799704451484,-0.1413650796980693,False,False,False,2022
603666,20220505,L5-A,20.47244094488189,5.434782608695652,L0,-0.2765335234284558,-0.5449688068987288,False,False,False,2022
603698,20220505,L5-B,51.181102362204726,32.608695652173914,L0,0.1067207650159718,-0.16171451845430132,False,False,False,2022
603719,20220505,L5-A,6.25,91.66666666666666,L3,0.2662123782425305,0.2837272689896096,True,True,True,2022
603722,20220505,L5-A,18.69918699186992,19.73684210526316,L1,0.076333668192565,-0.018519711469620503,False,False,False,2022
605166,20220505,L5-A,39.02439024390244,41.44736842105263,L2,0.1616983334163155,0.06684495375413001,False,True,True,2022
605183,20220505,L5-B,72.35772357723577,69.07894736842105,L0,0.1534459598852253,0.0585925802230398,True,False,True,2022
605337,20220505,L5-B,45.3125,18.055555555555554,L0,-0.2094669549824709,-0.1919520642353918,False,False,False,2022
605369,20220505,L5-B,28.24858757062147,91.42857142857144,L3,0.0094550779659832,-0.07741128889203432,True,True,False,2022
688017,20220505,L5-B,6.299212598425196,96.7391304347826,L3,0.9941212835711526,0.7256860001008795,True,True,True,2022
688065,20220505,L5-B,3.2520325203252036,42.10526315789473,L0,0.0038974504041449,-0.09095592925804061,False,False,False,2022
688166,20220505,L5-B,4.519774011299435,27.142857142857142,L0,0.0300409853644509,-0.05682538149356662,False,False,False,2022
688298,20220505,L5-A,41.80790960451977,3.8095238095238098,L0,-0.3410507742345956,-0.42791714109261314,False,False,False,2022
688356,20220505,L5-B,14.124293785310735,84.76190476190476,L3,0.0290557896304057,-0.05781057722761182,True,True,False,2022
688357,20220505,L5-A,4.878048780487805,97.79411764705884,L3,-0.0222866406751804,-0.1171400203373659,True,True,False,2022
688399,20220505,L5-B,76.27118644067797,29.52380952380953,L1,-0.1952360005755404,-0.28210236743355793,False,False,False,2022
688658,20220505,L5-A,11.299435028248588,30.47619047619048,L0,0.1610287511510169,0.07416238429299937,False,False,True,2022
688665,20220505,L5-A,29.92125984251969,16.304347826086957,L1,-0.1978626647081922,-0.4662979481784653,False,False,False,2022
688696,20220505,L5-A,28.57142857142857,11.627906976744184,L1,-0.30715314475096,-0.30271047671130275,False,False,False,2022
000404,20220901,L5-A,67.44186046511628,86.04651162790698,L3,0.0787119856887299,0.02419152490622456,True,True,False,2022
000408,20220901,L5-A,53.96825396825397,20.0,L1,-0.0610790634543604,-0.14148415655262284,False,False,False,2022
000603,20220901,L5-B,34.92063492063492,92.72727272727272,L3,0.2532110091743118,0.17280591607604934,True,True,True,2022
000630,20220901,L5-B,7.936507936507936,87.27272727272727,L3,0.1937716262975779,0.11336653319931547,True,True,True,2022
000657,20220901,L5-A,14.285714285714285,98.1818181818182,L3,0.2068242521901773,0.12641915909191487,True,True,True,2022
000731,20220901,L5-A,46.05263157894737,18.38235294117647,L1,-0.0790305584826133,-0.10000084856022522,False,False,False,2022
000792,20220901,L5-B,10.526315789473683,33.82352941176471,L1,-0.0791127541589649,-0.10008304423657682,False,False,False,2022
000895,20220901,L5-B,45.83333333333333,25.0,L1,0.0351828490373313,-0.12563337785736903,False,False,False,2022
000902,20220901,L5-A,21.710526315789476,11.76470588235294,L1,-0.1774406332453826,-0.1984109233229945,False,False,False,2022
000968,20220901,L5-A,5.555555555555555,41.66666666666667,L2,-0.0999999999999998,-0.14766412626507436,False,True,False,2022
002041,20220901,L5-A,42.857142857142854,41.37931034482759,L2,-0.0803858520900321,-0.05602117484585836,False,True,False,2022
002192,20220901,L5-A,6.349206349206349,10.909090909090908,L1,-0.1635146443514644,-0.24391973744972684,False,False,False,2022
002216,20220901,L5-A,16.666666666666664,50.0,L2,-0.0108757870635375,-0.17169201395823783,True,True,False,2022
002304,20220901,L5-A,48.61111111111111,12.162162162162163,L1,0.0855370347161297,-0.07527919217857063,False,False,False,2022
002349,20220901,L5-A,4.285714285714286,56.28140703517588,L2,0.0265780730897009,-0.10117753280615219,True,True,False,2022
002365,20220901,L5-B,54.761904761904766,26.633165829145728,L1,0.0494791666666667,-0.07827643922918638,False,False,False,2022
002497,20220901,L5-A,15.789473684210526,22.058823529411764,L1,-0.1285612535612537,-0.14953154363886562,False,False,False,2022
002507,20220901,L5-B,22.22222222222222,4.166666666666666,L1,-0.1451239669421488,-0.3059401938368491,False,False,False,2022
002545,20220901,L5-B,6.578947368421052,55.14705882352941,L2,-0.0254777070063694,-0.04644799708398133,True,True,False,2022
002557,20220901,L5-A,4.166666666666666,31.944444444444443,L1,-0.0105172783859197,-0.17133350528062002,False,False,False,2022
002603,20220901,L5-B,45.714285714285715,92.964824120603,L3,0.3839567372690402,0.2562011313731871,True,True,True,2022
002613,20220901,L5-A,8.333333333333332,28.57142857142857,L1,0.0511811023622046,-0.013252306215342242,False,False,False,2022
002644,20220901,L5-A,39.523809523809526,35.678391959798994,L1,0.2087912087912089,0.08103560289535583,False,False,True,2022
002758,20220901,L5-A,11.842105263157894,99.26470588235294,L3,0.2006446414182112,0.17967435134059928,True,True,True,2022
002824,20220901,L5-B,12.698412698412698,10.16949152542373,L0,-0.0367936925098555,-0.11719878560811794,False,False,False,2022
002832,20220901,L5-A,8.333333333333332,70.83333333333334,L3,0.4299287410926367,0.33339313812428,True,True,True,2022
002864,20220901,L5-B,13.80952380952381,84.92462311557789,L3,0.141169521559362,0.013413915663508913,True,True,False,2022
002895,20220901,L5-A,0.6578947368421052,74.26470588235294,L3,0.1849366144668156,0.1639663243892037,True,True,True,2022
002915,20220901,L5-A,57.89473684210527,92.64705882352942,L3,0.1849648458626285,0.1639945557850166,True,True,True,2022
300005,20220901,L5-B,44.44444444444444,66.66666666666666,L2,0.0100882723833544,-0.08644733058500227,True,True,False,2022
300124,20220901,L5-A,12.5,83.80281690140845,L3,0.2984448715708543,0.21123270848588732,True,True,True,2022
300160,20220901,L5-A,39.53488372093023,41.86046511627907,L2,0.06640625,0.011885789217494655,False,True,False,2022
300164,20220901,L5-B,27.77777777777778,33.33333333333333,L1,-0.0584415584415585,-0.10610568470663305,False,False,False,2022
300171,20220901,L5-A,6.190476190476191,8.040201005025125,L1,0.0583613916947249,-0.06939421420112818,False,False,False,2022
300196,20220901,L5-A,20.833333333333336,73.68421052631578,L3,0.0633397312859884,-0.0010936772915584453,True,True,False,2022
300224,20220901,L5-B,61.904761904761905,58.18181818181818,L2,0.0066225165562914,-0.07378257654197104,True,True,False,2022
300233,20220901,L5-B,27.61904761904762,7.035175879396985,L1,-0.1698762035763411,-0.29763180947219414,False,False,False,2022
300404,20220901,L5-A,48.095238095238095,52.76381909547738,L0,0.3313539192399051,0.203598313344052,True,False,True,2022
300439,20220901,L5-B,74.76190476190476,38.19095477386934,L1,0.042776432606941,-0.08497917328891208,False,False,False,2022
300470,20220901,L5-A,40.76086956521739,68.30985915492957,L2,0.1384412153236458,0.051229052238678824,True,True,True,2022
300482,20220901,L5-B,7.142857142857142,53.266331658291456,L2,0.0093768905021172,-0.11837871539373587,True,True,False,2022
300505,20220901,L5-A,39.473684210526315,59.55882352941176,L2,0.0654429369513167,0.04447264687370478,True,True,False,2022
300519,20220901,L5-A,35.23809523809524,38.69346733668342,L1,0.1161000641436817,-0.011655541752171386,False,False,False,2022
300586,20220901,L5-B,96.71052631578948,66.91176470588235,L2,0.0209944751381214,2.4185060509475387e-05,True,True,False,2022
300610,20220901,L5-B,53.289473684210535,7.352941176470589,L0,-0.1711924439197166,-0.19216273399732853,False,False,False,2022
300636,20220901,L5-A,5.714285714285714,78.89447236180904,L3,0.1563876651982378,0.028632059302384716,True,True,False,2022
300683,20220901,L5-B,90.47619047619048,21.105527638190953,L1,-0.0012787723785165,-0.1290343782743696,False,False,False,2022
300755,20220901,L5-A,27.27272727272727,13.636363636363637,L0,0.0440944881889764,-0.05092266794343992,False,False,False,2022
300780,20220901,L5-A,32.065217391304344,47.183098591549296,L2,0.1024590163934426,0.01524685330847561,False,True,False,2022
300861,20220901,L5-A,10.326086956521738,8.450704225352112,L1,-0.2148975221780361,-0.3021096852630031,False,False,False,2022
300879,20220901,L5-A,11.41304347826087,31.690140845070424,L1,-0.1112181030332208,-0.1984302661181878,False,False,False,2022
300902,20220901,L5-B,27.173913043478255,14.084507042253522,L1,-0.0434662998624484,-0.1306784629474154,False,False,False,2022
300911,20220901,L5-B,18.6046511627907,81.3953488372093,L3,-0.0480326125487415,-0.10255307333124684,True,True,False,2022
300957,20220901,L5-B,9.090909090909092,9.090909090909092,L1,-0.2507336159113138,-0.39385014040196786,False,False,False,2022
600108,20220901,L5-A,28.57142857142857,34.48275862068966,L1,-0.0712250712250712,-0.04686039398089746,False,False,False,2022
600123,20220901,L5-A,28.57142857142857,50.0,L2,-0.0603448275862068,0.013366743372996655,True,True,False,2022
600251,20220901,L5-B,17.142857142857142,17.24137931034483,L1,-0.0799180327868851,-0.05555335554271136,False,False,False,2022
600295,20220901,L5-A,53.84615384615385,40.0,L2,-0.0565610859728505,-0.08884048555875837,False,True,False,2022
600367,20220901,L5-A,48.68421052631579,9.558823529411764,L1,-0.1746341463414634,-0.19560443641907532,False,False,False,2022
600371,20220901,L5-B,31.428571428571427,93.10344827586206,L3,-0.0267148014440434,-0.002350124199869661,True,True,False,2022
600378,20220901,L5-A,36.18421052631579,77.20588235294117,L3,0.2426509887760555,0.2216806986984436,True,True,True,2022
600380,20220901,L5-A,22.857142857142858,44.72361809045226,L2,0.1906934306569341,0.06293782476108101,False,True,True,2022
600392,20220901,L5-A,25.396825396825395,25.454545454545453,L1,-0.0493827160493827,-0.12978780914764515,False,False,False,2022
600403,20220901,L5-B,23.809523809523807,88.88888888888889,L3,-0.0343511450381679,0.03936042592103556,True,True,False,2022
600426,20220901,L5-A,40.131578947368425,85.29411764705883,L3,0.2797494780793319,0.25877918800172,True,True,True,2022
600470,20220901,L5-A,9.86842105263158,33.088235294117645,L1,-0.0435393258426967,-0.06450961592030863,False,False,False,2022
600486,20220901,L5-A,5.921052631578947,63.97058823529411,L2,-0.0725694444444443,-0.09353973452205622,True,True,False,2022
600508,20220901,L5-A,9.523809523809524,72.22222222222221,L3,-0.1348571428571429,-0.06114557189793944,True,True,False,2022
600546,20220901,L5-A,38.095238095238095,27.77777777777778,L1,-0.0203892988565616,0.05332227210264186,False,False,True,2022
600566,20220901,L5-A,19.52380952380953,77.38693467336684,L3,0.2976034858387799,0.1698478799429268,True,True,True,2022
600598,20220901,L5-B,37.142857142857146,37.93103448275862,L1,-0.0396505376344085,-0.01528586039023476,False,False,False,2022
600618,20220901,L5-A,12.5,48.52941176470589,L2,-0.0441839495040576,-0.06515423958166952,False,True,False,2022
600833,20220901,L5-A,78.0952380952381,80.40201005025126,L3,0.2227772227772226,0.09502161688136951,True,True,True,2022
600888,20220901,L5-A,52.38095238095239,69.0909090909091,L2,0.0256124721603565,-0.054792620937905934,True,True,False,2022
600976,20220901,L5-B,32.38095238095238,85.92964824120602,L3,0.5490654205607479,0.4213098146648948,True,True,True,2022
601088,20220901,L5-A,47.61904761904761,66.66666666666666,L2,-0.0980392156862745,-0.024327644727071038,True,True,False,2022
601116,20220901,L5-A,60.60606060606061,86.36363636363636,L3,0.0801644398766701,-0.014852716255746218,True,True,False,2022
601599,20220901,L5-B,50.0,45.83333333333333,L2,-0.0859598853868195,-0.18249548835517618,False,True,False,2022
601666,20220901,L5-A,4.761904761904762,22.22222222222222,L1,-0.1094674556213017,-0.03575588466209824,False,False,False,2022
601677,20220901,L5-A,39.68253968253968,49.09090909090909,L2,-0.2244210526315788,-0.30482614572984124,False,True,False,2022
601717,20220901,L5-A,54.34782608695651,7.746478873239436,L1,0.0611798980335032,-0.02603226505146379,False,False,False,2022
601898,20220901,L5-A,52.38095238095239,33.33333333333333,L1,-0.1423001949317738,-0.06858862397257033,False,False,False,2022
603067,20220901,L5-A,93.42105263157896,5.88235294117647,L1,-0.0770642201834862,-0.09803451026109812,False,False,False,2022
603115,20220901,L5-A,26.984126984126984,29.09090909090909,L1,-0.0703005603667855,-0.15070565346504794,False,False,False,2022
603169,20220901,L5-A,29.347826086956523,36.61971830985916,L1,-0.0337078651685394,-0.1209200282535064,False,False,False,2022
603198,20220901,L5-A,1.3888888888888888,45.83333333333333,L2,0.3470690655832851,0.18625283868858478,False,True,True,2022
603217,20220901,L5-A,59.86842105263158,84.55882352941177,L3,0.0665393186883158,0.045569028610703874,True,True,False,2022
603229,20220901,L5-A,15.23809523809524,15.07537688442211,L1,-0.0683387858960378,-0.19609439179189087,False,False,False,2022
603259,20220901,L5-A,16.666666666666664,66.33165829145729,L2,-0.0447863247863247,-0.17254193068217777,True,True,False,2022
603279,20220901,L5-A,39.130434782608695,71.12676056338029,L3,0.0837950138504155,-0.0034171492345514837,True,True,False,2022
603299,20220901,L5-A,51.973684210526315,50.0,L2,-0.0627650551314673,-0.08373534520907921,True,True,False,2022
603369,20220901,L5-A,36.11111111111111,38.88888888888889,L1,0.4412827461607949,0.28046651926609456,False,False,True,2022
603456,20220901,L5-A,14.761904761904765,49.74874371859296,L2,-0.0541324311261478,-0.18188803702200088,False,True,False,2022
603538,20220901,L5-A,18.571428571428573,50.753768844221106,L2,0.0018691588785046,-0.12588644701734847,True,True,False,2022
603589,20220901,L5-A,20.833333333333336,68.05555555555556,L2,0.3597999999999999,0.19898377310529958,True,True,True,2022
603599,20220901,L5-A,42.76315789473684,86.76470588235294,L3,0.2221882246531179,0.201217934575506,True,True,True,2022
603639,20220901,L5-A,60.526315789473685,87.5,L3,0.1031714171015656,0.08220112702395369,True,True,True,2022
603896,20220901,L5-A,42.38095238095238,73.86934673366834,L3,0.3402871850447033,0.2125315791488502,True,True,True,2022
603919,20220901,L5-A,2.7777777777777777,29.166666666666668,L1,0.0493827160493827,-0.11143351084531762,False,False,False,2022
603938,20220901,L5-A,22.36842105263158,30.14705882352941,L1,-0.1540074557315935,-0.17497774580920541,False,False,False,2022
603948,20220901,L5-A,21.052631578947366,51.47058823529411,L2,-0.0362838915470494,-0.057254181624661324,True,True,False,2022
603979,20220901,L5-A,22.22222222222222,94.54545454545456,L3,0.6736292428198432,0.5932241497215807,True,True,True,2022
605006,20220901,L5-A,29.166666666666668,15.789473684210526,L1,-0.0233297985153764,-0.08776320709292323,False,False,False,2022
605116,20220901,L5-A,64.28571428571429,40.20100502512563,L2,0.2116353641777371,0.08387975828188401,False,True,True,2022
605366,20220901,L5-A,7.894736842105263,12.5,L1,-0.0849812934259754,-0.10595158350358731,False,False,False,2022
605399,20220901,L5-A,17.763157894736842,32.35294117647059,L1,0.0965478529329215,0.07557756285530957,False,False,True,2022
688166,20220901,L5-B,27.142857142857142,81.4070351758794,L0,0.2119591638308215,0.08420355793496842,True,False,True,2022
688363,20220901,L5-A,36.36363636363637,27.27272727272727,L1,-0.09938553872535,-0.242502063216004,False,False,False,2022
688399,20220901,L5-B,29.52380952380953,3.5175879396984926,L1,-0.1975308641975308,-0.32528647009338385,False,False,False,2022
688575,20220901,L5-A,37.142857142857146,61.30653266331658,L2,0.0476907630522087,-0.08006484284364437,True,True,False,2022
688621,20220901,L5-B,47.14285714285714,86.4321608040201,L3,0.101034126163392,-0.026721479732461084,True,True,False,2022
688665,20220901,L5-B,16.304347826086957,27.464788732394368,L0,-0.0899006622516556,-0.1771128253366226,False,False,False,2022
688696,20220901,L5-B,11.627906976744184,15.909090909090908,L1,-0.2166635670448204,-0.27118402782732576,False,False,False,2022
000408,20230103,L5-A,20.0,52.54237288135594,L2,-0.097102507277508,-0.07061674782807029,True,True,False,2023
000568,20230103,L5-A,6.944444444444445,48.64864864864865,L2,-0.0084599290457563,0.05137358714853424,False,True,True,2023
000629,20230103,L5-A,50.0,10.526315789473683,L1,-0.1748971193415639,-0.15972142272109865,False,False,False,2023
000731,20230103,L5-A,18.38235294117647,82.96296296296296,L3,0.0124069478908188,0.08369297680563134,True,True,True,2023
000762,20230103,L5-A,27.27272727272727,13.559322033898304,L1,-0.2474330077635863,-0.22094724831414858,False,False,False,2023
000792,20230103,L5-A,33.82352941176471,27.40740740740741,L1,-0.1666666666666667,-0.09538063775185417,False,False,False,2023
000810,20230103,L5-A,18.6046511627907,68.18181818181817,L2,0.1176259435757254,-0.04965501277907752,True,True,False,2023
