day,code,rps,order,capex,margin,discovery,fwd1,fwd3,fwd6,disc_q,state,lc_score,ev_score,ms_score,ex_score,rpi,rpi_q,n_green,n_red,ev,unconfirmed,exec,growth_ra,recovery_ra
20230504,301029,17.532467532467532,0.5,0.5,0.5,0.5,-0.0495977853625347,-0.1357362899044673,-0.3576149057168484,high,L5-A,1.0,0.5,0.4123376623376623,1.0,0.7324675324675325,Q5高,3,0,0.5,0.8246753246753247,1.0,0.5974025974025974,0.964935064935065
20230504,300957,18.181818181818183,1.0,0.5,1.0,0.8333333333333334,-0.174652100593207,-0.0717627184790824,-0.3118379434120398,high,L5-A,1.0,0.8333333333333334,0.6818181818181818,1.0,0.8863636363636364,Q5高,3,0,0.8333333333333334,0.8181818181818181,1.0,0.6954545454545454,0.9636363636363636
20230504,603309,18.779342723004692,1.0,0.5,1.0,0.8333333333333334,-0.0112078371090054,-0.2248585120072193,-0.2285421443330505,high,L5-A,1.0,0.8333333333333334,0.6768388106416277,1.0,0.8853677621283256,Q5高,3,0,0.8333333333333334,0.8122065727699531,1.0,0.693661971830986,0.9624413145539905
20230504,002957,19.480519480519483,1.0,0.5,1.0,0.8333333333333334,0.244314489928525,0.0658009881608954,0.062509447122721,high,L5-A,1.0,0.8333333333333334,0.6709956709956709,1.0,0.8841991341991342,Q5高,3,0,0.8333333333333334,0.8051948051948051,1.0,0.6915584415584415,0.9610389610389609
20230504,605188,20.0,1.0,0.5,0.5,0.6666666666666666,-0.0104712041884816,0.5289789148942141,0.2826652593671257,high,L5-A,1.0,0.6666666666666666,0.5333333333333333,1.0,0.8066666666666666,Q5高,3,0,0.6666666666666666,0.8,1.0,0.6399999999999999,0.96
20230504,000657,22.033898305084744,1.0,0.5,0.5,0.6666666666666666,-0.0802752293577981,0.0328998696204352,-0.0501477145854826,high,L5-A,1.0,0.6666666666666666,0.519774011299435,1.0,0.8039548022598869,Q5高,3,0,0.6666666666666666,0.7796610169491526,1.0,0.6338983050847458,0.9559322033898305
20230901,600557,0.4385964912280701,1.0,1.0,1.0,1.0,0.1234772978959024,0.040420819490587,-0.0071982281284606,high,L5-A,1.0,1.0,0.9956140350877192,1.0,0.999122807017544,Q5高,3,0,1.0,0.9956140350877193,1.0,0.7986842105263157,0.9991228070175437
20230901,301018,0.4830917874396135,0.5,0.5,0.5,0.5,0.0317750182615046,0.0398100803506209,-0.0551497443389336,high,L5-A,1.0,0.5,0.4975845410628019,1.0,0.7495169082125605,Q5高,3,0,0.5,0.9951690821256038,1.0,0.6485507246376812,0.9990338164251207
20230901,688658,0.8771929824561403,1.0,0.5,0.5,0.6666666666666666,0.0734861845972958,0.3686067019400352,0.0258671369782481,high,L5-A,1.0,0.6666666666666666,0.6608187134502923,1.0,0.8321637426900584,Q5高,3,0,0.6666666666666666,0.9912280701754386,1.0,0.6973684210526316,0.9982456140350877
20230901,600129,1.3157894736842104,1.0,1.0,1.0,1.0,0.0487272727272727,0.2327272727272726,-0.0833939393939393,high,L5-A,1.0,1.0,0.986842105263158,1.0,0.9973684210526316,Q5高,3,0,1.0,0.9868421052631579,1.0,0.7960526315789473,0.9973684210526315
20230901,002959,2.0408163265306123,1.0,1.0,1.0,1.0,-0.0546565389696169,-0.1405217965653896,-0.0875165125495377,high,L5-A,1.0,1.0,0.979591836734694,1.0,0.9959183673469388,Q5高,3,0,1.0,0.9795918367346939,1.0,0.7938775510204081,0.9959183673469387
20230901,003000,2.5,1.0,1.0,0.5,0.8333333333333334,-0.0261682242990654,0.1691588785046729,0.3084112149532712,high,L5-A,1.0,0.8333333333333334,0.8125,1.0,0.9125,Q5高,3,0,0.8333333333333334,0.975,1.0,0.7424999999999999,0.9949999999999999
20230901,600587,3.070175438596491,1.0,1.0,0.5,0.8333333333333334,0.0099088386841064,0.0630202140309157,-0.119698771304003,high,L5-A,1.0,0.8333333333333334,0.807748538011696,1.0,0.9115497076023392,Q5高,3,0,0.8333333333333334,0.9692982456140351,1.0,0.7407894736842104,0.9938596491228071
20230901,688315,3.9473684210526314,1.0,0.5,1.0,0.8333333333333334,0.0081337550835969,0.1224582015363759,-0.2905558065973791,high,L5-A,1.0,0.8333333333333334,0.8004385964912281,1.0,0.9100877192982456,Q5高,3,0,0.8333333333333334,0.9605263157894737,1.0,0.7381578947368421,0.9921052631578948
20230901,300881,4.166666666666666,1.0,1.0,0.5,0.8333333333333334,-0.0336828725770574,-0.1283762313314267,-0.3819510645058785,high,L5-A,1.0,0.8333333333333334,0.7986111111111112,1.0,0.9097222222222222,Q5高,3,0,0.8333333333333334,0.9583333333333334,1.0,0.7375,0.9916666666666667
20230901,002697,4.3478260869565215,1.0,0.5,0.5,0.6666666666666666,-0.0169491525423728,0.0207156308851224,-0.1205273069679848,high,L5-A,1.0,0.6666666666666666,0.6376811594202898,1.0,0.8275362318840579,Q5高,3,0,0.6666666666666666,0.9565217391304348,1.0,0.6869565217391305,0.991304347826087
20230901,688700,4.3478260869565215,1.0,0.5,1.0,0.8333333333333334,-0.1590945836701697,0.1052546483427647,-0.3767178658043654,high,L5-A,1.0,0.8333333333333334,0.7971014492753624,1.0,0.9094202898550724,Q5高,3,0,0.8333333333333334,0.9565217391304348,1.0,0.7369565217391305,0.991304347826087
20230901,002895,4.545454545454546,1.0,1.0,0.5,0.8333333333333334,0.0130756111426948,0.0574189880613986,-0.0034110289937464,high,L5-A,1.0,0.8333333333333334,0.7954545454545455,1.0,0.9090909090909092,Q5高,3,0,0.8333333333333334,0.9545454545454546,1.0,0.7363636363636363,0.990909090909091
20230901,688639,6.0606060606060606,0.5,1.0,1.0,0.8333333333333334,0.0497502081598668,0.1750624479600333,0.1273938384679434,high,L5-A,1.0,0.8333333333333334,0.7828282828282829,1.0,0.9065656565656566,Q5高,3,0,0.8333333333333334,0.9393939393939394,1.0,0.7318181818181817,0.9878787878787878
20230901,688687,6.140350877192982,1.0,0.5,0.5,0.6666666666666666,0.2835529526598339,0.5641776476329916,0.2591508052708637,high,L5-A,1.0,0.6666666666666666,0.6257309941520468,1.0,0.8251461988304093,Q5高,3,0,0.6666666666666666,0.9385964912280702,1.0,0.6815789473684211,0.987719298245614
20230901,002315,6.521739130434782,0.5,1.0,1.0,0.8333333333333334,-0.0319999999999999,0.0323076923076923,0.0972307692307692,high,L5-A,1.0,0.8333333333333334,0.7789855072463768,1.0,0.9057971014492754,Q5高,3,0,0.8333333333333334,0.9347826086956522,1.0,0.7304347826086957,0.9869565217391305
20230901,301089,6.578947368421052,1.0,1.0,1.0,1.0,-0.0145421903052065,-0.0631956912028725,-0.2281867145421904,high,L5-A,1.0,1.0,0.9342105263157896,1.0,0.986842105263158,Q5高,3,0,1.0,0.9342105263157895,1.0,0.7802631578947368,0.986842105263158
