screening_date,code,n_green,n_yellow,n_red,n_unknown,pattern,total_score,fwd_12m_return
20231231,601616,1,1,1,0,1G1Y1R,1.5,23.97
20231231,600971,0,2,1,0,0G2Y1R,1.0,-9.74
20231231,603277,0,3,0,0,0G3Y0R,1.5,-9.07
20231231,301161,2,1,0,0,2G1Y0R,2.5,6.08
20231231,002267,0,3,0,0,0G3Y0R,1.5,21.21
20231231,000596,2,1,0,0,2G1Y0R,2.5,-24.08
20231231,603192,0,3,0,0,0G3Y0R,1.5,-23.59
20231231,603918,2,0,1,0,2G0Y1R,2.0,-31.75
20231231,688106,3,0,0,0,3G0Y0R,3.0,-27.35
20231231,603778,1,1,1,0,1G1Y1R,1.5,-45.5
20231231,688020,1,1,1,0,1G1Y1R,1.5,-26.7
20231231,000888,2,1,0,0,2G1Y0R,2.5,50.87
20231231,300313,1,2,0,0,1G2Y0R,2.0,-41.06
20231231,300501,1,2,0,0,1G2Y0R,2.0,-4.6
20231231,002047,1,0,2,0,1G0Y2R,1.0,7.27
20231231,300410,0,1,2,0,0G1Y2R,0.5,-38.79
20231231,300360,1,2,0,0,1G2Y0R,2.0,28.24
20231231,301379,1,1,1,0,1G1Y1R,1.5,-2.96
20231231,603718,1,0,2,0,1G0Y2R,1.0,-35.16
20231231,002605,2,1,0,0,2G1Y0R,2.5,25.01
20231231,300655,0,2,1,0,0G2Y1R,1.0,-3.44
20231231,002309,0,2,1,0,0G2Y1R,1.0,-13.48
20231231,603208,1,2,0,0,1G2Y0R,2.0,-33.09
20231231,000962,0,2,1,0,0G2Y1R,1.0,10.93
20231231,688226,2,1,0,0,2G1Y0R,2.5,35.3
20231231,002179,2,0,1,0,2G0Y1R,2.0,2.42
20231231,002350,0,2,1,0,0G2Y1R,1.0,12.59
20231231,688618,2,1,0,0,2G1Y0R,2.5,-46.39
20231231,603655,2,0,1,0,2G0Y1R,2.0,17.52
20231231,605089,0,3,0,0,0G3Y0R,1.5,-29.72
20231231,600365,1,2,0,0,1G2Y0R,2.0,-20.22
20231231,300522,1,1,1,0,1G1Y1R,1.5,-7.84
20231231,600196,0,2,1,0,0G2Y1R,1.0,0.43
20231231,603030,1,1,1,0,1G1Y1R,1.5,-10.68
20231231,300179,0,2,1,0,0G2Y1R,1.0,29.5
20231231,600216,0,2,1,0,0G2Y1R,1.0,49.83
20231231,300322,1,2,0,0,1G2Y0R,2.0,17.47
20231231,601888,1,2,0,0,1G2Y0R,2.0,-18.02
20231231,603081,0,1,2,0,0G1Y2R,0.5,-16.6
20231231,002142,0,2,0,1,0G2Y0R,1.0,24.32
20231231,300154,1,1,1,0,1G1Y1R,1.5,53.75
20231231,001278,1,2,0,0,1G2Y0R,2.0,-36.88
20231231,300541,1,2,0,0,1G2Y0R,2.0,15.6
20231231,600529,0,3,0,0,0G3Y0R,1.5,3.43
20231231,600212,1,2,0,0,1G2Y0R,2.0,5.29
20231231,300607,0,2,1,0,0G2Y1R,1.0,63.2
20231231,603180,1,2,0,0,1G2Y0R,2.0,-12.71
20231231,600135,0,3,0,0,0G3Y0R,1.5,-18.34
20231231,300400,1,0,2,0,1G0Y2R,1.0,3.18
20231231,600469,2,1,0,0,2G1Y0R,2.5,4.85
20231231,688596,2,1,0,0,2G1Y0R,2.5,-9.59
20231231,000629,0,1,2,0,0G1Y2R,0.5,-12.2
20231231,000030,2,1,0,0,2G1Y0R,2.5,0.81
20231231,000410,0,2,1,0,0G2Y1R,1.0,2.45
20231231,603337,0,3,0,0,0G3Y0R,1.5,45.09
20231231,605288,2,1,0,0,2G1Y0R,2.5,-26.87
20231231,002227,0,3,0,0,0G3Y0R,1.5,-7.93
20231231,600377,1,0,2,0,1G0Y2R,1.0,54.82
20231231,300100,1,2,0,0,1G2Y0R,2.0,167.55
20231231,300070,2,1,0,0,2G1Y0R,2.5,2.24
20231231,002186,1,1,1,0,1G1Y1R,1.5,-0.51
20231231,002695,1,2,0,0,1G2Y0R,2.0,-16.71
20231231,002095,0,2,1,0,0G2Y1R,1.0,-11.08
20231231,002832,3,0,0,0,3G0Y0R,3.0,-28.92
20231231,603612,0,0,3,0,0G0Y3R,0.0,-12.22
20231231,600800,0,1,2,0,0G1Y2R,0.5,-17.62
20231231,301315,0,2,1,0,0G2Y1R,1.0,30.14
20231231,301448,0,3,0,0,0G3Y0R,1.5,-26.5
20231231,300941,0,3,0,0,0G3Y0R,1.5,26.0
20231231,300593,1,1,1,0,1G1Y1R,1.5,-23.4
20231231,002029,1,1,1,0,1G1Y1R,1.5,16.88
20231231,603556,3,0,0,0,3G0Y0R,3.0,30.39
20231231,300830,1,2,0,0,1G2Y0R,2.0,1.19
20231231,605188,1,2,0,0,1G2Y0R,2.0,-10.1
20240331,002198,0,1,2,0,0G1Y2R,0.5,9.66
20240331,601990,0,2,1,0,0G2Y1R,1.0,7.52
20240331,688593,1,0,2,0,1G0Y2R,1.0,82.94
20240331,301166,0,3,0,0,0G3Y0R,1.5,0.76
20240331,301372,1,0,2,0,1G0Y2R,1.0,-43.5
20240331,600059,1,1,1,0,1G1Y1R,1.5,-7.68
20240331,688520,3,0,0,0,3G0Y0R,3.0,-0.61
20240331,605116,2,1,0,0,2G1Y0R,2.5,-0.67
20240331,001288,0,3,0,0,0G3Y0R,1.5,48.44
20240331,603991,1,1,0,1,1G1Y0R,1.5,51.49
20240331,300883,1,1,1,0,1G1Y1R,1.5,4.95
20240331,601611,1,2,0,0,1G2Y0R,2.0,23.34
20240331,600388,0,2,1,0,0G2Y1R,1.0,-0.07
20240331,300852,1,1,1,0,1G1Y1R,1.5,35.71
20240331,301500,0,1,2,0,0G1Y2R,0.5,7.11
20240331,002819,1,2,0,0,1G2Y0R,2.0,1.32
20240331,600272,0,1,2,0,0G1Y2R,0.5,28.18
20240331,688297,0,1,2,0,0G1Y2R,0.5,0.72
20240331,688314,2,1,0,0,2G1Y0R,2.5,23.53
20240331,300102,0,2,1,0,0G2Y1R,1.0,54.37
20240331,300394,3,0,0,0,3G0Y0R,3.0,-20.65
20240331,688253,1,2,0,0,1G2Y0R,2.0,-4.9
20240331,001376,1,2,0,0,1G2Y0R,2.0,-15.35
20240331,605169,1,1,1,0,1G1Y1R,1.5,13.95
20240331,001202,0,3,0,0,0G3Y0R,1.5,17.43
20240331,002247,1,2,0,0,1G2Y0R,2.0,43.45
20240331,600619,1,2,0,0,1G2Y0R,2.0,133.06
20240331,301073,1,2,0,0,1G2Y0R,2.0,-2.85
20240331,688332,0,2,1,0,0G2Y1R,1.0,107.51
20240331,688623,1,1,1,0,1G1Y1R,1.5,-2.43
20240331,600101,1,1,1,0,1G1Y1R,1.5,92.82
20240331,688386,1,1,1,0,1G1Y1R,1.5,35.99
20240331,300962,1,1,1,0,1G1Y1R,1.5,1.78
20240331,300199,0,2,1,0,0G2Y1R,1.0,28.68
20240331,000652,0,2,1,0,0G2Y1R,1.0,9.04
20240331,301138,2,1,0,0,2G1Y0R,2.5,5.3
20240331,603969,0,3,0,0,0G3Y0R,1.5,14.61
20240331,601996,1,1,1,0,1G1Y1R,1.5,-4.99
20240331,002357,1,2,0,0,1G2Y0R,2.0,22.24
20240331,603890,0,3,0,0,0G3Y0R,1.5,29.98
20240331,300577,1,1,1,0,1G1Y1R,1.5,24.02
20240331,688689,0,2,1,0,0G2Y1R,1.0,28.8
20240331,300224,0,2,1,0,0G2Y1R,1.0,19.81
20240331,301080,2,1,0,0,2G1Y0R,2.5,33.29
20240331,301223,0,2,1,0,0G2Y1R,1.0,7.1
20240331,000605,1,1,1,0,1G1Y1R,1.5,41.52
20240331,300359,0,2,1,0,0G2Y1R,1.0,20.57
20240331,002199,0,1,2,0,0G1Y2R,0.5,-22.47
20240331,300211,0,2,1,0,0G2Y1R,1.0,38.13
20240331,002734,0,2,1,0,0G2Y1R,1.0,64.89
20240331,002333,1,1,1,0,1G1Y1R,1.5,-12.24
20240331,002380,1,2,0,0,1G2Y0R,2.0,57.66
20240331,001306,0,2,1,0,0G2Y1R,1.0,10.48
20240331,301157,1,0,2,0,1G0Y2R,1.0,41.33
20240331,601068,1,2,0,0,1G2Y0R,2.0,-2.56
20240331,600285,2,1,0,0,2G1Y0R,2.5,1.54
20240331,688711,0,2,1,0,0G2Y1R,1.0,-22.74
20240331,301149,1,2,0,0,1G2Y0R,2.0,-3.01
20240331,688115,0,1,2,0,0G1Y2R,0.5,65.89
20240331,301260,1,1,1,0,1G1Y1R,1.5,14.11
20240331,301017,1,2,0,0,1G2Y0R,2.0,-15.13
20240331,603800,1,2,0,0,1G2Y0R,2.0,47.32
20240331,603057,0,3,0,0,0G3Y0R,1.5,7.85
20240331,002797,0,2,1,0,0G2Y1R,1.0,39.5
20240331,000886,0,1,2,0,0G1Y2R,0.5,37.14
20240331,300107,0,1,2,0,0G1Y2R,0.5,20.64
20240331,002767,1,1,1,0,1G1Y1R,1.5,22.73
20240331,301520,0,2,1,0,0G2Y1R,1.0,-16.74
20240331,300429,0,2,1,0,0G2Y1R,1.0,4.81
20240331,605598,0,2,1,0,0G2Y1R,1.0,7.52
20240331,300979,1,2,0,0,1G2Y0R,2.0,4.29
20240331,002405,1,1,1,0,1G1Y1R,1.5,1.39
20240331,000045,2,1,0,0,2G1Y0R,2.5,22.15
20240331,688120,1,2,0,0,1G2Y0R,2.0,41.96
20240331,000539,1,2,0,0,1G2Y0R,2.0,-12.65
20240331,600051,0,2,1,0,0G2Y1R,1.0,13.36
20240331,600489,1,1,1,0,1G1Y1R,1.5,8.91
20240331,002448,1,2,0,0,1G2Y0R,2.0,29.83
20240630,000509,0,2,1,0,0G2Y1R,1.0,29.57
20240630,601696,0,2,0,1,0G2Y0R,1.0,18.31
20240630,605303,2,0,1,0,2G0Y1R,2.0,93.58
20240630,603389,0,1,2,0,0G1Y2R,0.5,225.48
20240630,000888,2,0,1,0,2G0Y1R,2.0,29.11
20240630,600617,1,2,0,0,1G2Y0R,2.0,8.8
20240630,600448,1,1,1,0,1G1Y1R,1.5,77.16
20240630,600477,0,2,1,0,0G2Y1R,1.0,15.05
20240630,000589,2,1,0,0,2G1Y0R,2.5,-9.86
20240630,600865,0,3,0,0,0G3Y0R,1.5,41.68
20240630,002845,2,1,0,0,2G1Y0R,2.5,8.49
20240630,600193,0,1,1,1,0G1Y1R,0.5,29.71
20240630,600740,0,1,2,0,0G1Y2R,0.5,-4.84
20240630,300337,2,1,0,0,2G1Y0R,2.5,35.8
20240630,688173,1,1,1,0,1G1Y1R,1.5,23.84
20240630,001231,1,2,0,0,1G2Y0R,2.0,44.39
20240630,600623,1,2,0,0,1G2Y0R,2.0,33.81
20240630,000153,0,2,1,0,0G2Y1R,1.0,16.58
20240630,603486,0,3,0,0,0G3Y0R,1.5,24.46
20240630,301310,1,2,0,0,1G2Y0R,2.0,56.1
20240630,688006,2,1,0,0,2G1Y0R,2.5,13.14
20240630,002428,1,2,0,0,1G2Y0R,2.0,83.53
20240630,601208,0,2,1,0,0G2Y1R,1.0,32.01
20240630,603878,1,1,1,0,1G1Y1R,1.5,-15.66
20240630,600435,0,2,1,0,0G2Y1R,1.0,81.17
20240630,600526,1,2,0,0,1G2Y0R,2.0,32.06
20240630,688519,0,2,1,0,0G2Y1R,1.0,76.48
20240630,301231,1,1,1,0,1G1Y1R,1.5,22.62
20240630,002829,0,1,2,0,0G1Y2R,0.5,62.96
20240630,600622,1,1,1,0,1G1Y1R,1.5,57.3
20240630,002392,1,1,1,0,1G1Y1R,1.5,98.1
20240630,000898,0,1,2,0,0G1Y2R,0.5,9.43
20240630,600583,1,2,0,0,1G2Y0R,2.0,-4.07
20240630,688505,2,1,0,0,2G1Y0R,2.5,37.22
20240630,300701,3,0,0,0,3G0Y0R,3.0,26.2
20240630,688171,0,2,1,0,0G2Y1R,1.0,104.24
20240630,000514,0,1,2,0,0G1Y2R,0.5,44.73
20240630,688357,1,1,1,0,1G1Y1R,1.5,24.97
20240630,688108,1,2,0,0,1G2Y0R,2.0,25.5
20240630,002837,2,0,1,0,2G0Y1R,2.0,81.68
20240630,300641,1,2,0,0,1G2Y0R,2.0,-11.9
20240630,002539,0,0,3,0,0G0Y3R,0.0,33.23
20240630,300078,0,2,1,0,0G2Y1R,1.0,72.89
20240630,300158,2,0,1,0,2G0Y1R,2.0,15.18
20240630,000755,0,3,0,0,0G3Y0R,1.5,22.38
20240630,603033,1,2,0,0,1G2Y0R,2.0,-3.75
20240630,688200,1,1,1,0,1G1Y1R,1.5,58.25
20240630,600276,3,0,0,0,3G0Y0R,3.0,36.1
20240630,600995,1,0,2,0,1G0Y2R,1.0,2.36
20240630,688283,1,1,1,0,1G1Y1R,1.5,16.5
20240630,688655,1,0,2,0,1G0Y2R,1.0,101.81
20240630,301526,0,1,2,0,0G1Y2R,0.5,10.32
20240630,600757,3,0,0,0,3G0Y0R,3.0,20.11
20240630,688087,0,3,0,0,0G3Y0R,1.5,0.27
20240630,002514,0,2,1,0,0G2Y1R,1.0,51.09
20240630,001256,2,1,0,0,2G1Y0R,2.5,62.01
20240630,605136,1,1,0,1,1G1Y0R,1.5,95.4
20240630,300443,0,2,1,0,0G2Y1R,1.0,48.38
20240630,002561,1,1,1,0,1G1Y1R,1.5,22.28
20240630,002690,1,2,0,0,1G2Y0R,2.0,6.51
20240630,603139,1,0,2,0,1G0Y2R,1.0,67.06
20240630,300076,0,1,2,0,0G1Y2R,0.5,101.25
20240630,301511,0,2,1,0,0G2Y1R,1.0,40.24
20240630,600191,1,0,2,0,1G0Y2R,1.0,52.28
20240630,600370,0,1,2,0,0G1Y2R,0.5,45.04
20240630,300677,0,2,1,0,0G2Y1R,1.0,-11.13
20240630,000338,2,1,0,0,2G1Y0R,2.5,-2.64
20240630,300494,0,0,3,0,0G0Y3R,0.0,35.72
20240630,300450,0,3,0,0,0G3Y0R,1.5,52.55
20240630,603383,1,2,0,0,1G2Y0R,2.0,34.91
20240630,603726,1,1,1,0,1G1Y1R,1.5,27.53
20240630,600525,1,1,1,0,1G1Y1R,1.5,-21.13
20240630,000683,1,2,0,0,1G2Y0R,2.0,-26.4
20240630,600845,2,0,1,0,2G0Y1R,2.0,-24.26
20240630,002293,1,2,0,0,1G2Y0R,2.0,15.97
20240630,002039,1,1,0,1,1G1Y0R,1.5,-8.84
20240630,002339,3,0,0,0,3G0Y0R,3.0,31.9
20240630,002255,0,3,0,0,0G3Y0R,1.5,72.19
