date,code,direction,qty,price,cost
20220207,601318,buy,22106,42.49,2817.77
20220207,300951,buy,28515,32.94,2817.79
20220207,300771,buy,85311,11.01,2817.81
20220207,600603,buy,238393,3.94,2817.81
20220207,000731,buy,115517,8.13,2817.81
20220207,600219,sell,11755,3.68,129.66
20220207,600901,sell,13480,2.77,112.14
20220207,600966,buy,106483,8.82,2817.8
20220207,000823,buy,6285,11.14,210.06
20220207,300701,buy,93478,10.05,2817.8
20220207,605368,buy,132493,7.09,2817.81
20220207,605399,buy,36432,25.78,2817.74
20220207,603617,buy,104312,9.0,2817.81
20220207,603005,buy,5917,25.87,459.13
20220207,003016,buy,111651,8.41,2817.8
20220207,002913,buy,2758,30.74,254.33
20220207,605377,buy,104171,9.02,2817.79
20220207,600398,buy,216768,4.33,2817.81
20220207,601919,buy,10240,9.37,287.7
20220207,600741,buy,39454,23.81,2817.81
20220207,300653,buy,25813,36.39,2817.76
20220207,605169,buy,90478,10.38,2817.78
20220207,603886,buy,58887,15.95,2817.81
20220207,002254,buy,52577,17.86,2817.8
20220207,688169,buy,4304,218.18,2817.18
20220207,000807,sell,8985,10.64,286.91
20220207,600702,buy,5353,175.45,2817.52
20220207,600308,buy,240533,3.9,2817.81
20220207,600874,buy,155655,6.03,2817.8
20220207,603489,buy,9332,100.65,2817.67
20220207,603926,buy,1465,10.8,47.48
20220207,600888,buy,135776,6.92,2817.8
20220207,601339,sell,46882,5.23,734.94
20220207,600582,buy,8291,3.39,84.33
20220207,300580,sell,6268,12.14,228.3
20220207,002039,buy,7197,11.76,253.81
20220207,601515,buy,178044,5.28,2817.8
20220207,605259,buy,65605,14.32,2817.81
20220207,603809,sell,7429,7.5,167.18
20220207,002145,buy,134343,6.99,2817.8
20220207,300671,buy,14793,63.49,2817.71
20220207,002873,buy,70377,13.35,2817.79
20220207,688550,buy,23389,32.42,2274.58
20220301,603005,sell,36314,27.2,2963.02
20220301,300580,sell,77365,11.78,2734.49
20220301,603926,sell,86950,10.95,2856.42
20220301,603809,sell,125215,7.19,2701.76
20220301,300951,sell,28515,32.34,2766.51
20220301,600888,sell,135776,7.56,3077.91
20220301,601515,sell,178044,5.34,2854.5
20220301,605259,sell,65605,13.79,2714.34
20220301,300671,sell,14793,66.62,2956.36
20220301,002873,sell,70377,16.11,3400.83
20220301,688550,sell,23389,33.59,2356.89
20220301,601728,buy,12106,3.41,123.76
20220301,600050,buy,269,3.42,2.76
20220301,603599,sell,1764,15.35,81.25
20220301,002677,buy,6038,12.8,231.9
20220301,002818,buy,1823,8.63,47.19
20220301,600533,buy,345,3.22,3.33
20220301,600033,buy,12023,2.47,89.25
20220301,000800,buy,4816,8.55,123.48
20220301,603587,buy,3178,14.01,133.56
20220301,002296,sell,9789,7.74,227.21
20220301,605208,buy,221,10.99,7.29
20220301,600325,buy,13442,5.25,211.54
20220301,000501,buy,4157,9.79,122.1
20220301,600015,buy,9448,4.37,123.92
20220301,600742,sell,1091,9.37,30.66
20220301,000830,sell,8000,13.36,320.75
20220301,603095,buy,2447,11.79,86.58
20220301,002406,sell,2942,5.51,48.62
20220301,603037,buy,3443,6.35,65.57
20220301,000883,buy,1150,4.3,14.85
20220301,300660,buy,1044,14.4,45.09
20220301,600548,buy,4028,8.33,100.63
20220301,002649,sell,8518,12.78,326.55
20220301,600997,sell,14467,6.11,265.12
20220301,601828,buy,6931,8.27,171.88
20220301,300443,buy,1599,42.07,201.82
20220301,003025,sell,1983,12.29,73.11
20220301,600223,sell,772,11.3,26.16
20220301,600483,buy,3177,9.13,87.06
20220301,603327,buy,9040,5.54,150.21
20220301,601169,buy,8309,3.56,88.7
20220301,000690,buy,2783,4.52,37.71
20220301,603797,sell,1288,6.17,23.83
20220301,002978,sell,1611,39.18,189.36
20220301,300358,sell,5056,22.59,342.58
20220301,000949,buy,1744,5.04,26.36
20220301,688699,sell,195,90.69,53.05
20220301,002106,buy,1673,9.6,48.19
20220301,002191,buy,10101,13.12,397.53
20220301,605108,buy,6719,16.45,331.51
20220301,000612,sell,3169,6.65,63.18
20220301,002508,buy,2790,28.37,237.44
20220301,601518,sell,7498,1.89,42.49
20220301,601019,sell,3378,5.34,54.09
20220301,601677,buy,994,28.65,85.44
20220301,301000,buy,2579,11.89,91.97
20220301,600020,buy,5015,2.94,44.2
20220301,000731,sell,3028,8.56,77.74
20220301,002753,sell,2303,8.62,59.57
20220301,600603,buy,485,4.03,5.86
20220301,605368,sell,2530,7.41,56.22
20220301,002585,buy,1192,23.17,82.85
20220301,601318,buy,811,42.01,102.2
20220301,300916,buy,583,25.37,44.37
20220301,603258,buy,297,23.78,21.19
20220301,688298,sell,616,135.18,249.82
20220301,002034,sell,5687,19.77,337.25
20220301,601919,sell,4887,10.09,147.93
20220301,600901,buy,2326,2.82,19.7
20220301,600582,sell,6616,3.56,70.66
20220301,605277,sell,459,11.4,15.7
20220301,002101,sell,1858,13.02,72.56
20220301,688068,sell,2085,109.62,685.68
20220301,300771,sell,286,11.32,9.71
20220301,600398,buy,10560,4.23,134.16
20220301,603617,sell,2472,9.45,70.1
20220301,600874,sell,4255,6.36,81.17
20220301,600219,sell,10032,3.92,118.05
20220301,600966,sell,313,9.07,8.51
20220301,605377,sell,3247,9.54,92.92
20220301,600741,buy,5865,21.24,373.76
20220301,603886,buy,3253,15.49,151.19
20220301,605399,sell,2762,28.59,236.91
20220301,000807,sell,12810,12.76,490.43
20220301,600702,sell,280,189.79,159.43
20220301,000823,sell,5149,12.16,187.86
20220301,601985,buy,140061,6.87,2888.03
20220301,605169,sell,8870,11.8,313.9
20220301,002039,sell,3872,12.66,147.08
20220301,003016,buy,2902,8.4,73.16
20220301,300653,sell,2896,42.01,364.96
20220301,600308,sell,1463,4.03,17.67
20220301,688169,buy,1876,155.76,876.59
20220301,002027,buy,154549,6.23,2888.03
20220301,002254,buy,1089,17.94,58.6
20220301,300701,sell,3906,10.75,125.94
20220301,002833,buy,60587,15.89,2888.04
20220301,600694,buy,83316,11.55,2888.02
20220301,603489,buy,826,94.77,234.83
20220301,002145,sell,4707,7.43,104.86
20220301,600810,buy,88452,10.88,2888.03
20220301,601339,buy,3959,5.24,62.24
20220301,002913,sell,368,31.89,35.21
20220301,002048,buy,60441,15.93,2888.02
20220301,688399,buy,12444,77.36,2887.87
20220301,000581,buy,56145,17.15,2888.03
20220301,601377,buy,134371,7.16,2888.03
20220301,603529,buy,5241,16.08,252.85
20220301,300861,buy,25016,38.48,2887.97
20220301,000425,buy,185594,4.95,2755.85
20220401,002101,sell,73956,12.18,2703.02
20220401,601985,sell,140061,7.34,3084.94
20220401,002027,sell,154549,5.08,2354.33
20220401,600810,sell,88452,9.76,2590.42
20220401,002048,sell,60441,14.64,2655.22
20220401,688399,sell,12444,84.73,3163.1
20220401,601377,sell,134371,6.8,2740.65
20220401,300861,sell,25016,39.79,2986.25
20220401,000425,sell,185594,4.59,2557.94
20220401,601728,sell,7979,3.31,79.2
20220401,600050,buy,4131,3.18,39.42
20220401,603599,buy,1984,14.04,83.58
20220401,002677,buy,6467,11.12,215.79
20220401,002818,sell,2047,8.29,50.93
20220401,600533,sell,80752,4.16,1008.59
20220401,600033,sell,23216,2.48,172.93
20220401,603587,sell,876,13.39,35.18
20220401,000800,buy,1588,7.95,37.88
20220401,002296,buy,4468,7.05,94.45
20220401,600325,sell,47390,6.67,948.65
20220401,600015,sell,11698,4.36,152.89
20220401,600742,buy,10104,8.05,243.93
20220401,002406,buy,3995,5.08,60.9
20220401,300660,buy,13440,11.31,456.01
20220401,000830,sell,10032,14.65,440.91
20220401,000501,sell,3688,9.6,106.19
20220401,603095,buy,2052,10.85,66.82
20220401,603037,sell,851,6.02,15.38
20220401,600548,sell,3297,8.09,80.0
20220401,600997,sell,15886,6.41,305.47
20220401,601828,sell,1042,7.87,24.6
20220401,688699,sell,384,88.78,102.28
20220401,600223,sell,274,10.69,8.79
20220401,000883,buy,317,4.06,3.86
20220401,601169,sell,19698,3.62,213.99
20220401,002649,sell,1262,12.26,46.43
20220401,603327,sell,392,5.24,6.16
20220401,300443,buy,5285,32.25,511.3
20220401,002978,buy,3037,32.9,299.74
20220401,002106,buy,18971,7.62,433.54
20220401,000949,buy,2961,4.68,41.58
20220401,603797,sell,5100,6.01,92.03
20220401,300916,buy,4773,21.26,304.43
20220401,002191,buy,6744,11.34,229.34
20220401,000690,buy,3620,4.19,45.51
20220401,000612,buy,14780,5.69,252.26
20220401,605277,sell,2789,11.13,93.09
20220401,003025,buy,11038,10.16,336.56
20220401,300358,buy,8983,17.6,474.31
20220401,301000,sell,1049,11.36,35.76
20220401,601518,sell,25400,1.88,142.92
20220401,601318,sell,220,40.02,26.41
20220401,601677,sell,2031,28.77,175.32
20220401,600483,buy,13188,7.66,303.05
20220401,600020,sell,22230,2.97,198.33
20220401,601019,sell,14848,5.49,244.47
20220401,002508,buy,1012,25.99,78.91
20220401,605368,buy,1103,6.93,22.93
20220401,605108,sell,4589,16.84,231.81
20220401,600603,sell,2954,3.85,34.12
20220401,600901,sell,11524,2.76,95.29
20220401,000731,sell,6243,8.55,160.12
20220401,603258,sell,3071,24.28,223.72
20220401,600966,buy,710,8.5,18.1
20220401,002753,sell,2069,8.29,51.44
20220401,600398,buy,11741,3.8,133.82
20220401,605399,buy,1170,26.07,91.51
20220401,688068,sell,1218,120.09,438.82
20220401,002034,buy,6438,16.47,318.16
20220401,002585,buy,17291,15.44,800.75
20220401,000823,buy,9040,10.3,279.29
20220401,605208,buy,5506,9.76,161.19
20220401,600582,sell,55665,4.23,706.34
20220401,688298,sell,1305,156.17,611.39
20220401,600219,buy,27774,3.32,277.01
20220401,605169,buy,3427,10.68,109.82
20220401,300771,sell,10676,12.22,391.28
20220401,300701,buy,10586,9.07,288.0
20220401,605377,buy,356,8.97,9.58
20220401,002913,buy,2193,28.05,184.54
20220401,000807,sell,2417,12.44,90.2
20220401,603886,buy,3300,13.88,137.41
20220401,003016,sell,1615,8.04,38.97
20220401,603617,sell,11675,10.07,352.84
20220401,600702,buy,800,154.63,371.12
20220401,600308,buy,1885,3.77,21.32
20220401,601919,sell,1376,9.66,39.88
20220401,002254,buy,6056,15.21,276.31
20220401,603489,buy,656,83.99,165.29
20220401,600874,sell,19395,6.88,400.36
20220401,688169,buy,180,142.81,77.12
20220401,603529,sell,8499,17.68,450.89
20220401,002039,buy,3523,11.42,120.67
20220401,600694,sell,2916,11.3,98.83
20220401,688788,buy,25235,35.99,2724.92
20220401,300671,buy,11129,81.61,2724.75
20220401,603005,buy,40453,22.45,2724.89
20220401,600741,buy,7801,17.1,400.17
20220401,002145,buy,11183,6.45,216.4
20220401,601339,buy,3914,4.84,56.84
20220401,603809,buy,153948,5.9,2724.9
20220401,300653,buy,762,38.36,87.69
20220401,002833,buy,6048,13.63,247.32
20220401,600888,buy,142044,6.39,2724.9
20220401,688556,buy,61254,14.83,2724.89
20220401,300601,buy,16928,53.65,2724.78
20220401,000581,sell,515,16.33,25.23
20220401,600016,buy,301007,3.02,2724.91
20220401,603926,buy,88604,9.77,2595.88
20220505,601339,sell,187621,4.26,2396.26
20220505,000581,sell,55630,16.55,2761.83
20220505,603809,sell,153948,5.91,2730.12
20220505,300601,sell,16928,39.29,1995.22
20220505,600016,sell,301007,2.88,2597.84
20220505,601728,sell,19483,3.19,186.63
20220505,603599,sell,14533,16.24,707.96
20220505,600050,sell,25900,3.14,243.71
20220505,002677,sell,10600,11.46,364.44
20220505,002818,sell,14832,8.6,382.68
20220505,603587,buy,835,11.86,29.7
20220505,000800,sell,4351,7.41,96.75
20220505,600533,buy,1582,3.71,17.59
20220505,600033,sell,20256,2.36,143.21
20220505,002296,buy,14329,5.69,244.42
20220505,600742,buy,5849,6.86,120.37
20220505,002406,buy,19140,4.12,236.31
20220505,600015,sell,12525,4.16,156.16
20220505,300660,buy,1678,9.93,50.0
20220505,603037,buy,6894,5.16,106.82
20220505,600325,sell,11729,6.55,230.36
20220505,000830,sell,7422,14.92,332.24
20220505,688699,buy,4570,55.02,754.31
20220505,000501,sell,8466,9.45,240.04
20220505,300443,buy,6792,23.3,474.67
20220505,600223,buy,14465,8.19,355.47
20220505,600548,sell,7211,7.75,167.64
20220505,603327,sell,23219,5.42,377.68
20220505,002191,buy,26881,7.61,613.73
20220505,000883,sell,10031,3.81,114.55
20220505,002106,buy,2043,6.71,41.15
20220505,601169,sell,20962,3.54,222.79
20220505,603095,buy,8548,8.83,226.45
20220505,000612,buy,6949,4.89,101.91
20220505,002649,buy,16465,9.0,444.31
20220505,600997,sell,1480,5.81,25.79
20220505,601828,buy,43514,5.12,668.92
20220505,002978,buy,1459,28.02,122.63
20220505,301000,sell,1381,10.37,42.95
20220505,000949,buy,43642,3.43,448.62
20220505,603797,buy,2002,5.32,31.97
20220505,600483,sell,20998,8.35,525.71
20220505,000690,buy,10675,3.58,114.68
20220505,605277,buy,11899,8.71,310.8
20220505,300916,buy,6993,16.38,343.65
20220505,300358,buy,1429,15.36,65.83
20220505,605368,sell,17444,7.17,375.09
20220505,601677,buy,4520,22.57,306.01
20220505,003025,sell,6701,9.85,198.04
20220505,002508,sell,4217,26.5,335.28
20220505,601318,sell,566,36.8,62.49
20220505,600966,buy,14394,6.72,289.98
20220505,002753,buy,17125,6.43,330.17
20220505,601518,sell,11813,1.72,61.09
20220505,600603,sell,40159,4.16,501.18
20220505,601019,sell,5155,5.08,78.55
20220505,600020,sell,6360,2.72,51.96
20220505,600901,sell,40447,2.82,341.84
20220505,300701,buy,1555,8.01,37.35
20220505,600398,sell,15633,3.64,170.94
20220505,000823,buy,8346,8.44,211.2
20220505,603258,buy,2940,20.18,178.03
20220505,605108,sell,3815,16.25,185.93
20220505,000731,sell,3039,7.89,71.94
20220505,605208,sell,215,8.77,5.66
20220505,002034,sell,6044,16.59,300.77
20220505,002913,sell,3546,28.24,300.46
20220505,688788,buy,5482,26.51,436.02
20220505,603529,sell,11905,20.64,737.12
20220505,605399,sell,547,23.75,38.97
20220505,603005,buy,5033,17.9,270.33
20220505,605169,sell,5147,10.19,157.41
20220505,300771,buy,1259,10.77,40.68
20220505,688298,buy,2161,102.08,661.77
20220505,003016,buy,497,7.18,10.7
20220505,600308,sell,18114,3.65,198.6
20220505,603489,sell,700,80.53,169.11
20220505,002585,buy,4756,12.81,182.71
20220505,002039,sell,10816,11.85,384.44
20220505,600874,buy,2954,6.03,53.48
20220505,000807,buy,11377,9.65,329.35
20220505,300671,buy,3105,57.21,532.94
20220505,601919,buy,1734,8.5,44.24
20220505,600582,sell,12478,4.03,150.72
20220505,688169,sell,711,144.19,307.55
20220505,600219,buy,33744,2.65,268.58
20220505,600888,sell,32729,7.45,731.48
20220505,002254,buy,5296,12.53,199.0
20220505,600720,buy,84496,9.64,2443.15
20220505,600741,sell,4927,16.9,249.78
20220505,603886,sell,466,12.53,17.52
20220505,002145,buy,17619,5.14,271.69
20220505,688068,buy,2019,84.98,514.73
20220505,002984,buy,45247,18.0,2443.11
20220505,603926,buy,10195,8.24,252.11
20220505,300782,buy,7190,113.25,2442.82
20220505,600702,sell,42,139.68,17.6
20220505,605377,buy,10794,7.27,235.3
20220505,600694,sell,12761,12.04,460.94
20220505,002845,buy,70887,11.49,2443.13
20220505,688556,sell,7917,15.27,362.65
20220505,002563,buy,170061,4.79,2443.15
20220505,603617,buy,2333,8.8,61.62
20220505,002833,buy,1883,11.69,66.06
20220601,300660,sell,81989,10.72,2636.33
20220601,600033,sell,345558,2.46,2547.86
20220601,002296,sell,143227,6.69,2873.3
20220601,600015,sell,195960,4.14,2434.07
20220601,002406,sell,197886,4.77,2829.19
20220601,601518,sell,472450,1.85,2621.01
20220601,000823,sell,96545,8.91,2581.44
20220601,600020,sell,299067,2.85,2555.67
20220601,002106,sell,121281,7.34,2669.92
20220601,000807,sell,84396,10.35,2620.3
20220601,600742,sell,118719,7.69,2738.92
20220601,003025,sell,82667,10.41,2580.52
20220601,002913,sell,28835,26.88,2324.89
20220601,002039,sell,68737,13.16,2713.4
20220601,601919,sell,95765,8.72,2504.99
20220601,600219,sell,306950,2.83,2601.5
20220601,002677,sell,71061,11.8,2515.1
20220601,002034,sell,49095,18.34,2700.64
20220601,605208,sell,92861,9.79,2727.95
20220601,600533,sell,219751,3.45,2276.98
20220601,603587,sell,68680,12.37,2549.36
20220601,600325,sell,124396,6.18,2306.87
20220601,000830,sell,54578,15.23,2494.15
20220601,002649,sell,90537,9.61,2611.05
20220601,600548,sell,105091,7.97,2513.49
20220601,000883,sell,213952,4.16,2667.95
20220601,600223,sell,99416,8.71,2597.43
20220601,002191,sell,107008,7.54,2421.53
20220601,300443,sell,34958,31.27,3279.48
20220601,600997,sell,140231,6.42,2699.8
20220601,300358,sell,53036,17.0,2704.51
20220601,603797,sell,153016,5.78,2652.18
20220601,605108,sell,50129,17.98,2704.59
20220601,300916,sell,49715,18.79,2802.22
20220601,000690,sell,227412,3.76,2568.36
20220601,000949,sell,237669,3.61,2577.07
20220601,605277,sell,93537,9.63,2702.71
20220601,002508,sell,30729,26.26,2421.17
20220601,600483,sell,97585,8.89,2601.74
20220601,002753,sell,126718,7.16,2721.25
20220601,603258,sell,40346,19.08,2309.89
20220601,002585,sell,63596,14.66,2796.31
20220601,688068,sell,9583,76.08,2187.26
20220601,688298,sell,7978,93.65,2241.46
20220601,600603,sell,195765,4.6,2701.56
20220601,600966,sell,121274,6.9,2508.7
20220601,300701,sell,101713,8.76,2672.76
20220601,605399,sell,34293,29.57,3042.55
20220601,603617,sell,92498,8.45,2345.5
20220601,003016,sell,113435,7.8,2652.98
20220601,600398,sell,223436,3.64,2438.45
20220601,603886,sell,64974,13.04,2541.66
20220601,002254,sell,65018,13.83,2696.87
20220601,600702,sell,5831,159.48,2789.77
20220601,600308,sell,222841,3.97,2655.8
20220601,688788,sell,30717,29.32,2702.05
20220601,300671,sell,14234,60.5,2583.47
20220601,603005,sell,45486,19.43,2651.22
20220601,603926,sell,98799,9.31,2760.63
20220601,600720,sell,84496,12.28,3112.16
20220601,002984,sell,45247,20.59,2794.63
20220601,300782,sell,7190,120.8,2605.57
20220601,002845,sell,70887,12.32,2620.84
20220601,002563,sell,170061,4.78,2440.62
20220601,601728,buy,16398,3.21,157.89
